t_s,theta1_deg,omega1_deg_s
5.0000,-15.3184,462.9751
5.5000,-7.0415,389.4550
6.0000,-22.9872,379.6560
6.5000,-0.0364,396.0456
7.0000,-20.6306,359.6065
7.5000,-14.9330,30.2083
8.0000,-0.6483,81.6420
8.5000,-14.9982,92.5740
9.0000,-16.7658,491.4089
9.5000,-15.2918,310.1176
10.0000,-17.6971,417.8434
10.5000,-16.5678,309.7738
11.0000,-9.3338,365.8092
11.5000,-15.3996,399.1556
12.0000,-18.2387,293.3804
12.5000,-10.0545,350.5788
13.0000,-12.9081,409.9194
13.5000,-12.0146,407.8922
14.0000,-15.3211,412.7190
14.5000,-16.1547,323.0970
15.0000,-11.9419,404.8848
15.5000,-13.0526,375.0687
16.0000,-10.3102,419.7306
16.5000,-12.6530,413.8106
17.0000,-13.9215,404.6119
17.5000,-12.7320,422.4922
18.0000,-16.7783,366.2979
18.5000,-11.7405,418.5412
19.0000,-14.0254,382.0186
19.5000,-13.6715,429.5865
20.0000,-9.9961,416.5652
20.5000,-13.8072,409.5421
21.0000,-10.5948,429.8717
21.5000,-13.9404,390.8448
22.0000,-12.2527,432.6663
22.5000,-13.8789,382.4320
23.0000,-10.8650,429.4447
23.5000,-12.0481,399.8263
24.0000,-9.4996,399.5583
24.5000,-11.8258,395.0173
25.0000,-12.6274,401.4035
25.5000,-12.6950,400.8345
26.0000,-13.7490,388.2999
26.5000,-10.9938,412.4177
27.0000,-11.5996,402.6476
27.5000,-13.1825,395.1623
28.0000,-13.5166,401.3388
28.5000,-12.2718,401.7928
29.0000,-13.6728,408.3925
29.5000,-13.1875,400.5819
30.0000,-16.0626,399.6194
30.5000,-14.6965,390.6180
31.0000,-15.7654,405.5562
31.5000,-13.8574,409.7226
32.0000,-16.4599,377.9396
32.5000,-16.8408,397.5171
33.0000,-15.0270,404.2006
33.5000,-12.4496,400.6189
34.0000,-17.2822,395.4149
34.5000,-11.8215,399.8741
35.0000,-13.7711,408.2025
35.5000,-17.7894,392.9738
36.0000,-16.4075,412.7949
36.5000,-13.2555,408.3914
37.0000,-14.2605,413.0748
37.5000,-12.9391,417.2852
38.0000,-16.7961,392.5446
38.5000,-13.6555,427.4041
39.0000,-14.3078,404.5952
39.5000,-15.1654,415.4604
40.0000,-14.0285,422.5894
40.5000,-13.1580,412.1032
41.0000,-14.4180,398.8452
41.5000,-14.2369,422.2459
42.0000,-14.6050,402.0091
42.5000,-14.4024,416.7536
43.0000,-13.7226,424.7411
43.5000,-12.6195,418.5837
44.0000,-13.3118,403.2827
44.5000,-14.2028,417.8029
45.0000,-11.4853,406.2965
45.5000,-10.3454,423.8964
46.0000,-14.2212,399.7115
46.5000,-11.9989,419.8748
47.0000,-12.4112,416.1278
47.5000,-12.1748,420.9185
48.0000,-11.1716,412.3807
48.5000,-11.4717,396.0640
49.0000,-11.9443,407.7885
49.5000,-10.9806,404.3857
50.0000,-14.6535,399.2803
50.5000,-14.7103,413.2576
51.0000,-13.5258,396.7749
51.5000,-14.3011,400.0293
52.0000,-13.6260,408.1801
52.5000,-16.3566,398.7635
53.0000,-13.6346,412.4346
53.5000,-12.5125,411.8033
54.0000,-16.0860,403.8972
54.5000,-14.7021,397.6238
55.0000,-14.6051,399.6673
55.5000,-17.1487,394.7090
56.0000,-16.6895,391.4426
56.5000,-14.5462,411.9437
57.0000,-15.7621,390.4542
57.5000,-16.9933,402.4800
58.0000,-16.3333,408.9701
58.5000,-14.7664,405.1809
59.0000,-13.0114,395.4305
59.5000,-16.5098,394.6956
60.0000,-15.0006,415.8404
60.5000,-12.6129,413.0111
61.0000,-14.2076,416.9241
61.5000,-13.6975,415.4471
62.0000,-14.2833,404.1756
62.5000,-16.0825,407.5434
63.0000,-16.6129,405.9607
63.5000,-13.0666,412.4622
64.0000,-15.0911,391.2355
64.5000,-15.2004,419.8173
65.0000,-14.0957,408.3648
65.5000,-13.3476,418.5638
66.0000,-3.5902,54.3484
66.5000,-4.3778,2.8168
67.0000,-1.6589,-4.1510
67.5000,-1.7242,-1.3565
68.0000,-1.9111,0.0339
68.5000,-1.6504,-1.8332
69.0000,-1.6700,-0.5245
69.5000,-1.9650,-0.1127
70.0000,-1.6332,0.6591
70.5000,-1.6748,4.0294
71.0000,-1.9107,-1.8435
71.5000,-1.7341,0.0786
72.0000,-1.8153,0.4431
72.5000,-1.8740,-0.0235
73.0000,-1.7290,-0.6352
73.5000,-1.7960,-0.3190
74.0000,-1.8415,-3.0925
74.5000,-1.6374,-2.2191
75.0000,-1.8540,-1.4854
75.5000,-1.7902,-0.4412
76.0000,-1.7072,4.2197
76.5000,-1.8578,-0.1810
