n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
53,31.5000,-13.8574,-16.4599,20.0522,22.5132
54,32.0000,-16.4599,-16.8408,22.5132,20.9324
55,32.5000,-16.8408,-15.0270,20.9324,26.0766
56,33.0000,-15.0270,-12.4496,26.0766,14.2702
57,33.5000,-12.4496,-17.2822,14.2702,26.2951
58,34.0000,-17.2822,-11.8215,26.2951,17.4522
59,34.5000,-11.8215,-13.7711,17.4522,17.7293
60,35.0000,-13.7711,-17.7894,17.7293,28.2908
61,35.5000,-17.7894,-16.4075,28.2908,18.5103
62,36.0000,-16.4075,-13.2555,18.5103,22.5960
63,36.5000,-13.2555,-14.2605,22.5960,16.1354
64,37.0000,-14.2605,-12.9391,16.1354,20.8769
65,37.5000,-12.9391,-16.7961,20.8769,20.2271
66,38.0000,-16.7961,-13.6555,20.2271,19.5513
67,38.5000,-13.6555,-14.3078,19.5513,21.0900
68,39.0000,-14.3078,-15.1654,21.0900,17.1348
69,39.5000,-15.1654,-14.0285,17.1348,22.9481
70,40.0000,-14.0285,-13.1580,22.9481,15.9348
71,40.5000,-13.1580,-14.4180,15.9348,22.1611
72,41.0000,-14.4180,-14.2369,22.1611,19.7724
73,41.5000,-14.2369,-14.6050,19.7724,20.9903
74,42.0000,-14.6050,-14.4024,20.9903,17.9345
75,42.5000,-14.4024,-13.7226,17.9345,20.2263
76,43.0000,-13.7226,-12.6195,20.2263,18.0537
77,43.5000,-12.6195,-13.3118,18.0537,18.0524
78,44.0000,-13.3118,-14.2028,18.0524,19.1431
79,44.5000,-14.2028,-11.4853,19.1431,18.6820
80,45.0000,-11.4853,-10.3454,18.6820,12.9320
81,45.5000,-10.3454,-14.2212,12.9320,23.0680
82,46.0000,-14.2212,-11.9989,23.0680,15.1192
83,46.5000,-11.9989,-12.4112,15.1192,21.7551
84,47.0000,-12.4112,-12.1748,21.7551,13.6168
85,47.5000,-12.1748,-11.1716,13.6168,20.9794
86,48.0000,-11.1716,-11.4717,20.9794,13.0895
87,48.5000,-11.4717,-11.9443,13.0895,22.2005
88,49.0000,-11.9443,-10.9806,22.2005,14.3392
89,49.5000,-10.9806,-14.6535,14.3392,22.2305
90,50.0000,-14.6535,-14.7103,22.2305,19.7103
91,50.5000,-14.7103,-13.5258,19.7103,17.6029
92,51.0000,-13.5258,-14.3011,17.6029,23.7276
93,51.5000,-14.3011,-13.6260,23.7276,14.9260
94,52.0000,-13.6260,-16.3566,14.9260,26.1928
95,52.5000,-16.3566,-13.6346,26.1928,15.3931
96,53.0000,-13.6346,-12.5125,15.3931,22.3697
97,53.5000,-12.5125,-16.0860,22.3697,19.2990
98,54.0000,-16.0860,-14.7021,19.2990,22.4196
99,54.5000,-14.7021,-14.6051,22.4196,20.8974
100,55.0000,-14.6051,-17.1487,20.8974,21.4226
101,55.5000,-17.1487,-16.6895,21.4226,24.1577
102,56.0000,-16.6895,-14.5462,24.1577,18.2323
103,56.5000,-14.5462,-15.7621,18.2323,24.2845
104,57.0000,-15.7621,-16.9933,24.2845,19.8828
105,57.5000,-16.9933,-16.3333,19.8828,24.4245
106,58.0000,-16.3333,-14.7664,24.4245,20.8592
107,58.5000,-14.7664,-13.0114,20.8592,18.8357
108,59.0000,-13.0114,-16.5098,18.8357,22.5348
109,59.5000,-16.5098,-15.0006,22.5348,20.2395
110,60.0000,-15.0006,-12.6129,20.2395,19.3485
111,60.5000,-12.6129,-14.2076,19.3485,19.6450
112,61.0000,-14.2076,-13.6975,19.6450,19.3239
113,61.5000,-13.6975,-14.2833,19.3239,21.3660
114,62.0000,-14.2833,-16.0825,21.3660,19.7538
115,62.5000,-16.0825,-16.6129,19.7538,23.6028
116,63.0000,-16.6129,-13.0666,23.6028,16.5787
117,63.5000,-13.0666,-15.0911,16.5787,23.2552
118,64.0000,-15.0911,-15.2004,23.2552,17.5633
119,64.5000,-15.2004,-14.0957,17.5633,22.0071
120,65.0000,-14.0957,-13.3476,22.0071,17.7032
121,65.5000,-13.3476,-3.5902,17.7032,18.8558
122,66.0000,-3.5902,-4.3778,18.8558,-3.4859
123,66.5000,-4.3778,-1.6589,-3.4859,-7.2890
124,67.0000,-1.6589,-1.7242,-7.2890,12.0678
125,67.5000,-1.7242,-1.9111,12.0678,-10.4823
126,68.0000,-1.9111,-1.6504,-10.4823,0.5075
127,68.5000,-1.6504,-1.6700,0.5075,7.8847
128,69.0000,-1.6700,-1.9650,7.8847,-11.5600
129,69.5000,-1.9650,-1.6332,-11.5600,6.0017
130,70.0000,-1.6332,-1.6748,6.0017,1.5881
131,70.5000,-1.6748,-1.9107,1.5881,-9.4914
132,71.0000,-1.9107,-1.7341,-9.4914,8.6835
133,71.5000,-1.7341,-1.8153,8.6835,-3.4909
134,72.0000,-1.8153,-1.8740,-3.4909,-5.2625
135,72.5000,-1.8740,-1.7290,-5.2625,8.3474
136,73.0000,-1.7290,-1.7960,8.3474,-7.2928
137,73.5000,-1.7960,-1.8415,-7.2928,-0.3119
138,74.0000,-1.8415,-1.6374,-0.3119,5.4672
139,74.5000,-1.6374,-1.8540,5.4672,-8.2593
140,75.0000,-1.8540,-1.7902,-8.2593,3.6004
141,75.5000,-1.7902,-1.7072,3.6004,1.5994
142,76.0000,-1.7072,-1.8578,1.5994,-7.0374
