t_s,theta1_deg,omega1_deg_s
1.7335,33.3987,214.4083
2.8679,1.5482,85.2661
3.9991,19.5043,154.8226
5.0859,29.2257,110.4056
6.1758,35.8561,45.8036
7.2325,2.5786,80.0366
8.3338,2.8857,74.3594
9.4246,3.1688,80.9577
10.5106,1.6547,49.8258
11.5971,3.2672,72.8435
12.6925,-0.2879,61.8722
13.7673,2.9233,57.8058
14.8647,0.6832,56.4119
15.9445,3.1393,148.5466
17.0306,1.7611,64.4894
18.1149,3.0753,55.7218
19.2049,3.4042,29.5770
20.2887,3.7895,39.4076
21.3787,1.8569,36.2493
22.4615,1.8946,95.5587
23.5513,2.9202,65.9241
24.6375,3.7450,59.4620
25.7338,-0.0107,58.7305
26.8081,2.2055,66.2270
27.9064,0.6355,65.2802
28.9841,3.0988,66.6026
30.0768,3.1754,34.9445
31.1597,3.8586,46.7527
32.2478,4.3486,36.8005
33.3346,4.8302,34.4165
34.4218,4.1446,47.7362
35.5175,1.0190,53.8627
36.5933,4.4105,49.5698
37.6907,1.7258,46.2849
38.7658,4.3205,73.5943
39.8575,4.4739,67.7668
40.9415,3.0563,33.4854
42.0290,4.4034,44.9145
43.1147,3.7662,45.6576
44.2013,4.0356,45.8323
45.2894,2.6738,33.6381
46.3702,3.7555,76.8186
47.4642,2.3712,25.5515
48.5486,3.5072,22.4609
49.6361,3.9295,42.5420
50.7232,4.0709,59.4616
51.8125,1.9300,48.7002
52.8976,4.0182,59.2252
53.9882,3.4962,26.5083
55.0745,3.0144,41.4579
56.1627,3.5661,49.9062
57.2483,4.1259,45.9106
58.3373,3.3092,28.6675
59.4204,4.1284,51.9458
60.5087,3.1670,47.5866
61.5957,3.6111,48.5644
62.6835,2.6545,43.3818
63.7681,3.7752,64.4254
64.8566,3.0193,50.0484
65.9508,-0.7349,37.7741
67.0250,4.0125,77.9191
