t_s,theta1_deg,omega1_deg_s
5.1341,22.8170,-18.2797
6.1884,7.4427,67.0730
7.2394,23.0098,60.1097
9.2868,17.6639,41.1190
10.3397,18.7412,79.1642
12.3865,20.6393,28.9808
13.4266,28.5626,38.8470
14.4488,28.0859,-146.5261
15.4471,7.6599,178.5262
16.5271,25.2408,50.9444
17.7024,104.6061,-69.9752
18.5764,23.3919,36.3585
20.6302,15.8137,50.2090
21.6966,28.3281,58.0304
22.3737,-88.1646,122.7149
22.8289,90.9649,113.7840
23.7141,15.0089,56.2277
24.7733,29.0126,-0.9734
26.8167,20.1099,20.3413
27.8922,38.6157,26.6705
28.4035,-55.3130,-425.4641
28.7860,-30.9332,203.7082
29.9313,6.9670,114.7120
31.9733,13.1247,168.4280
33.1606,92.1203,-31.4654
34.1112,77.7987,33.9249
34.5951,-77.9304,-206.6137
34.9651,-14.4700,11.4584
36.1210,32.6781,52.3558
36.6803,-63.9954,-358.9310
37.0420,-18.2500,45.6557
38.1581,20.1636,105.7399
40.2224,22.6250,12.5714
41.2581,25.1575,63.0978
43.3132,18.1712,28.6455
44.3783,41.4967,22.3316
44.8878,-55.1801,-448.5707
45.2624,-31.2961,134.8903
46.4209,28.7102,60.6471
47.0297,-71.3865,-288.0667
47.4050,21.0368,-217.0217
48.4442,11.9737,231.1491
49.5381,45.3493,21.4557
50.0429,-56.6133,-435.4356
50.4258,-33.2116,253.4162
51.5717,21.7877,86.8031
53.6234,18.2495,60.3333
54.9088,91.9568,-332.3859
55.7549,64.2667,50.8905
56.1439,-9.6109,-784.4575
56.6384,-28.7045,146.0760
57.7641,22.4614,94.5954
59.8179,24.3730,148.6828
61.8895,29.7313,10.4127
63.9326,18.0209,146.8439
65.0648,71.8070,22.8433
65.4328,-38.3840,-619.5785
65.8778,-32.3197,261.4915
67.0366,16.5806,112.1272
69.0602,15.1281,192.4409
70.1203,28.2351,30.2376
71.1878,59.5033,-68.5440
72.2262,65.7300,21.1123
72.7814,-82.4144,-126.2070
73.1520,12.7956,-155.3354
74.2373,15.7632,18.5933
75.2816,23.5400,-3.7124
76.4103,76.6380,52.3576
76.7608,-26.8062,-719.4802
77.2363,-32.7064,304.6218
78.3697,21.9131,75.4147
80.4212,18.6532,156.1451
81.4889,41.5868,31.0660
82.0199,-62.2956,-367.2639
82.3959,-30.0740,188.4141
83.5282,18.7976,103.3451
85.5788,19.5672,24.4543
86.6319,23.0484,63.6033
88.6510,15.3465,208.7025
89.7146,29.0286,41.4953
