t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.1546,22.8170,5.7962,23.9046,1115.6888
6.1856,7.4035,70.3956,-3.8480,1270.6172
7.2165,20.2311,167.1512,-30.6030,1260.7668
8.2474,25.9564,606.5653,65.7088,-1195.1227
9.2784,17.5435,80.0117,-12.5381,1281.8815
10.3093,14.2803,217.4093,-41.6296,1260.2724
11.3402,20.1989,523.6869,89.7300,-979.4844
12.3711,19.9101,94.6090,-21.6284,1322.3106
13.4021,26.3278,149.2913,-31.8538,1225.3328
14.4330,29.0299,-98.5305,-21.4824,1370.8545
15.4639,10.7782,198.8710,19.3361,1113.2976
16.4948,21.4553,201.4427,-42.3917,1201.0792
17.5258,63.8994,416.9315,-107.2752,475.2839
18.5567,22.0016,127.0948,-29.0230,1397.5301
19.5876,42.6442,380.7775,-28.9966,-1016.3041
20.6186,15.2159,92.3220,-17.1743,1310.7652
21.6495,20.5025,290.5236,-61.9150,1156.3013
22.6804,58.5860,309.2704,-29.4609,19.8372
23.7113,14.9870,53.3681,-4.5257,1416.2738
24.7423,27.9777,132.7167,-42.8943,1299.7839
25.7732,37.7015,440.8847,109.5086,-846.2362
26.8041,19.8572,69.1566,-17.7661,1343.1241
27.8351,28.6075,341.9822,-72.0266,1105.4670
28.8660,5.7493,548.7615,47.0064,230.8555
29.8969,3.2387,168.0323,-43.2814,1202.9106
30.9278,31.8459,476.3400,-161.5097,238.9884
31.9588,10.7857,176.5145,-18.3430,1219.3126
32.9897,34.8868,493.0055,-135.2699,538.1617
34.0206,61.3629,384.6014,-79.4758,813.7601
35.0515,13.3178,478.4202,66.0810,348.0557
36.0825,26.2154,279.4145,-51.2180,1207.6191
37.1134,4.5137,469.3961,56.0987,441.6324
38.1443,18.5770,158.7898,-18.8392,1351.5231
39.1753,29.2867,523.1058,93.1940,-1036.6514
40.2062,22.5276,54.1610,-22.2067,1337.4974
41.2371,23.2993,147.6169,-27.7966,1261.1501
42.2680,43.9012,411.5745,-24.9965,-1054.7254
43.2990,17.5667,92.4010,-19.8117,1351.7612
44.3299,35.2528,293.6058,-60.6042,1111.7013
45.3608,15.0182,550.5971,55.5940,120.3597
46.3918,24.4279,228.5503,-39.7807,1275.6376
47.4227,15.7363,-221.4409,28.3389,1439.1849
48.4536,14.2327,239.6459,10.3732,1097.3251
49.4845,38.0002,303.0343,-63.8470,1065.3115
50.5155,11.3836,573.7259,47.0391,136.0929
51.5464,18.0546,194.1112,-34.3069,1305.6568
52.5773,41.8524,449.1579,-21.4497,-1084.5159
53.6082,17.3434,117.8687,-20.2191,1297.7762
54.6392,33.7284,490.4547,-145.3930,442.0240
55.6701,40.8084,428.6223,-94.3767,917.9651
56.7010,-1.9006,598.8310,51.9612,424.5248
57.7320,17.3426,243.0913,-43.5858,1240.2231
58.7629,40.9418,348.5404,-38.9175,-886.1122
59.7938,19.7134,250.4796,-31.0362,1212.7957
60.8247,46.9048,657.8016,39.5874,-1328.1179
61.8557,27.2853,181.3212,-44.8216,1223.4704
62.8866,39.4273,320.5879,-56.3432,-764.3254
63.9175,16.3532,155.1783,-18.7710,1225.9371
64.9485,40.0853,447.9561,-110.4072,740.1040
65.9794,21.0114,608.0537,49.8476,24.3060
67.0103,12.7094,201.3355,-34.4653,1267.7685
68.0412,20.6998,446.8860,124.6200,-571.9745
69.0722,17.2720,196.8079,12.1173,953.1785
70.1031,26.9833,118.9320,-23.6548,1287.9782
71.1340,56.0363,216.0826,-54.7114,913.7157
72.1649,58.3727,239.3398,-57.9805,909.8896
73.1959,8.9650,58.9353,55.6242,1023.5313
74.2268,15.7223,37.1969,-16.2238,1415.9872
75.2577,23.3704,117.5048,-34.5523,1348.1103
76.2887,37.1442,473.1532,-118.4815,709.8845
77.3196,11.9813,629.5375,45.2116,139.5616
78.3505,19.8104,154.1120,-26.2196,1311.1337
79.3814,27.7562,686.4151,45.9457,-1312.7208
80.4124,17.4869,178.6461,-10.4388,1096.4989
81.4433,35.6457,250.8924,-53.8212,1032.2827
82.4742,5.5621,546.6233,47.9029,263.5778
83.5052,15.2544,197.3537,-31.7974,1290.6552
84.5361,25.2236,661.7293,53.4936,-1269.2333
85.5670,18.9861,79.0886,-17.8925,1350.4445
86.5979,18.2066,233.7599,-47.2896,1257.1465
87.6289,52.0581,444.5177,126.0304,-845.2999
88.6598,17.0775,194.1284,8.8684,1003.4099
89.6907,26.8644,159.7311,-32.7730,1288.4932
