t_s,theta1_deg,omega1_deg_s
5.0000,-76.0011,354.6497
6.0000,-75.7154,362.7529
7.0000,-73.7376,365.6420
8.0000,-76.2398,353.5585
9.0000,-77.3862,365.4268
10.0000,-75.7696,360.6652
11.0000,-78.6032,375.3176
12.0000,-77.3944,370.9843
13.0000,-78.7322,376.0932
14.0000,-75.7069,378.5211
15.0000,-76.8816,367.6001
16.0000,-74.5918,377.2089
17.0000,-76.4858,375.7823
18.0000,-76.4187,378.2786
19.0000,-77.6706,386.5045
20.0000,-78.2537,391.0514
21.0000,-77.0125,378.9829
22.0000,-79.4469,378.2154
23.0000,-78.3755,394.6528
24.0000,-76.5665,390.2914
25.0000,-78.5440,375.8003
26.0000,-75.9797,363.5174
27.0000,-77.4365,379.1723
28.0000,-78.5819,382.7067
29.0000,-79.2564,395.9436
30.0000,-79.2473,389.0598
31.0000,-80.5299,386.9078
32.0000,-83.2085,382.0552
33.0000,-84.6278,394.4033
34.0000,-81.3180,385.4167
35.0000,-83.1428,384.4395
36.0000,-77.7179,375.4534
