t_s,theta1_deg,omega1_deg_s
5.1362,-23.2896,561.1895
5.6458,10.3785,-987.4114
6.1342,-23.0757,546.4587
7.1351,-22.2701,540.0448
7.6485,9.6420,-1017.8570
8.1371,-22.4018,555.1517
9.1385,-22.4593,543.0328
10.1381,-22.3515,527.7794
11.1405,-22.4657,556.3157
12.1426,-20.3598,546.0334
13.1411,-21.7261,546.6419
14.1365,-22.7403,522.9351
15.1366,-22.1654,568.1600
15.6418,17.1466,-1011.4979
16.1327,-23.9316,529.0896
17.1354,-22.8447,533.3691
18.1379,-20.7393,557.0659
19.1435,-20.6074,547.0698
20.1386,-21.3188,575.7414
21.1410,-22.0822,521.7415
21.6440,6.4291,-1022.6527
22.1403,-22.4571,561.5540
23.1420,-20.7838,550.1309
24.1364,-21.8544,544.2351
25.1469,-20.3843,544.5395
26.1342,-22.9583,564.3175
27.1382,-22.2938,538.4189
28.1412,-20.7695,548.4302
29.1423,-20.5352,546.2346
30.1452,-19.7239,559.8782
31.1478,-19.4227,570.1164
32.1503,-21.3202,540.0658
32.6391,16.2058,-1018.1863
33.1507,-22.3770,540.4626
34.1468,-22.1291,544.9944
35.1506,-20.6592,558.0115
36.1412,-22.9532,524.3531
36.6446,5.6286,-1003.3437
