frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,658.679,484.939,657.473,637.934,-1.619,-0.451,0,0.18,1.15
1,0.01668,driven,658.679,484.939,657.473,637.934,-1.619,-0.451,0,0.06,0.26
2,0.03337,driven,658.679,484.939,657.473,637.934,-1.619,-0.451,0,-0.06,-0.48
3,0.05005,driven,658.679,484.939,657.473,637.934,-1.619,-0.451,0,-0.18,-1.08
4,0.06673,driven,658.679,484.939,657.437,637.934,-1.619,-0.465,0,-0.51,-1.94
5,0.08342,driven,658.633,484.938,657.205,637.931,-1.636,-0.534,0,-0.15,-2.34
6,0.1001,driven,658.633,484.938,657.205,637.931,-1.636,-0.534,0,-0.14,-0.50
7,0.11678,driven,658.679,484.939,657.205,637.932,-1.619,-0.552,0,0.47,1.41
8,0.13347,driven,658.633,484.938,657.315,637.932,-1.636,-0.493,0,0.56,1.35
9,0.15015,driven,658.728,484.940,657.423,637.935,-1.600,-0.489,0,0.96,0.67
10,0.16683,driven,658.728,484.940,657.423,637.935,-1.600,-0.489,0,0.55,0.10
11,0.18352,driven,658.775,484.942,657.472,637.936,-1.583,-0.488,0,-0.40,0.73
12,0.2002,driven,658.689,484.939,657.472,637.934,-1.615,-0.456,0,-0.86,0.79
13,0.21688,driven,658.689,484.939,657.472,637.934,-1.615,-0.456,0,-1.23,0.83
14,0.23357,driven,658.609,484.937,657.421,637.932,-1.644,-0.445,0,-0.88,1.18
15,0.25025,driven,658.581,484.936,657.458,637.932,-1.655,-0.421,0,-0.73,-0.45
16,0.26693,driven,658.565,484.936,657.458,637.932,-1.661,-0.415,0,-0.19,-0.70
17,0.28362,driven,658.565,484.936,657.238,637.930,-1.661,-0.497,0,0.15,0.19
18,0.3003,driven,658.565,484.936,657.456,637.932,-1.661,-0.415,0,0.33,0.31
19,0.31698,driven,658.606,484.937,657.456,637.933,-1.646,-0.431,0,0.57,-2.10
20,0.33367,driven,658.606,484.937,657.238,637.931,-1.646,-0.512,0,0.35,-4.43
21,0.35035,driven,658.640,484.938,657.031,637.929,-1.633,-0.602,0,-0.02,-3.25
22,0.36703,driven,658.606,484.937,657.031,637.929,-1.646,-0.590,0,-0.40,-1.50
23,0.38372,driven,658.599,484.937,656.907,637.927,-1.648,-0.634,0,-0.65,0.63
24,0.4004,driven,658.557,484.935,656.907,637.927,-1.664,-0.618,0,-0.43,1.58
25,0.41708,driven,658.557,484.935,657.085,637.928,-1.664,-0.551,0,-0.25,1.65
26,0.43377,driven,658.557,484.935,657.085,637.928,-1.664,-0.551,0,1.00,0.70
27,0.45045,driven,658.599,484.937,657.085,637.929,-1.648,-0.567,0,1.58,0.23
28,0.46713,driven,658.730,484.940,657.330,637.934,-1.599,-0.524,0,1.17,1.19
29,0.48382,driven,658.730,484.940,657.330,637.934,-1.599,-0.524,0,0.94,0.66
30,0.5005,driven,658.737,484.941,657.381,637.935,-1.597,-0.508,0,0.91,-0.48
31,0.51718,driven,658.849,484.944,657.422,637.937,-1.555,-0.534,0,0.80,-0.37
32,0.53387,driven,658.849,484.944,657.422,637.937,-1.555,-0.534,0,0.30,-0.74
33,0.55055,driven,658.805,484.942,657.381,637.936,-1.571,-0.533,0,-0.39,0.53
34,0.56723,driven,658.849,484.944,657.381,637.937,-1.555,-0.550,0,-0.36,-0.17
35,0.58392,driven,658.805,484.942,657.450,637.936,-1.571,-0.507,0,0.25,-0.40
36,0.6006,driven,658.805,484.942,657.283,637.935,-1.571,-0.570,0,0.56,-0.24
37,0.61728,driven,658.901,484.945,657.450,637.938,-1.535,-0.543,0,1.11,-0.21
38,0.63397,driven,658.901,484.945,657.457,637.938,-1.535,-0.541,0,0.96,-0.14
39,0.65065,driven,658.937,484.946,657.457,637.939,-1.522,-0.554,0,-0.38,-0.50
40,0.66733,driven,658.937,484.946,657.395,637.938,-1.522,-0.577,0,-1.17,0.66
41,0.68402,driven,658.809,484.943,657.395,637.936,-1.570,-0.530,0,-0.83,0.39
42,0.7007,driven,658.809,484.943,657.395,637.936,-1.570,-0.530,0,-0.01,-0.28
43,0.71738,driven,658.877,484.944,657.348,637.937,-1.544,-0.572,0,-0.04,-0.36
44,0.73407,driven,658.809,484.943,657.348,637.936,-1.570,-0.547,0,-1.02,0.85
45,0.75075,driven,658.735,484.941,657.348,637.934,-1.597,-0.519,0,-1.08,1.08
46,0.76743,driven,658.735,484.941,657.348,637.934,-1.597,-0.519,0,-0.16,0.57
47,0.78412,driven,658.735,484.941,657.348,637.934,-1.597,-0.519,0,0.16,-0.29
48,0.8008,driven,658.735,484.941,657.398,637.935,-1.597,-0.501,0,0.05,-0.28
49,0.81748,driven,658.742,484.941,657.296,637.934,-1.595,-0.541,0,0.05,-0.05
50,0.83417,driven,658.742,484.941,657.375,637.935,-1.595,-0.512,0,-0.10,0.78
51,0.85085,driven,658.742,484.941,657.398,637.935,-1.595,-0.503,0,0.79,0.04
52,0.86753,driven,658.742,484.941,657.434,637.935,-1.595,-0.490,0,-0.51,0.14
53,0.88422,driven,658.805,484.942,657.375,637.936,-1.571,-0.535,0,-2.32,2.10
54,0.9009,driven,658.531,484.935,657.375,637.930,-1.674,-0.433,0,-1.12,1.39
55,0.91758,driven,658.531,484.935,657.434,637.931,-1.674,-0.411,0,-0.19,0.77
56,0.93427,driven,658.725,484.940,657.434,637.935,-1.601,-0.483,0,0.25,-0.31
57,0.95095,driven,658.539,484.935,657.415,637.931,-1.671,-0.421,0,-0.66,0.75
58,0.96763,driven,658.539,484.935,657.415,637.931,-1.671,-0.421,0,1.56,-1.29
59,0.98432,driven,658.725,484.940,657.481,637.935,-1.601,-0.466,0,4.11,-4.17
60,1.001,driven,658.967,484.947,657.415,637.939,-1.510,-0.581,0,3.60,-3.66
61,1.01768,driven,658.967,484.947,657.415,637.939,-1.510,-0.581,0,1.21,-0.94
62,1.03437,driven,659.073,484.950,657.481,637.941,-1.471,-0.596,0,-0.62,1.12
63,1.05105,driven,658.967,484.947,657.481,637.940,-1.510,-0.557,0,-1.24,1.28
64,1.06773,driven,658.934,484.946,657.441,637.939,-1.523,-0.559,0,0.22,-0.43
65,1.08442,driven,658.934,484.946,657.467,637.939,-1.523,-0.550,0,0.97,-1.16
66,1.1011,driven,659.130,484.951,657.441,637.942,-1.450,-0.633,0,0.17,-1.82
67,1.11778,driven,658.934,484.946,657.348,637.938,-1.523,-0.594,0,-0.33,-2.26
68,1.13447,driven,658.985,484.947,657.162,637.936,-1.504,-0.683,0,-0.18,-2.03
69,1.15115,driven,659.037,484.949,657.162,637.937,-1.484,-0.702,0,1.00,-2.02
70,1.16783,driven,659.037,484.949,657.109,637.937,-1.484,-0.722,0,0.05,-0.40
71,1.18452,driven,659.023,484.948,657.109,637.936,-1.489,-0.717,0,-0.25,0.38
72,1.2012,driven,659.037,484.949,657.100,637.936,-1.484,-0.725,0,0.53,0.20
73,1.21788,driven,659.037,484.949,657.209,637.938,-1.484,-0.685,0,0.54,0.97
74,1.23457,driven,659.110,484.951,657.209,637.939,-1.457,-0.712,0,-0.43,2.28
75,1.25125,driven,659.023,484.948,657.354,637.939,-1.489,-0.625,0,-1.08,2.41
76,1.26793,driven,658.953,484.946,657.373,637.938,-1.516,-0.592,0,-1.35,2.12
77,1.28462,driven,658.949,484.946,657.373,637.938,-1.517,-0.590,0,-0.49,-0.05
78,1.3013,driven,658.904,484.945,657.354,637.937,-1.534,-0.580,0,-0.35,-0.21
79,1.31798,driven,658.904,484.945,657.314,637.937,-1.534,-0.596,0,-0.48,0.38
80,1.33467,driven,658.868,484.944,657.314,637.936,-1.547,-0.582,0,-1.00,0.05
81,1.35135,driven,658.833,484.943,657.309,637.936,-1.561,-0.571,0,-0.77,-1.41
82,1.36803,driven,658.750,484.941,657.114,637.932,-1.592,-0.612,0,-0.78,-0.17
83,1.38472,driven,658.801,484.942,657.114,637.933,-1.573,-0.632,0,-1.34,2.35
84,1.4014,driven,658.663,484.939,657.330,637.933,-1.624,-0.499,0,-1.69,4.51
85,1.41808,driven,658.588,484.936,657.330,637.931,-1.652,-0.471,0,-0.87,2.78
86,1.43477,driven,658.588,484.936,657.443,637.932,-1.652,-0.429,0,-0.18,0.57
87,1.45145,driven,658.648,484.938,657.443,637.933,-1.630,-0.451,0,0.09,0.79
88,1.46813,driven,658.532,484.935,657.443,637.931,-1.673,-0.408,0,0.46,0.46
89,1.48482,driven,658.648,484.938,657.550,637.934,-1.630,-0.411,0,0.03,0.63
90,1.5015,driven,658.648,484.938,657.550,637.934,-1.630,-0.411,0,-0.40,0.09
91,1.51818,driven,658.532,484.935,657.468,637.931,-1.673,-0.398,0,-1.35,0.52
92,1.53487,driven,658.524,484.935,657.468,637.931,-1.676,-0.395,0,-0.62,0.19
93,1.55155,driven,658.524,484.935,657.468,637.931,-1.676,-0.395,0,0.16,-0.80
94,1.56823,driven,658.524,484.935,657.410,637.930,-1.676,-0.417,0,0.78,-1.91
95,1.58492,driven,658.569,484.936,657.349,637.931,-1.660,-0.457,0,1.44,-2.21
96,1.6016,driven,658.671,484.939,657.349,637.933,-1.621,-0.495,0,1.39,-1.56
97,1.61828,driven,658.697,484.939,657.358,637.934,-1.612,-0.501,0,5.33,-8.59
98,1.63497,driven,658.697,484.939,657.358,637.934,-1.612,-0.501,0,0.57,3.01
