t_s,theta1_deg,omega1_deg_s
1.7093,30.6735,210.1863
2.8728,0.8878,127.0825
3.9867,6.5955,80.4580
5.0574,2.4873,94.0083
6.1353,4.0131,80.1413
7.2142,0.7229,58.0877
8.2817,4.1189,83.7334
9.3603,2.9524,50.0191
10.4317,4.3800,98.2293
11.5098,4.1068,93.8131
12.5834,4.5934,87.3253
13.6610,3.2412,63.6966
14.7307,3.6967,64.8116
15.8087,5.4596,94.0693
16.8850,5.2782,116.6842
17.9616,4.0211,55.6858
19.0317,4.7608,63.1512
20.1076,4.9731,109.2044
21.1853,4.1777,60.2482
22.2586,2.9260,49.4049
23.3325,4.3891,62.7154
24.4081,4.9165,84.0647
25.4933,6.1783,91.8612
26.5612,3.9533,123.9150
27.6406,3.4407,43.5273
28.7116,4.2863,44.1434
29.7904,4.5914,61.6120
30.8695,6.7575,191.6211
31.9463,10.2374,122.6328
33.0197,8.2630,155.9465
34.1031,11.1231,146.9952
35.1717,11.7234,112.9838
36.2464,4.0587,150.0160
37.3240,5.4899,128.2041
38.3967,4.5980,53.4121
39.4642,4.3681,78.9077
40.5431,3.1740,45.2005
41.6150,4.5357,68.3679
42.6912,5.0357,84.5627
43.7683,5.2827,99.1004
44.8423,3.9825,53.6832
45.9140,4.7028,101.2639
46.9941,4.5738,95.8034
48.0667,6.6390,132.8248
49.1480,5.1411,85.5938
50.2176,5.1939,99.0510
51.2951,6.1660,86.6025
52.3729,5.8287,58.6240
53.4500,2.0884,51.6016
54.5198,5.4097,49.2456
55.5967,5.6293,55.0806
56.6824,1.1228,75.0541
57.7478,4.4438,53.9929
58.8214,5.0714,51.1172
59.9041,2.0301,52.3925
60.9715,4.1246,52.2180
62.0542,1.2091,77.2780
