t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
37.0690,-39.1566,401.8605,52.1248,199.9225
37.9310,-23.7264,154.2084,-135.6591,-459.5074
38.7931,-30.4344,384.6061,125.7870,238.9328
39.6552,-36.4157,425.4451,109.0577,184.0889
40.5172,-27.2800,462.1165,78.8592,17.7714
41.3793,-38.1284,357.3133,66.9933,-212.7208
42.2414,-30.5906,523.1628,-34.7050,-801.0512
43.1034,-43.7290,443.1638,-20.7822,173.4834
43.9655,-39.3099,467.2809,1.0234,-18.2313
44.8276,-49.9514,252.3614,-66.3290,829.9076
45.6897,-37.3321,384.4701,-164.7673,660.9966
46.5517,-37.2727,133.9336,-65.1227,-379.0613
47.4138,-32.9877,341.9321,-92.5894,-366.9270
48.2759,-44.8867,458.0882,-17.3501,113.3583
49.1379,-33.0960,446.1145,78.4791,200.5461
50.0000,-29.9186,432.9695,111.7640,270.7440
50.8621,-45.7378,387.5491,-48.3053,415.8503
51.7241,-44.1306,455.0432,10.3807,25.3259
52.5862,-50.7118,416.2478,63.4070,-333.5505
53.4483,-37.8903,514.7904,-15.4066,-817.2337
54.3103,-54.2902,341.2474,-52.9589,486.9967
55.1724,-36.4839,437.8261,62.8775,150.3437
56.0345,-38.4940,517.6671,-28.3590,-793.2832
56.8966,-31.4900,476.9755,66.3986,104.9011
57.7586,-34.7880,518.7053,-40.8545,-766.5298
58.6207,-25.6309,445.2769,89.4292,159.4566
59.4828,-26.5546,449.5329,123.1656,298.8910
60.3448,-25.8097,453.1791,122.3622,243.0853
61.2069,-28.2705,471.5245,104.0401,198.9195
62.0690,-50.1698,337.2820,-67.9424,600.7607
62.9310,-46.5090,431.5951,-19.2019,113.5828
63.7931,-30.9760,467.9540,96.7213,272.7890
64.6552,-29.1275,203.9845,-133.8043,-41.4063
65.5172,-29.9054,464.5193,62.7716,45.7152
66.3793,-21.9012,273.4228,-102.7318,-457.8899
67.2414,-49.6497,292.1661,-63.5658,668.8392
68.1034,-51.0456,377.3270,-28.3723,278.5840
68.9655,-35.1245,435.6541,75.7751,225.6361
69.8276,-27.2510,450.9017,121.3344,304.6164
70.6897,-27.4771,449.6994,119.4473,224.5880
71.5517,-24.4555,449.1725,98.5116,82.8631
72.4138,-46.4499,342.4315,-59.2992,591.7702
73.2759,-43.1082,463.6919,-13.7081,58.2675
74.1379,-31.2175,462.5095,97.6560,277.2918
75.0000,-29.4192,221.3636,-127.5871,-9.3888
75.8621,-42.3289,472.2051,11.2500,55.9687
76.7241,-26.6888,389.2358,-93.1924,-628.6283
77.5862,-26.3858,461.0713,96.3968,174.2631
78.4483,-37.8863,511.6224,6.6882,-80.0041
79.3103,-40.8019,480.8403,-24.2100,74.7827
80.1724,-27.2969,451.7552,118.3975,427.3862
81.0345,-29.3143,461.7973,123.5812,341.3292
81.8966,-29.2296,461.7698,119.2101,278.8011
82.7586,-26.9080,453.6928,108.0694,190.6368
83.6207,-44.4777,424.4283,102.8048,-120.0876
84.4828,-33.8784,246.8136,-111.5193,-97.3654
85.3448,-52.4594,345.6092,-41.4294,365.2248
86.2069,-34.0536,439.5291,81.8465,228.0882
87.0690,-36.7493,483.6604,51.3829,13.5696
87.9310,-33.5448,187.4383,-155.1263,-435.8166
88.7931,-56.0544,237.6975,-164.7229,-422.7144
89.6552,-48.4028,209.9959,-160.4825,-481.4536
90.5172,-43.5669,205.6509,-161.5285,-446.4383
91.3793,-47.6124,192.9983,-162.9800,-449.3854
92.2414,-41.9946,187.3298,-144.6586,-394.1358
93.1034,-18.7116,291.7773,-120.5522,-494.3032
93.9655,-27.8340,247.8168,-144.0467,-524.4038
94.8276,-58.5112,229.6700,-166.4491,-446.6617
95.6897,-44.5066,169.0919,-161.9586,-473.5815
96.5517,-45.4048,206.8478,-163.2113,-447.4459
97.4138,-43.7228,214.6876,-163.9547,-412.0589
98.2759,-48.2804,197.1396,-168.4031,-459.2858
99.1379,-35.5414,258.1353,-150.1538,-444.7742
