t_s,theta1_deg,omega1_deg_s
5.5463,83.4890,60.7353
5.9051,-72.7186,-454.8114
6.2008,-23.1705,280.0778
9.3666,31.2570,-19.9964
9.7342,-37.4849,-668.9574
10.0912,29.9568,-110.8119
10.8423,-8.0918,475.2927
11.3082,-44.7429,-698.3341
11.6555,64.3870,27.1849
11.9505,-0.8810,-880.9370
12.3467,-29.2450,464.0999
12.9110,-76.7500,15.7135
13.4832,26.5166,-846.0703
14.0339,65.8720,-68.1373
14.4207,-87.3770,-87.2501
15.4650,15.2668,476.6000
15.8965,-32.1373,-804.5856
16.2053,-0.8968,61.0817
18.1614,-19.2212,-792.7617
18.9363,-53.6159,-589.3821
19.6072,33.2283,-801.4928
20.1647,62.7790,1.9265
20.4860,-46.2137,-682.2197
20.7875,-27.6765,326.4672
21.9836,-36.3491,-720.0005
22.7135,16.7337,-729.0830
23.2556,68.8530,21.6023
23.6956,-91.0973,162.8928
24.0762,104.9090,-14.4791
26.2827,35.0170,13.9900
26.6632,-42.5160,-669.7125
27.0095,30.7040,-86.5949
27.7587,-10.4502,453.5885
28.2444,-52.1490,-618.4321
29.3151,-2.9228,528.4203
29.7765,-44.1729,-672.0145
30.2957,86.1957,-425.8572
31.6884,49.0290,-59.0278
32.3371,-26.9196,363.3184
33.1783,16.5495,37.6155
33.9070,8.8631,554.8291
34.3809,-56.2979,-623.9258
34.6771,11.4662,24.5893
