t_s,theta1_deg,omega1_deg_s
5.3846,1.8455,601.0670
6.1538,-28.8313,0.3284
6.9231,-4.2083,403.9336
7.6923,1.2956,482.2417
8.4615,-49.5462,377.7597
9.2308,-22.6863,504.6704
10.0000,17.0988,462.0185
10.7692,-40.4090,450.4832
11.5385,15.5981,615.2481
12.3077,-42.3349,237.1907
13.0769,-9.5326,672.7286
13.8462,-15.8677,504.3142
14.6154,-0.6633,551.3354
15.3846,-27.6915,560.0293
16.1538,-4.5286,178.6752
16.9231,-29.4986,336.8146
17.6923,-37.3687,731.7421
18.4615,-18.9565,529.9586
19.2308,-20.3389,665.2997
20.0000,-16.0168,555.3223
20.7692,-32.9550,143.3607
21.5385,1.1563,470.3405
22.3077,-49.1896,602.8596
23.0769,-10.5422,519.0410
23.8462,-12.0885,769.0958
24.6154,-24.9251,317.5823
25.3846,-3.9340,455.7560
26.1538,-11.7460,466.2506
26.9231,18.2584,446.6196
27.6923,-37.8560,393.2138
28.4615,7.2315,595.7465
29.2308,-44.3966,453.0761
30.0000,11.2313,593.3819
30.7692,-24.7282,382.4542
31.5385,-12.3905,476.7337
32.3077,-35.0729,176.6034
33.0769,-16.1569,547.1768
33.8462,-23.0834,485.6818
34.6154,2.8001,343.3557
35.3846,-8.7084,385.7434
