n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.1282,-5.1109,-12.9226,14.8656,42.0561
1,5.9829,-12.9226,-31.9549,42.0561,-175.2903
2,6.8376,-31.9549,-21.6956,-175.2903,-120.0724
3,7.6923,-21.6956,5.6539,-120.0724,90.0703
4,8.5470,5.6539,1.5540,90.0703,108.5467
5,9.4017,1.5540,7.4851,108.5467,28.2621
6,10.2564,7.4851,-5.9219,28.2621,-153.4809
7,11.1111,-5.9219,-28.6182,-153.4809,-42.8583
8,11.9658,-28.6182,-11.9243,-42.8583,173.0407
9,12.8205,-11.9243,-11.4442,173.0407,-73.9624
10,13.6752,-11.4442,-16.6391,-73.9624,-17.2387
11,14.5299,-16.6391,-0.4739,-17.2387,29.8885
12,15.3846,-0.4739,-14.6255,29.8885,-169.0833
13,16.2393,-14.6255,-23.4254,-169.0833,-118.4438
14,17.0940,-23.4254,5.8211,-118.4438,100.8085
15,17.9487,5.8211,-0.6178,100.8085,103.8540
16,18.8034,-0.6178,4.9814,103.8540,39.2457
17,19.6581,4.9814,-6.8677,39.2457,-86.6398
18,20.5128,-6.8677,5.8519,-86.6398,79.0183
19,21.3675,5.8519,0.9555,79.0183,122.6990
20,22.2222,0.9555,2.2856,122.6990,104.0236
21,23.0769,2.2856,4.5318,104.0236,57.8773
22,23.9316,4.5318,-4.6650,57.8773,138.6595
23,24.7863,-4.6650,-11.5255,138.6595,-48.0476
24,25.6410,-11.5255,-17.4676,-48.0476,-14.5057
25,26.4957,-17.4676,-0.3195,-14.5057,54.5396
26,27.3504,-0.3195,-17.8916,54.5396,-2.2776
27,28.2051,-17.8916,-10.6852,-2.2776,-178.6416
28,29.0598,-10.6852,-25.4991,-178.6416,175.2380
29,29.9145,-25.4991,-19.5456,175.2380,-178.0447
30,30.7692,-19.5456,-32.5041,-178.0447,177.3073
31,31.6239,-32.5041,-32.9461,177.3073,-177.7096
32,32.4786,-32.9461,-32.4343,-177.7096,-162.7209
33,33.3333,-32.4343,-0.3608,-162.7209,-124.5711
34,34.1880,-0.3608,2.1776,-124.5711,-124.9962
35,35.0427,2.1776,-22.9288,-124.9962,73.3222
36,35.8974,-22.9288,-1.6870,73.3222,-163.4788
37,36.7521,-1.6870,-4.4388,-163.4788,-45.9399
38,37.6068,-4.4388,1.7835,-45.9399,-136.7717
39,38.4615,1.7835,-6.8983,-136.7717,43.7022
40,39.3162,-6.8983,-9.7090,43.7022,-152.4334
41,40.1709,-9.7090,-11.1911,-152.4334,163.0855
42,41.0256,-11.1911,3.3469,163.0855,78.2416
43,41.8803,3.3469,2.6654,78.2416,34.6572
44,42.7350,2.6654,-5.1060,34.6572,-147.7714
45,43.5897,-5.1060,-14.1252,-147.7714,61.2841
46,44.4444,-14.1252,2.5824,61.2841,111.8403
47,45.2991,2.5824,4.8789,111.8403,111.0259
48,46.1538,4.8789,6.0313,111.0259,46.4996
49,47.0085,6.0313,-16.4609,46.4996,22.0088
50,47.8632,-16.4609,-2.3992,22.0088,-140.1303
51,48.7179,-2.3992,-4.2752,-140.1303,-161.4769
52,49.5726,-4.2752,-24.2518,-161.4769,-157.7136
53,50.4274,-24.2518,-32.0636,-157.7136,-48.8092
54,51.2821,-32.0636,-13.6419,-48.8092,172.0711
55,52.1368,-13.6419,-14.6746,172.0711,-58.5616
56,52.9915,-14.6746,2.2763,-58.5616,73.2238
57,53.8462,2.2763,-4.9604,73.2238,130.3136
58,54.7009,-4.9604,-4.4583,130.3136,150.9420
59,55.5556,-4.4583,-21.1610,150.9420,169.8423
60,56.4103,-21.1610,-21.4226,169.8423,-21.6757
61,57.2650,-21.4226,-2.1296,-21.6757,-74.2174
62,58.1197,-2.1296,-31.9646,-74.2174,-24.4485
63,58.9744,-31.9646,-9.5176,-24.4485,-6.2238
64,59.8291,-9.5176,-24.1597,-6.2238,-17.4310
65,60.6838,-24.1597,-2.8741,-17.4310,100.8641
66,61.5385,-2.8741,-4.2609,100.8641,-178.3180
67,62.3932,-4.2609,-33.7623,-178.3180,169.9357
68,63.2479,-33.7623,-14.0221,169.9357,-124.7217
69,64.1026,-14.0221,4.0148,-124.7217,93.1223
70,64.9573,4.0148,5.4659,93.1223,135.6951
71,65.8120,5.4659,-4.7339,135.6951,134.9938
72,66.6667,-4.7339,-6.3613,134.9938,154.6142
73,67.5214,-6.3613,-32.2881,154.6142,170.0954
74,68.3761,-32.2881,-10.2790,170.0954,-147.9591
75,69.2308,-10.2790,-3.2951,-147.9591,-164.7250
76,70.0855,-3.2951,-36.4492,-164.7250,-121.3067
77,70.9402,-36.4492,-31.9085,-121.3067,-168.2090
78,71.7949,-31.9085,-9.6878,-168.2090,144.9034
79,72.6496,-9.6878,-16.1348,144.9034,23.9603
80,73.5043,-16.1348,-2.4379,23.9603,-143.4310
81,74.3590,-2.4379,-1.4985,-143.4310,-113.7277
82,75.2137,-1.4985,-19.3447,-113.7277,19.0058
83,76.0684,-19.3447,-11.2023,19.0058,172.2313
84,76.9231,-11.2023,-10.9302,172.2313,-115.3023
85,77.7778,-10.9302,-6.0835,-115.3023,28.3819
86,78.6325,-6.0835,-14.6693,28.3819,-11.6476
87,79.4872,-14.6693,-33.9432,-11.6476,173.7424
88,80.3419,-33.9432,-17.3327,173.7424,-171.8096
89,81.1966,-17.3327,-37.0118,-171.8096,175.4223
90,82.0513,-37.0118,-25.1829,175.4223,-39.9739
91,82.9060,-25.1829,-26.4989,-39.9739,42.7523
92,83.7607,-26.4989,-32.3060,42.7523,175.9240
93,84.6154,-32.3060,-29.9323,175.9240,177.8214
94,85.4701,-29.9323,-27.9458,177.8214,-67.9664
95,86.3248,-27.9458,-30.9698,-67.9664,178.4975
96,87.1795,-30.9698,-30.0066,178.4975,-178.4424
97,88.0342,-30.0066,-32.9022,-178.4424,-171.6390
98,88.8889,-32.9022,-14.6011,-171.6390,-112.2079
99,89.7436,-14.6011,-8.3412,-112.2079,-8.5869
100,90.5983,-8.3412,-9.9496,-8.5869,-16.6233
101,91.4530,-9.9496,0.4902,-16.6233,112.7166
102,92.3077,0.4902,2.7180,112.7166,-161.7325
103,93.1624,2.7180,1.1688,-161.7325,92.5709
104,94.0171,1.1688,-0.0910,92.5709,-163.3178
105,94.8718,-0.0910,1.2586,-163.3178,152.1266
106,95.7265,1.2586,-13.1428,152.1266,-169.6489
107,96.5812,-13.1428,-28.2011,-169.6489,-134.8754
108,97.4359,-28.2011,13.3635,-134.8754,159.0363
109,98.2906,13.3635,-27.6631,159.0363,-173.8265
110,99.1453,-27.6631,0.2005,-173.8265,146.5320
111,100.0000,0.2005,-7.2169,146.5320,-135.0287
112,100.8547,-7.2169,-5.0456,-135.0287,24.1089
