t_s,theta1_deg,omega1_deg_s
5.6889,36.3178,-593.1830
6.3614,55.3167,-220.9675
7.1665,55.9430,-311.6737
8.0195,39.9496,-556.0120
8.7045,55.4896,-246.4128
9.5028,56.7714,-292.8298
10.3457,44.1952,-507.1111
11.0571,57.0932,-296.4139
11.8539,55.9228,-354.6157
12.6402,56.7450,-375.9503
13.4657,48.5705,-485.3930
14.1941,54.9512,-366.0465
14.9896,51.4515,-406.6215
15.7471,58.6756,-319.8088
16.5309,59.9487,-343.4010
17.3561,53.8756,-457.6256
18.1695,43.7228,-560.0987
18.8679,54.8107,-325.6024
19.6445,59.9049,-224.8307
20.4993,49.8254,-515.3100
21.2404,55.2844,-410.9787
22.0282,51.9984,-426.5398
22.7866,57.1259,-361.3251
23.5743,61.0848,-378.7114
24.6544,-60.8278,-236.9547
25.3825,-39.2469,-487.9605
26.1459,-39.4118,-444.3675
26.9160,-24.1234,-547.0328
27.6608,-9.5408,-585.0351
28.3052,42.0794,-400.2725
29.0659,44.4488,-459.4235
29.8026,54.5992,-294.2289
30.5962,58.8577,-270.7475
31.4213,53.0547,-445.5172
32.2124,46.9125,-487.7864
32.9335,57.4355,-292.7654
33.7115,62.4942,-251.5583
34.5170,62.5381,-358.8603
37.0346,-9.0783,-617.7089
37.8805,-47.3551,-355.2730
38.6066,-21.3495,-549.0791
39.2922,31.2503,-517.3278
39.9604,46.3920,-320.1455
40.7596,60.6365,-296.6663
42.1732,46.4772,359.9441
42.8415,-24.3354,415.7792
43.9882,28.0736,-631.5263
44.6434,52.9122,-242.8651
45.4295,61.2982,-270.3514
46.2777,51.5772,-499.7097
47.0508,52.0175,-480.2918
47.8156,53.4348,-438.6434
48.5770,59.2818,-374.4553
49.4629,27.7317,-650.2294
50.1345,44.6879,-310.0780
50.9209,52.4796,-367.0946
51.7195,55.7892,-429.9804
52.5397,50.3982,-515.6897
53.2890,56.1345,-430.8338
54.1078,48.3155,-523.4798
54.8235,57.7765,-352.7835
55.6022,66.5072,-301.8950
57.0821,26.6910,-78.2228
57.5647,-52.5432,85.2567
57.8918,67.3180,60.0271
58.8633,17.7291,-511.0733
59.6772,-2.3115,-667.1539
60.5587,-46.6885,-369.9838
61.2899,-26.8437,-543.5689
62.0677,-19.9205,-584.7053
62.8331,-14.2631,-580.0744
63.5258,25.8816,-547.8955
64.1679,49.3535,-244.1686
65.2181,-33.6985,-528.9391
66.0004,-48.0345,-385.2222
66.7795,-37.8328,-472.6935
67.5604,-40.8457,-435.2078
68.3469,-40.3661,-458.8398
69.1317,-45.3977,-416.2512
69.9197,-47.4654,-406.1856
70.7026,-49.1588,-392.9392
71.4809,-48.4035,-396.7929
72.3043,-60.1016,-246.5154
72.9801,-6.9303,-649.2131
73.6158,49.1149,-385.9927
74.4525,24.0550,-624.1187
75.1313,50.9867,-300.3826
75.9450,53.3907,-429.0530
76.7295,58.9869,-427.2343
77.7805,-60.7446,-257.9863
78.5141,-40.8848,-498.1863
79.2822,-43.2703,-419.3022
80.0520,-30.1529,-533.2842
80.8376,-35.1099,-479.0722
81.6064,-30.8081,-512.5059
82.3712,-20.8302,-559.2004
83.0890,15.3789,-605.0925
83.7011,50.4118,-219.7074
84.6181,35.2102,-568.1767
85.2736,52.9498,-297.4988
86.0475,65.9063,-201.0672
86.9547,36.7045,-628.0387
87.6025,58.3195,-199.1778
88.5054,42.0616,-518.7469
89.2025,49.2258,-394.9198
89.9476,64.4262,-195.4645
90.7179,63.6460,-136.3004
91.6361,40.2240,-531.6460
92.3148,52.3572,-357.1951
93.0659,66.1318,-181.3233
93.8425,64.9490,-110.1750
94.6548,61.1683,-258.3335
95.5666,26.4567,-678.3877
96.2169,56.1283,-267.6896
97.0739,43.0701,-545.9312
97.7704,56.4741,-312.5711
98.5445,62.1099,-192.8550
99.3668,55.4507,-380.7961
100.1533,56.7337,-404.0218
100.9968,41.1682,-582.4183
101.6750,59.1418,-235.8285
102.4721,60.1588,-304.5782
103.3171,49.3557,-519.3199
104.0558,54.4933,-414.8900
104.8299,60.3588,-368.7534
105.7798,-2.9719,-684.7809
106.6644,-49.9658,-351.5610
107.3823,-23.5861,-571.3250
108.1310,-4.7349,-612.2681
108.7675,46.2505,-372.2853
109.5812,34.6680,-567.8081
110.2663,56.0403,-213.2842
111.0463,64.1803,-203.0636
111.8370,66.5883,-256.2066
112.9062,-50.2292,-426.0587
113.6196,-33.0326,-485.5242
114.1852,57.4972,-174.7272
115.6775,32.1160,-120.0118
116.2300,-34.0567,392.3242
116.3822,35.1826,425.4084
117.3883,44.9936,-542.6536
118.0895,57.3239,-324.2022
118.8580,63.3864,-250.6224
119.6648,62.6901,-349.6010
120.7752,-62.2330,-15.0794
121.2223,73.7283,-177.9389
