n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.4688,47.6076,42.1178,-109.1572,-75.5299
1,6.2500,42.1178,43.9432,-75.5299,-77.7495
2,7.0312,43.9432,47.7135,-77.7495,-106.5273
3,7.8125,47.7135,43.5703,-106.5273,-80.3345
4,8.5938,43.5703,44.7855,-80.3345,-77.2803
5,9.3750,44.7855,46.0946,-77.2803,-103.7612
6,10.1562,46.0946,46.1645,-103.7612,-82.7759
7,10.9375,46.1645,46.7053,-82.7759,-88.7165
8,11.7188,46.7053,48.5022,-88.7165,-92.3578
9,12.5000,48.5022,49.2291,-92.3578,-102.6088
10,13.2812,49.2291,45.3946,-102.6088,-89.2971
11,14.0625,45.3946,44.4973,-89.2971,-95.2194
12,14.8438,44.4973,48.6282,-95.2194,-85.7921
13,15.6250,48.6282,49.9487,-85.7921,-86.2111
14,16.4062,49.9487,52.1708,-86.2111,-96.9527
15,17.1875,52.1708,50.7996,-96.9527,-104.9993
16,17.9688,50.7996,44.8393,-104.9993,-84.9069
17,18.7500,44.8393,47.4268,-84.9069,-70.5375
18,19.5312,47.4268,53.6598,-70.5375,-98.4146
19,20.3125,53.6598,47.7302,-98.4146,-95.9260
20,21.0938,47.7302,46.3023,-95.9260,-97.5551
21,21.8750,46.3023,48.6348,-97.5551,-87.8853
22,22.6562,48.6348,53.0010,-87.8853,-88.1187
23,23.4375,53.0010,51.0272,-88.1187,-126.7066
24,24.2188,51.0272,55.2970,-126.7066,-16.2744
25,25.0000,55.2970,47.0454,-16.2744,-13.6442
26,25.7812,47.0454,47.2673,-13.6442,-36.3087
27,26.5625,47.2673,42.6976,-36.3087,-37.6077
28,27.3438,42.6976,38.8222,-37.6077,-56.2104
29,28.1250,38.8222,42.8394,-56.2104,-99.8696
30,28.9062,42.8394,43.8756,-99.8696,-82.3052
31,29.6875,43.8756,43.8877,-82.3052,-74.0944
32,30.4688,43.8877,47.9035,-74.0944,-99.8789
33,31.2500,47.9035,43.0218,-99.8789,-106.5937
34,32.0312,43.0218,44.8738,-106.5937,-85.1859
35,32.8125,44.8738,49.3172,-85.1859,-80.2218
36,33.5938,49.3172,51.8121,-80.2218,-91.7005
37,34.3750,51.8121,47.0346,-91.7005,-133.6847
38,35.1562,47.0346,33.5531,-133.6847,169.8580
39,35.9375,33.5531,23.5898,169.8580,-142.4833
40,36.7188,23.5898,43.0626,-142.4833,-14.9460
41,37.5000,43.0626,51.0416,-14.9460,-29.1222
42,38.2812,51.0416,42.3631,-29.1222,-51.5030
43,39.0625,42.3631,39.5865,-51.5030,-80.5881
44,39.8438,39.5865,47.2660,-80.5881,-71.3121
45,40.6250,47.2660,47.4122,-71.3121,-130.4411
46,41.4062,47.4122,51.3234,-130.4411,6.2522
