n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
47,42.1875,51.3234,38.6796,6.2522,31.1012
48,42.9688,38.6796,47.4604,31.1012,-105.6610
49,43.7500,47.4604,39.9419,-105.6610,-70.5293
50,44.5312,39.9419,50.4480,-70.5293,-78.4911
51,45.3125,50.4480,54.0526,-78.4911,-99.0695
52,46.0938,54.0526,51.0812,-99.0695,-100.8445
53,46.8750,51.0812,48.0267,-100.8445,-98.8634
54,47.6562,48.0267,50.4197,-98.8634,-92.4303
55,48.4375,50.4197,49.5810,-92.4303,-111.9774
56,49.2188,49.5810,31.2860,-111.9774,-75.2728
57,50.0000,31.2860,44.6438,-75.2728,-84.1937
58,50.7812,44.6438,50.4985,-84.1937,-96.1919
59,51.5625,50.4985,52.2927,-96.1919,-103.4683
60,52.3438,52.2927,48.5091,-103.4683,-99.5060
61,53.1250,48.5091,50.9751,-99.5060,-105.5654
62,53.9062,50.9751,45.7692,-105.5654,-93.8190
63,54.6875,45.7692,53.1736,-93.8190,-88.6875
64,55.4688,53.1736,43.4480,-88.6875,-151.8520
65,56.2500,43.4480,20.8921,-151.8520,-56.8908
66,57.0312,20.8921,46.8855,-56.8908,-10.3193
67,57.8125,46.8855,29.0761,-10.3193,139.3651
68,58.5938,29.0761,37.9199,139.3651,-130.8379
69,59.3750,37.9199,38.5689,-130.8379,-30.9523
70,60.1562,38.5689,52.3883,-30.9523,-24.9312
71,60.9375,52.3883,45.9188,-24.9312,-38.5362
72,61.7188,45.9188,42.3875,-38.5362,-40.7713
73,62.5000,42.3875,39.6008,-40.7713,-52.1551
74,63.2812,39.6008,38.1501,-52.1551,-77.1640
75,64.0625,38.1501,47.5934,-77.1640,-65.3364
76,64.8438,47.5934,49.4824,-65.3364,2.4406
77,65.6250,49.4824,50.3688,2.4406,-28.5226
78,66.4062,50.3688,49.0362,-28.5226,-21.8051
79,67.1875,49.0362,51.0176,-21.8051,-28.5350
80,67.9688,51.0176,49.8458,-28.5350,-20.0588
81,68.7500,49.8458,51.4094,-20.0588,-20.9836
82,69.5312,51.4094,52.3700,-20.9836,-13.8660
83,70.3125,52.3700,51.6983,-13.8660,-14.5052
84,71.0938,51.6983,53.1207,-14.5052,-20.7308
85,71.8750,53.1207,55.5486,-20.7308,-27.5633
86,72.6562,55.5486,40.8777,-27.5633,-56.9375
87,73.4375,40.8777,43.3691,-56.9375,-115.3814
88,74.2188,43.3691,39.0298,-115.3814,-67.8777
89,75.0000,39.0298,49.1210,-67.8777,-98.4269
90,75.7812,49.1210,53.1503,-98.4269,-98.1091
91,76.5625,53.1503,47.6255,-98.1091,-129.1642
92,77.3438,47.6255,56.5870,-129.1642,-16.6379
93,78.1250,56.5870,45.1621,-16.6379,-1.3935
94,78.9062,45.1621,49.2408,-1.3935,-31.3517
95,79.6875,49.2408,45.1491,-31.3517,-26.6094
96,80.4688,45.1491,47.1774,-26.6094,-27.0566
97,81.2500,47.1774,45.5163,-27.0566,-36.5866
98,82.0312,45.5163,41.6734,-36.5866,-46.0312
99,82.8125,41.6734,36.2659,-46.0312,-68.3880
100,83.5938,36.2659,45.8811,-68.3880,-71.4388
101,84.3750,45.8811,40.8802,-71.4388,-81.4928
102,85.1562,40.8802,50.7902,-81.4928,-71.4946
103,85.9375,50.7902,52.4751,-71.4946,-109.2713
104,86.7188,52.4751,44.1082,-109.2713,-72.2640
105,87.5000,44.1082,45.7116,-72.2640,-72.0109
106,88.2812,45.7116,41.6163,-72.0109,-92.1813
107,89.0625,41.6163,51.2027,-92.1813,-77.2472
108,89.8438,51.2027,49.6403,-77.2472,-71.6933
109,90.6250,49.6403,48.0129,-71.6933,-70.2632
110,91.4062,48.0129,43.2015,-70.2632,-88.0611
111,92.1875,43.2015,52.8080,-88.0611,-72.4595
112,92.9688,52.8080,50.0181,-72.4595,-69.3219
113,93.7500,50.0181,47.1975,-69.3219,-73.9511
114,94.5312,47.1975,55.5119,-73.9511,-107.9837
115,95.3125,55.5119,42.6830,-107.9837,-65.6419
116,96.0938,42.6830,50.5787,-65.6419,-103.2412
117,96.8750,50.5787,45.6570,-103.2412,-82.2456
118,97.6562,45.6570,47.0493,-82.2456,-71.0105
119,98.4375,47.0493,46.9008,-71.0105,-94.0075
120,99.2188,46.9008,50.0769,-94.0075,-95.2381
121,100.0000,50.0769,51.1977,-95.2381,-106.9387
122,100.7812,51.1977,45.4934,-106.9387,-80.7287
123,101.5625,45.4934,47.9281,-80.7287,-86.9807
124,102.3438,47.9281,51.7827,-86.9807,-101.4014
125,103.1250,51.7827,46.0949,-101.4014,-96.7200
126,103.9062,46.0949,50.1925,-96.7200,-91.4760
127,104.6875,50.1925,49.6981,-91.4760,-119.1126
128,105.4688,49.6981,39.8757,-119.1126,-26.3737
129,106.2500,39.8757,52.6441,-26.3737,-25.1545
130,107.0312,52.6441,41.7843,-25.1545,-39.3939
131,107.8125,41.7843,38.7710,-39.3939,-56.5195
132,108.5938,38.7710,41.8025,-56.5195,-112.1648
133,109.3750,41.8025,42.9465,-112.1648,-72.8068
134,110.1562,42.9465,49.7764,-72.8068,-74.5244
135,110.9375,49.7764,52.5609,-74.5244,-85.0882
136,111.7188,52.5609,50.3682,-85.0882,-125.5880
137,112.5000,50.3682,50.8441,-125.5880,52.0597
138,113.2812,50.8441,40.5575,52.0597,-49.9761
139,114.0625,40.5575,44.3115,-49.9761,-141.4534
140,114.8438,44.3115,29.0977,-141.4534,-59.8267
141,115.6250,29.0977,44.5437,-59.8267,3.3238
142,116.4062,44.5437,52.3843,3.3238,-101.0774
143,117.1875,52.3843,47.4623,-101.0774,-83.4884
144,117.9688,47.4623,51.1574,-83.4884,-77.1874
145,118.7500,51.1574,52.7687,-77.1874,-87.7962
146,119.5312,52.7687,52.2757,-87.7962,-126.2045
147,120.3125,52.2757,59.3210,-126.2045,-24.8158
148,121.0938,59.3210,30.8328,-24.8158,-173.4397
