t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.4688,47.6076,399.5694,-109.1572,432.0272
6.2500,42.1178,372.5442,-75.5299,485.2745
7.0312,43.9432,373.4434,-77.7495,359.7430
7.8125,47.7135,399.6165,-106.5273,441.7160
8.5938,43.5703,380.7509,-80.3345,478.6847
9.3750,44.7855,372.5086,-77.2803,366.7435
10.1562,46.0946,390.3858,-103.7612,452.2336
10.9375,46.1645,380.1186,-82.7759,527.8370
11.7188,46.7053,387.1114,-88.7165,528.6110
12.5000,48.5022,398.5693,-92.3578,566.8312
13.2812,49.2291,403.2991,-102.6088,493.3080
14.0625,45.3946,395.9047,-89.2971,568.4905
14.8438,44.4973,394.4624,-95.2194,506.6042
15.6250,48.6282,388.3871,-85.7921,579.8528
16.4062,49.9487,397.3862,-86.2111,576.6067
17.1875,52.1708,416.2464,-96.9527,521.9687
17.9688,50.7996,419.3023,-104.9993,502.0609
18.7500,44.8393,386.0664,-84.9069,557.8525
19.5312,47.4268,372.6400,-70.5375,388.2103
20.3125,53.6598,406.0814,-98.4146,504.3137
21.0938,47.7302,419.2377,-95.9260,550.7061
21.8750,46.3023,411.5428,-97.5551,556.5784
22.6562,48.6348,395.3893,-87.8853,561.4197
23.4375,53.0010,416.4579,-88.1187,617.2967
24.2188,51.0272,400.3318,-126.7066,289.7760
25.0000,55.2970,347.3064,-16.2744,-505.6664
25.7812,47.0454,331.5548,-13.6442,-671.0161
26.5625,47.2673,323.8400,-36.3087,-387.6337
27.3438,42.6976,279.6515,-37.6077,-392.4801
28.1250,38.8222,282.6582,-56.2104,-44.8990
28.9062,42.8394,373.9933,-99.8696,482.3336
29.6875,43.8756,373.7808,-82.3052,566.7734
30.4688,43.8877,391.8284,-74.0944,353.1397
31.2500,47.9035,420.8233,-99.8789,521.0948
32.0312,43.0218,423.2130,-106.5937,482.4538
32.8125,44.8738,398.1195,-85.1859,545.9903
33.5938,49.3172,407.8081,-80.2218,560.4056
34.3750,51.8121,424.9431,-91.7005,585.1546
35.1562,47.0346,407.1024,-133.6847,245.5685
35.9375,33.5531,319.2323,169.8580,-210.7284
36.7188,23.5898,488.8858,-142.4833,418.0901
37.5000,43.0626,327.0412,-14.9460,-807.4658
38.2812,51.0416,248.0352,-29.1222,-406.3119
39.0625,42.3631,336.7955,-51.5030,-127.6358
39.8438,39.5865,333.1722,-80.5881,466.0951
40.6250,47.2660,389.7022,-71.3121,315.4601
41.4062,47.4122,397.9306,-130.4411,276.2645
42.1875,51.3234,324.3243,6.2522,466.4286
42.9688,38.6796,453.9471,31.1012,112.6138
43.7500,47.4604,412.7340,-105.6610,347.9740
44.5312,39.9419,373.1696,-70.5293,330.6479
45.3125,50.4480,388.4338,-78.4911,543.2729
46.0938,54.0526,425.1358,-99.0695,532.8246
46.8750,51.0812,420.2921,-100.8445,533.0224
47.6562,48.0267,416.0169,-98.8634,527.0696
48.4375,50.4197,417.8281,-92.4303,585.6471
49.2188,49.5810,417.5535,-111.9774,419.6768
50.0000,31.2860,370.8919,-75.2728,213.8878
50.7812,44.6438,368.7412,-84.1937,393.7308
51.5625,50.4985,412.3458,-96.1919,545.6457
52.3438,52.2927,434.5024,-103.4683,507.3258
53.1250,48.5091,432.0455,-99.5060,548.3525
53.9062,50.9751,435.7349,-105.5654,477.5234
54.6875,45.7692,415.1048,-93.8190,541.1557
55.4688,53.1736,431.9260,-88.6875,610.0081
56.2500,43.4480,375.3396,-151.8520,62.0672
57.0312,20.8921,274.0256,-56.8908,911.1750
57.8125,46.8855,391.3580,-10.3193,-55.7504
58.5938,29.0761,333.9147,139.3651,-530.9118
59.3750,37.9199,457.4706,-130.8379,423.6203
60.1562,38.5689,345.8127,-30.9523,-640.8265
60.9375,52.3883,295.6546,-24.9312,-458.1349
61.7188,45.9188,366.0304,-38.5362,-399.9034
62.5000,42.3875,364.5005,-40.7713,-435.9145
63.2812,39.6008,323.5349,-52.1551,-252.5706
64.0625,38.1501,363.0841,-77.1640,489.1865
64.8438,47.5934,358.9258,-65.3364,-275.0470
65.6250,49.4824,394.8940,2.4406,-906.0409
66.4062,50.3688,300.2123,-28.5226,-481.2577
67.1875,49.0362,293.3643,-21.8051,-523.6854
67.9688,51.0176,296.5008,-28.5350,-481.6220
68.7500,49.8458,306.7147,-20.0588,-633.5389
69.5312,51.4094,311.2075,-20.9836,-541.9542
70.3125,52.3700,313.7973,-13.8660,-624.0691
71.0938,51.6983,328.0420,-14.5052,-673.8238
71.8750,53.1207,348.0991,-20.7308,-585.4026
72.6562,55.5486,344.4749,-27.5633,-357.4170
73.4375,40.8777,371.7429,-56.9375,-8.7347
74.2188,43.3691,402.5622,-115.3814,416.2843
75.0000,39.0298,363.2884,-67.8777,253.3033
75.7812,49.1210,412.6929,-98.4269,537.9553
76.5625,53.1503,435.9330,-98.1091,555.7643
77.3438,47.6255,420.7762,-129.1642,291.7431
78.1250,56.5870,346.3799,-16.6379,-498.7198
78.9062,45.1621,416.9430,-1.3935,-853.7446
79.6875,49.2408,318.5229,-31.3517,-431.1379
80.4688,45.1491,320.7501,-26.6094,-495.2037
81.2500,47.1774,287.6665,-27.0566,-475.5129
82.0312,45.5163,281.0976,-36.5866,-431.9842
82.8125,41.6734,332.4372,-46.0312,-296.0985
83.5938,36.2659,366.8634,-68.3880,394.9404
84.3750,45.8811,388.5964,-71.4388,4.6583
85.1562,40.8802,378.4985,-81.4928,438.0992
85.9375,50.7902,406.9775,-71.4946,478.0165
86.7188,52.4751,441.3977,-109.2713,457.8262
87.5000,44.1082,379.9635,-72.2640,513.1509
88.2812,45.7116,406.8300,-72.0109,27.0850
89.0625,41.6163,384.0464,-92.1813,491.3309
89.8438,51.2027,391.6843,-77.2472,578.5119
90.6250,49.6403,393.4008,-71.6933,589.3757
91.4062,48.0129,389.5599,-70.2632,60.5194
92.1875,43.2015,382.2995,-88.0611,506.4443
92.9688,52.8080,389.2558,-72.4595,577.1097
93.7500,50.0181,397.4407,-69.3219,551.5703
94.5312,47.1975,405.7288,-73.9511,389.4869
95.3125,55.5119,421.2868,-107.9837,416.0545
96.0938,42.6830,377.1163,-65.6419,282.0272
96.8750,50.5787,408.5483,-103.2412,480.1539
97.6562,45.6570,387.0291,-82.2456,578.9973
98.4375,47.0493,392.0130,-71.0105,433.3094
99.2188,46.9008,406.1142,-94.0075,524.0429
100.0000,50.0769,414.0207,-95.2381,534.5072
100.7812,51.1977,428.2428,-106.9387,483.2248
101.5625,45.4934,397.2581,-80.7287,555.8660
102.3438,47.9281,390.3414,-86.9807,515.1396
103.1250,51.7827,419.9323,-101.4014,472.0265
103.9062,46.0949,413.7178,-96.7200,524.0001
104.6875,50.1925,420.7159,-91.4760,561.2657
105.4688,49.6981,422.2847,-119.1126,361.3959
106.2500,39.8757,340.0318,-26.3737,-646.9067
107.0312,52.6441,301.3778,-25.1545,-430.2496
107.8125,41.7843,330.1052,-39.3939,-378.0750
108.5938,38.7710,355.9913,-56.5195,5.2790
109.3750,41.8025,393.9160,-112.1648,451.1130
110.1562,42.9465,367.9240,-72.8068,421.7800
110.9375,49.7764,394.3112,-74.5244,495.8794
111.7188,52.5609,420.1963,-85.0882,588.9804
112.5000,50.3682,413.9450,-125.5880,295.7086
113.2812,50.8441,525.9428,52.0597,-1086.4926
114.0625,40.5575,383.9204,-49.9761,114.5836
114.8438,44.3115,378.5226,-141.4534,163.7427
115.6250,29.0977,208.5747,-59.8267,971.9600
116.4062,44.5437,373.3266,3.3238,152.2192
117.1875,52.3843,410.4326,-101.0774,469.7906
117.9688,47.4623,401.4900,-83.4884,564.3872
118.7500,51.1574,396.7845,-77.1874,596.0858
119.5312,52.7687,419.6779,-87.7962,596.3236
120.3125,52.2757,403.0525,-126.2045,289.5950
121.0938,59.3210,350.4687,-24.8158,26.9047
121.8750,30.8328,353.2421,-173.4397,-16.7721
