n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
83,75.4237,62.4401,45.2686,-97.9421,67.4800
84,76.2712,45.2686,62.3404,67.4800,-33.7547
85,77.1186,62.3404,72.0789,-33.7547,-34.1137
86,77.9661,72.0789,51.0914,-34.1137,-47.6990
87,78.8136,51.0914,57.5321,-47.6990,-42.9588
88,79.6610,57.5321,70.9833,-42.9588,12.7567
89,80.5085,70.9833,69.1949,12.7567,-1.4375
90,81.3559,69.1949,68.3969,-1.4375,-32.1405
91,82.2034,68.3969,70.6165,-32.1405,-33.7487
92,83.0508,70.6165,49.4608,-33.7487,-44.3788
93,83.8983,49.4608,68.6196,-44.3788,-29.0603
94,84.7458,68.6196,58.8578,-29.0603,-22.4294
95,85.5932,58.8578,67.0403,-22.4294,2.9955
96,86.4407,67.0403,55.8264,2.9955,-69.3637
97,87.2881,55.8264,49.8369,-69.3637,-48.7803
98,88.1356,49.8369,26.2355,-48.7803,64.7509
99,88.9831,26.2355,35.3723,64.7509,37.4659
100,89.8305,35.3723,67.4015,37.4659,-33.7165
101,90.6780,67.4015,49.9674,-33.7165,38.2321
102,91.5254,49.9674,65.3112,38.2321,59.1789
103,92.3729,65.3112,52.2665,59.1789,-47.3890
104,93.2203,52.2665,45.1370,-47.3890,145.0321
105,94.0678,45.1370,37.3923,145.0321,139.8409
106,94.9153,37.3923,53.5163,139.8409,-134.0764
107,95.7627,53.5163,59.3985,-134.0764,-142.4232
108,96.6102,59.3985,29.0261,-142.4232,-5.4772
109,97.4576,29.0261,67.0755,-5.4772,-0.9416
110,98.3051,67.0755,69.1222,-0.9416,-0.5606
111,99.1525,69.1222,68.0125,-0.5606,-15.8253
112,100.0000,68.0125,43.1076,-15.8253,45.4263
113,100.8475,43.1076,34.9149,45.4263,37.2792
114,101.6949,34.9149,60.8548,37.2792,-84.2047
115,102.5424,60.8548,51.2205,-84.2047,117.8620
116,103.3898,51.2205,40.6700,117.8620,-17.8592
117,104.2373,40.6700,69.5752,-17.8592,-4.0831
118,105.0847,69.5752,66.0971,-4.0831,40.4868
119,105.9322,66.0971,64.5166,40.4868,47.6959
120,106.7797,64.5166,56.2324,47.6959,177.4890
121,107.6271,56.2324,41.1398,177.4890,-137.5644
122,108.4746,41.1398,67.0563,-137.5644,-136.7910
123,109.3220,67.0563,51.6748,-136.7910,69.1449
124,110.1695,51.6748,63.3490,69.1449,-29.6471
125,111.0169,63.3490,46.2922,-29.6471,46.4711
126,111.8644,46.2922,45.0606,46.4711,21.4013
127,112.7119,45.0606,68.0676,21.4013,-29.1626
128,113.5593,68.0676,56.1925,-29.1626,100.2447
129,114.4068,56.1925,50.5420,100.2447,-34.6687
130,115.2542,50.5420,72.7325,-34.6687,-20.0589
131,116.1017,72.7325,71.5278,-20.0589,-16.4860
132,116.9492,71.5278,28.4365,-16.4860,6.1637
133,117.7966,28.4365,68.0419,6.1637,-23.9368
134,118.6441,68.0419,48.4736,-23.9368,-156.7208
135,119.4915,48.4736,25.9784,-156.7208,-17.1252
136,120.3390,25.9784,66.7233,-17.1252,-25.3450
137,121.1864,66.7233,64.2592,-25.3450,14.0249
138,122.0339,64.2592,69.2194,14.0249,-6.1146
139,122.8814,69.2194,68.5346,-6.1146,-33.2066
140,123.7288,68.5346,70.7390,-33.2066,-26.7017
141,124.5763,70.7390,55.5983,-26.7017,-84.9799
142,125.4237,55.5983,70.2943,-84.9799,-65.6709
