n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.0847,33.7982,37.0873,163.6182,-160.6958
1,5.9322,37.0873,28.5307,-160.6958,-30.4400
2,6.7797,28.5307,66.4076,-30.4400,4.5844
3,7.6271,66.4076,57.1819,4.5844,-41.5421
4,8.4746,57.1819,64.4066,-41.5421,-16.6211
5,9.3220,64.4066,69.4650,-16.6211,-35.6826
6,10.1695,69.4650,57.0097,-35.6826,-21.8218
7,11.0169,57.0097,71.1568,-21.8218,-27.6858
8,11.8644,71.1568,44.9492,-27.6858,-160.1750
9,12.7119,44.9492,29.6446,-160.1750,-21.7453
10,13.5593,29.6446,66.4663,-21.7453,-5.7567
11,14.4068,66.4663,61.1338,-5.7567,-31.6548
12,15.2542,61.1338,68.9523,-31.6548,-33.8810
13,16.1017,68.9523,59.0617,-33.8810,29.6813
14,16.9492,59.0617,72.8061,29.6813,-32.2392
15,17.7966,72.8061,59.4005,-32.2392,87.3635
16,18.6441,59.4005,38.9430,87.3635,-7.4099
17,19.4915,38.9430,48.0370,-7.4099,24.5828
18,20.3390,48.0370,67.9030,24.5828,-17.2343
19,21.1864,67.9030,40.1249,-17.2343,170.8224
20,22.0339,40.1249,34.8706,170.8224,-173.8266
21,22.8814,34.8706,31.0110,-173.8266,-100.3761
22,23.7288,31.0110,55.3925,-100.3761,20.8079
23,24.5763,55.3925,67.2947,20.8079,4.7398
24,25.4237,67.2947,68.9237,4.7398,-87.3438
25,26.2712,68.9237,44.3262,-87.3438,90.6448
26,27.1186,44.3262,50.7256,90.6448,-49.4241
27,27.9661,50.7256,47.7928,-49.4241,-149.0172
28,28.8136,47.7928,23.4752,-149.0172,4.6090
29,29.6610,23.4752,54.8798,4.6090,1.9993
30,30.5085,54.8798,57.0509,1.9993,-52.0629
31,31.3559,57.0509,37.9744,-52.0629,34.8717
32,32.2034,37.9744,44.2417,34.8717,23.6091
33,33.0508,44.2417,52.8289,23.6091,23.9531
34,33.8983,52.8289,73.7078,23.9531,-31.7331
35,34.7458,73.7078,51.0619,-31.7331,-53.4672
36,35.5932,51.0619,45.6982,-53.4672,-54.2277
37,36.4407,45.6982,57.3829,-54.2277,177.9607
38,37.2881,57.3829,26.2952,177.9607,117.9999
39,38.1356,26.2952,44.1261,117.9999,-37.6617
40,38.9831,44.1261,48.0369,-37.6617,31.4608
41,39.8305,48.0369,68.2171,31.4608,-17.9307
42,40.6780,68.2171,37.3944,-17.9307,147.3921
43,41.5254,37.3944,33.7497,147.3921,128.4026
44,42.3729,33.7497,43.1598,128.4026,-29.4156
45,43.2203,43.1598,70.9167,-29.4156,-4.9663
46,44.0678,70.9167,69.4277,-4.9663,36.9086
47,44.9153,69.4277,57.7126,36.9086,98.8483
48,45.7627,57.7126,58.3978,98.8483,-148.3187
49,46.6102,58.3978,29.6660,-148.3187,-39.0648
50,47.4576,29.6660,69.8570,-39.0648,26.9597
51,48.3051,69.8570,61.3557,26.9597,17.9459
52,49.1525,61.3557,67.9431,17.9459,17.8696
53,50.0000,67.9431,70.4868,17.8696,30.8249
54,50.8475,70.4868,57.0238,30.8249,136.5477
55,51.6949,57.0238,33.4142,136.5477,145.3027
56,52.5424,33.4142,39.0423,145.3027,148.9490
57,53.3898,39.0423,35.0301,148.9490,156.1333
58,54.2373,35.0301,34.2035,156.1333,168.6807
59,55.0847,34.2035,30.9957,168.6807,171.6224
60,55.9322,30.9957,35.6276,171.6224,-167.1467
61,56.7797,35.6276,40.3406,-167.1467,-72.2693
62,57.6271,40.3406,69.0198,-72.2693,-25.8876
63,58.4746,69.0198,57.2026,-25.8876,-35.5377
64,59.3220,57.2026,69.2614,-35.5377,-35.3128
65,60.1695,69.2614,50.4128,-35.3128,-52.6152
66,61.0169,50.4128,48.5199,-52.6152,-50.3316
67,61.8644,48.5199,70.0974,-50.3316,-66.9489
68,62.7119,70.0974,53.8327,-66.9489,85.3661
69,63.5593,53.8327,54.2351,85.3661,-52.7164
70,64.4068,54.2351,53.0185,-52.7164,-42.1253
71,65.2542,53.0185,19.1052,-42.1253,61.8889
72,66.1017,19.1052,27.4613,61.8889,105.1830
73,66.9492,27.4613,41.0746,105.1830,-27.2080
74,67.7966,41.0746,69.9342,-27.2080,-24.4363
75,68.6441,69.9342,66.6042,-24.4363,61.0132
76,69.4915,66.6042,52.4439,61.0132,-50.7926
77,70.3390,52.4439,46.3879,-50.7926,169.5680
78,71.1864,46.3879,30.6337,169.5680,148.2394
79,72.0339,30.6337,39.4768,148.2394,136.5997
80,72.8814,39.4768,44.2927,136.5997,135.6106
81,73.7288,44.2927,40.9492,135.6106,128.7851
82,74.5763,40.9492,62.4401,128.7851,-97.9421
