t_s,theta1_deg,omega1_deg_s
6.8026,29.8260,9.3316
7.2284,-42.3346,-456.8484
7.9901,-47.6303,-387.5061
8.8702,-49.6621,-353.0806
9.7902,-72.5740,-111.1223
10.5341,-30.7552,-565.3260
11.5110,-73.8570,-5.8604
12.0336,76.0971,-308.0405
13.5754,30.3490,32.0436
14.0218,-50.7540,-359.1301
14.7834,-48.7049,-378.6077
15.6990,-67.5994,-199.8834
16.8908,40.1275,371.4842
17.4325,-71.1555,-158.6837
18.2050,-48.9996,-454.7732
18.9424,-10.9932,-603.1005
19.4974,38.9430,-29.4789
20.2777,23.5428,457.9097
20.8637,-68.9280,73.1617
21.2484,82.6124,92.4651
23.8292,43.4613,-318.3495
24.5112,30.5093,449.4215
25.1206,-67.4808,204.3983
25.4117,63.4929,325.7190
26.4212,74.2352,-363.3931
27.4749,-44.0857,-453.4784
28.1213,59.8626,-297.8628
29.6575,23.1368,92.7954
30.2651,-54.1409,321.7924
30.5024,52.8196,346.9922
31.4226,69.0670,-22.8540
32.0988,-16.3574,485.0932
32.9492,-4.6107,510.7593
33.8431,32.4522,424.9073
34.3907,-71.9260,-112.9034
35.0949,-13.9218,-691.6779
35.9143,-2.1511,-673.1656
36.5425,62.6768,-120.6811
38.4990,-34.0424,-489.5675
39.0376,55.5039,51.7439
39.7452,10.5806,482.7060
40.3561,-71.2430,74.6731
40.7396,84.7881,99.7095
42.6944,-10.0995,-573.8513
43.2469,43.8090,-31.7461
43.6778,-62.2153,-271.8759
44.4692,-61.6692,-325.2091
45.2974,-55.3111,-400.7155
46.0291,8.6996,-616.2481
47.4860,31.2610,-23.4569
47.8993,-40.8139,-518.5103
48.6661,-50.9613,-438.7207
49.5856,-67.8075,-262.9422
50.4170,-64.9927,-278.1696
51.2578,-61.4409,-326.9112
57.6912,48.4007,-181.2974
58.1053,-62.3479,-163.1092
58.8332,-32.8765,-534.1528
59.7955,-72.3780,-80.3902
60.5148,-17.0414,-662.8764
61.3243,1.7018,-651.8308
61.9461,60.7320,-88.0473
62.8006,78.6082,-147.9648
63.9128,-43.7595,-484.9041
64.6796,19.5265,-635.3376
65.3034,56.0020,-47.9398
66.0141,-15.3777,138.1185
67.2991,-32.5770,-467.4150
67.8290,47.4070,92.5003
68.2709,-63.1001,-216.7952
69.0563,-59.2660,-353.0915
69.8302,-36.4697,-523.5481
70.4784,63.2166,-261.0928
73.1214,34.4953,-515.3167
74.8653,5.0629,-595.8365
75.5933,64.8910,-446.5773
76.6520,-56.3962,-366.8080
77.5917,-73.3228,-99.6467
78.2856,-0.3748,-713.0297
78.8856,64.6530,-7.7036
79.7062,65.0680,33.2121
80.1235,-65.6525,-226.8035
80.9281,-64.3967,-298.7327
81.8115,-72.0312,-174.2140
82.6973,-74.1530,-31.5983
83.3492,17.0065,-720.9078
83.9438,54.9590,-2.9172
84.3883,-67.9490,-97.4137
85.1090,-32.4710,-554.6873
86.1373,-71.7781,247.8025
86.4334,64.6606,329.0023
87.5940,11.5244,-696.0672
88.2015,60.4910,-6.9423
88.8892,-16.4133,251.4711
90.2412,-65.4706,-263.5374
91.4513,20.2798,454.3069
92.0010,-63.1315,-355.0313
92.7170,-35.2214,-482.6219
93.3259,69.7770,-109.5251
95.2125,13.3133,-596.3886
97.4618,29.4853,63.3236
97.9182,-51.1640,-396.5666
98.7024,-56.7271,-346.2864
99.5921,-69.5449,-219.3974
100.7371,-10.3265,443.1467
101.5863,-20.2033,411.1639
102.6729,69.7442,-351.1757
103.7055,-14.4821,-591.8639
104.2515,40.6890,12.3624
104.7033,-61.5608,-263.8960
105.4878,-58.8141,-358.2472
106.3201,-55.7451,-405.8108
107.1653,-54.5684,-408.9376
108.8908,-48.4726,-461.3154
110.5395,-53.1363,-408.0876
111.7509,-9.2595,446.1720
112.6574,21.7733,462.7980
113.2132,-69.9840,-121.1917
113.9514,-41.6402,-529.8688
114.6974,-2.9874,-647.6263
115.2861,50.4850,-52.9635
115.7161,-66.1183,-208.5437
116.5516,-73.3792,-189.0865
117.7919,28.1384,60.4702
118.3100,-68.6970,-48.1543
118.8468,61.4725,-428.4368
120.3518,26.7850,58.7171
120.8229,-57.8508,-239.4675
121.5681,-43.2667,-470.6202
122.4458,-63.4739,-288.9116
123.3314,-71.6644,-171.9153
124.1833,-70.3111,-195.3393
125.5250,61.0581,-315.3809
126.3574,78.3921,-135.6750
