frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,586.183,491.969,580.816,652.879,1.133,-1.910,0,9.01,-9.14
1,0.01668,driven,586.551,491.961,580.816,652.859,1.264,-2.041,0,4.96,-4.94
2,0.03337,driven,586.641,491.959,580.816,652.853,1.296,-2.073,0,1.96,-1.84
3,0.05005,driven,586.715,491.957,580.827,652.849,1.322,-2.096,0,0.02,0.14
4,0.06673,driven,586.715,491.957,580.834,652.850,1.322,-2.093,0,-0.42,0.53
5,0.08342,driven,586.641,491.959,580.837,652.854,1.296,-2.066,0,-0.87,0.96
6,0.1001,driven,586.641,491.959,580.837,652.854,1.296,-2.066,0,-1.01,1.14
7,0.11678,driven,586.584,491.960,580.850,652.858,1.276,-2.041,0,-0.92,0.99
8,0.13347,driven,586.520,491.962,580.854,652.862,1.253,-2.017,0,-0.78,0.99
9,0.15015,driven,586.520,491.962,580.854,652.862,1.253,-2.017,0,0.26,0.04
10,0.16683,driven,586.522,491.961,580.893,652.863,1.253,-2.004,0,-1.11,1.49
11,0.18352,driven,586.522,491.961,580.894,652.863,1.253,-2.003,0,-0.66,0.85
12,0.2002,driven,586.304,491.966,580.900,652.875,1.176,-1.923,0,-0.82,0.80
13,0.21688,driven,586.522,491.961,580.894,652.863,1.253,-2.003,0,-0.82,0.91
14,0.23357,driven,586.304,491.966,580.900,652.875,1.176,-1.923,0,-0.61,0.53
15,0.25025,driven,586.304,491.966,580.900,652.875,1.176,-1.923,0,-1.32,1.08
16,0.26693,driven,586.304,491.966,580.869,652.874,1.176,-1.934,0,-0.24,-0.04
17,0.28362,driven,586.278,491.967,580.863,652.876,1.167,-1.927,0,0.63,-0.95
18,0.3003,driven,586.278,491.967,580.863,652.876,1.167,-1.927,0,1.90,-1.85
19,0.31698,driven,586.506,491.962,580.838,652.862,1.248,-2.018,0,1.96,-2.28
20,0.33367,driven,586.515,491.962,580.863,652.862,1.251,-2.012,0,1.42,-2.05
21,0.35035,driven,586.526,491.961,580.774,652.859,1.255,-2.047,0,0.59,-1.48
22,0.36703,driven,586.628,491.959,580.764,652.852,1.291,-2.087,0,0.40,-0.99
23,0.38372,driven,586.628,491.959,580.731,652.851,1.291,-2.099,0,1.77,-1.81
24,0.4004,driven,586.628,491.959,580.763,652.852,1.291,-2.088,0,1.66,-1.78
25,0.41708,driven,586.900,491.953,580.729,652.834,1.388,-2.197,0,-0.06,-0.15
26,0.43377,driven,586.700,491.957,580.729,652.847,1.317,-2.125,0,-1.31,1.34
27,0.45045,driven,586.577,491.960,580.730,652.854,1.273,-2.081,0,-1.27,2.02
28,0.46713,driven,586.700,491.957,580.796,652.849,1.317,-2.101,0,0.69,0.31
29,0.48382,driven,586.700,491.957,580.832,652.851,1.317,-2.088,0,1.30,-0.55
30,0.5005,driven,586.700,491.957,580.862,652.852,1.317,-2.078,0,1.85,-1.30
31,0.51718,driven,586.859,491.954,580.873,652.842,1.373,-2.131,0,-0.52,1.08
32,0.53387,driven,586.859,491.954,580.929,652.845,1.373,-2.111,0,-1.80,2.34
33,0.55055,driven,586.479,491.962,580.929,652.867,1.238,-1.976,0,-1.52,1.89
34,0.56723,driven,586.716,491.957,580.945,652.854,1.323,-2.054,0,0.49,-0.34
35,0.58392,driven,586.716,491.957,580.945,652.854,1.323,-2.054,0,1.92,-2.09
36,0.6006,driven,586.716,491.957,580.945,652.854,1.323,-2.054,0,0.24,-0.53
37,0.61728,driven,586.796,491.955,580.901,652.847,1.351,-2.098,0,0.97,-0.96
38,0.63397,driven,586.796,491.955,580.945,652.849,1.351,-2.083,0,-0.29,0.72
39,0.65065,driven,586.796,491.955,580.955,652.849,1.351,-2.079,0,-1.49,1.68
40,0.66733,driven,586.641,491.959,580.955,652.858,1.296,-2.024,0,-1.37,0.49
41,0.68402,driven,586.641,491.959,580.882,652.856,1.296,-2.050,0,-0.55,-0.80
42,0.7007,driven,586.641,491.959,580.815,652.853,1.296,-2.074,0,0.27,-1.34
43,0.71738,driven,586.652,491.959,580.789,652.852,1.300,-2.087,0,0.05,-0.41
44,0.73407,driven,586.652,491.959,580.789,652.852,1.300,-2.087,0,1.21,-1.23
