t_s,theta1_deg,omega1_deg_s
5.1429,40.0598,-459.1760
5.8881,43.8584,-427.7133
6.6450,41.5850,-476.1656
7.3779,43.6779,-428.7924
8.1288,35.4656,-469.0353
8.8942,34.5658,-482.2989
9.6040,42.8562,-406.2637
10.3625,44.5964,-450.3825
11.1046,44.2279,-440.6129
11.8502,46.1335,-432.7586
12.6043,45.6406,-445.5712
13.3303,46.1074,-413.7639
14.0959,44.8662,-453.8152
14.8295,46.3792,-433.9905
15.5885,42.9176,-461.0170
16.3137,49.0973,-395.6971
17.0863,42.5885,-477.0726
17.8094,49.0702,-399.0577
18.5753,42.7885,-469.5336
19.3056,48.5543,-415.9162
20.0681,41.5972,-474.3692
20.7948,47.8256,-414.5052
21.5627,44.1044,-471.6187
22.2892,45.9497,-421.9178
23.0520,45.0707,-471.5174
23.7906,42.7802,-453.4884
24.5359,45.2028,-423.7421
25.2802,43.2447,-435.6794
26.0272,45.1177,-432.0433
26.7758,43.7533,-447.9985
27.5167,48.8874,-407.5417
28.2805,43.8335,-486.1367
29.0067,50.0327,-402.5409
29.7632,47.5242,-436.0227
30.5184,43.7308,-478.3132
31.2486,43.8915,-429.9302
32.0007,47.2070,-428.8032
32.7527,44.4278,-464.0882
33.4869,48.1105,-419.0049
34.2424,47.8125,-440.5190
34.9923,39.1934,-463.2412
35.7310,46.2946,-409.6774
36.4862,42.5409,-473.4742
37.2133,47.3662,-411.2650
37.9720,48.6975,-406.2115
38.7259,43.7179,-468.9185
39.4529,47.1158,-406.4987
40.2073,46.8919,-430.1389
40.9500,46.3839,-438.5766
41.6950,50.6902,-421.0092
42.4553,43.0355,-490.3965
43.1786,49.2567,-389.6711
43.9403,48.0484,-455.3558
44.6866,46.2479,-451.5985
45.4223,47.8455,-413.6301
46.1739,49.2106,-432.3453
46.9306,46.4094,-457.3255
47.6718,45.1148,-446.8493
48.4155,45.0828,-442.0830
49.1574,48.9814,-418.1306
49.9145,42.8058,-473.3328
50.6602,42.3207,-409.0784
51.4309,37.0739,-488.7468
52.1412,40.2031,-416.8796
52.8963,45.7583,-415.8816
53.6495,43.8690,-472.9784
54.3835,46.3782,-419.7882
55.1401,45.0364,-456.9339
55.8800,46.0302,-428.1927
56.6276,47.8205,-435.1627
57.3843,45.0261,-473.4755
58.1200,45.5567,-446.0580
58.8695,44.7731,-443.4216
59.6115,46.4429,-423.8972
60.3620,45.0276,-452.0780
61.1035,44.6946,-430.5153
61.8533,45.0950,-436.5701
62.6024,46.3497,-434.4118
63.3407,46.6178,-433.2888
64.1003,45.7494,-459.0827
64.8469,44.0301,-469.9363
65.5799,46.3079,-428.4215
66.3355,43.1213,-460.6455
67.0702,45.9081,-427.6590
67.8180,44.1073,-436.9533
68.5576,45.5485,-414.8506
69.3093,45.3851,-433.6228
70.0583,44.5994,-446.7798
70.7958,45.3716,-415.3479
71.5443,47.7234,-413.9628
72.2945,48.2566,-424.8786
73.0458,46.3769,-453.5520
73.7869,48.9386,-428.1334
74.5423,47.3216,-464.6731
75.2804,45.5642,-442.8824
76.0299,39.8320,-445.9302
76.7926,42.4621,-462.4823
77.5164,44.2082,-428.2862
78.2621,51.1050,-393.8907
79.0331,43.5657,-474.2366
79.7636,45.3615,-436.0981
80.5200,43.6669,-455.3515
81.2522,48.7613,-441.9125
82.0162,44.0246,-489.6637
82.7429,48.0532,-415.6445
83.5018,43.7357,-467.1943
84.2361,46.7884,-427.3905
84.9911,44.8842,-456.5242
85.7276,45.4880,-432.9822
86.4743,46.0395,-440.2184
87.2226,46.0216,-439.2093
87.9672,45.7668,-441.2126
88.7098,47.6605,-433.6851
89.4576,47.3488,-417.7551
90.2100,46.8888,-437.7727
90.9573,47.2614,-444.3598
91.7021,47.8700,-444.3456
92.4512,46.8467,-455.0648
93.1885,45.9229,-419.9707
93.9334,46.8885,-420.7937
94.6807,47.5341,-431.5093
95.4253,49.5993,-419.2690
96.1822,45.2826,-456.6164
