n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
36,32.0896,5.4960,3.6814,73.7564,70.6707
37,32.8358,3.6814,4.5687,70.6707,79.2056
38,33.5821,4.5687,5.7346,79.2056,72.3440
39,34.3284,5.7346,0.8055,72.3440,70.3708
40,35.0746,0.8055,5.4348,70.3708,73.2124
41,35.8209,5.4348,2.4393,73.2124,67.8181
42,36.5672,2.4393,3.1788,67.8181,81.1132
43,37.3134,3.1788,8.3250,81.1132,75.1054
44,38.0597,8.3250,3.8384,75.1054,67.1646
45,38.8060,3.8384,2.8747,67.1646,81.5214
46,39.5522,2.8747,3.5754,81.5214,74.3481
47,40.2985,3.5754,2.9660,74.3481,78.5418
48,41.0448,2.9660,5.1829,78.5418,77.2539
49,41.7910,5.1829,2.2100,77.2539,69.6530
50,42.5373,2.2100,3.1033,69.6530,84.0030
51,43.2836,3.1033,4.7536,84.0030,73.7249
52,44.0299,4.7536,3.2092,73.7249,74.6177
53,44.7761,3.2092,2.3504,74.6177,80.8380
54,45.5224,2.3504,4.7784,80.8380,77.3806
55,46.2687,4.7784,5.0617,77.3806,70.4951
56,47.0149,5.0617,3.3295,70.4951,73.7942
57,47.7612,3.3295,2.3341,73.7942,76.2949
58,48.5075,2.3341,4.2757,76.2949,77.8259
59,49.2537,4.2757,2.5768,77.8259,72.7315
60,50.0000,2.5768,4.8473,72.7315,74.1534
61,50.7463,4.8473,5.0313,74.1534,52.5236
62,51.4925,5.0313,-0.1767,52.5236,78.6974
63,52.2388,-0.1767,4.1991,78.6974,71.3812
64,52.9851,4.1991,3.7913,71.3812,69.3751
65,53.7313,3.7913,3.7756,69.3751,78.4227
66,54.4776,3.7756,4.8312,78.4227,70.9887
67,55.2239,4.8312,4.2765,70.9887,75.4209
68,55.9701,4.2765,5.9885,75.4209,74.5405
69,56.7164,5.9885,5.6160,74.5405,67.2174
70,57.4627,5.6160,4.4876,67.2174,75.5174
71,58.2090,4.4876,4.0705,75.5174,71.4183
72,58.9552,4.0705,4.5449,71.4183,74.6244
73,59.7015,4.5449,4.2186,74.6244,71.2625
74,60.4478,4.2186,3.0727,71.2625,74.5698
75,61.1940,3.0727,4.2965,74.5698,72.3802
76,61.9403,4.2965,5.8564,72.3802,71.2274
77,62.6866,5.8564,4.1083,71.2274,74.8005
78,63.4328,4.1083,6.6426,74.8005,67.5008
79,64.1791,6.6426,4.7078,67.5008,66.1173
80,64.9254,4.7078,4.1819,66.1173,75.3832
81,65.6716,4.1819,2.8969,75.3832,69.0139
82,66.4179,2.8969,2.7880,69.0139,76.2075
83,67.1642,2.7880,2.1584,76.2075,74.9571
84,67.9104,2.1584,1.7072,74.9571,79.8458
85,68.6567,1.7072,2.5530,79.8458,76.1371
86,69.4030,2.5530,2.3006,76.1371,75.3254
87,70.1493,2.3006,1.2788,75.3254,79.3447
88,70.8955,1.2788,2.9197,79.3447,77.0507
89,71.6418,2.9197,4.2789,77.0507,76.0437
90,72.3881,4.2789,3.8179,76.0437,72.9834
91,73.1343,3.8179,4.9087,72.9834,76.6697
92,73.8806,4.9087,4.8755,76.6697,71.3301
93,74.6269,4.8755,1.8475,71.3301,76.7886
94,75.3731,1.8475,0.5910,76.7886,76.5660
95,76.1194,0.5910,5.9778,76.5660,59.5443
96,76.8657,5.9778,1.6748,59.5443,77.9833
97,77.6119,1.6748,6.3612,77.9833,76.1376
98,78.3582,6.3612,6.5715,76.1376,62.6968
99,79.1045,6.5715,5.3961,62.6968,74.3413
100,79.8507,5.3961,5.5013,74.3413,66.4448
101,80.5970,5.5013,6.1121,66.4448,76.4347
102,81.3433,6.1121,6.0616,76.4347,65.9456
103,82.0896,6.0616,5.6325,65.9456,75.9184
104,82.8358,5.6325,4.5470,75.9184,68.2646
105,83.5821,4.5470,4.6424,68.2646,76.1484
106,84.3284,4.6424,4.1365,76.1484,70.2234
107,85.0746,4.1365,2.5969,70.2234,76.9518
108,85.8209,2.5969,3.5452,76.9518,77.4148
109,86.5672,3.5452,3.4491,77.4148,75.3262
110,87.3134,3.4491,2.6648,75.3262,75.9339
111,88.0597,2.6648,3.0887,75.9339,78.4470
112,88.8060,3.0887,3.6124,78.4470,77.4425
113,89.5522,3.6124,4.8283,77.4425,72.4104
114,90.2985,4.8283,4.7854,72.4104,71.4962
115,91.0448,4.7854,4.4639,71.4962,74.2678
116,91.7910,4.4639,4.3365,74.2678,71.4381
117,92.5373,4.3365,2.6531,71.4381,77.6042
118,93.2836,2.6531,2.6763,77.6042,78.1621
119,94.0299,2.6763,2.6998,78.1621,78.1010
120,94.7761,2.6998,4.5530,78.1010,78.9779
121,95.5224,4.5530,3.1605,78.9779,71.0017
