n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.2239,2.2466,5.5770,66.7555,67.8178
1,5.9701,5.5770,5.9147,67.8178,61.1906
2,6.7164,5.9147,4.7221,61.1906,68.4721
3,7.4627,4.7221,0.0860,68.4721,68.2184
4,8.2090,0.0860,4.0414,68.2184,50.4505
5,8.9552,4.0414,1.4767,50.4505,76.6797
6,9.7015,1.4767,3.5511,76.6797,69.8880
7,10.4478,3.5511,2.9390,69.8880,74.0635
8,11.1940,2.9390,4.3476,74.0635,73.2306
9,11.9403,4.3476,5.8762,73.2306,69.1622
10,12.6866,5.8762,2.0729,69.1622,80.8419
11,13.4328,2.0729,4.8779,80.8419,70.7212
12,14.1791,4.8779,3.3845,70.7212,78.5474
13,14.9254,3.3845,2.9776,78.5474,69.6798
14,15.6716,2.9776,3.6692,69.6798,81.9925
15,16.4179,3.6692,3.5862,81.9925,67.2026
16,17.1642,3.5862,4.0995,67.2026,79.4410
17,17.9104,4.0995,3.2541,79.4410,67.5163
18,18.6567,3.2541,4.0652,67.5163,78.1200
19,19.4030,4.0652,1.9467,78.1200,67.7886
20,20.1493,1.9467,3.3719,67.7886,80.2329
21,20.8955,3.3719,4.7710,80.2329,66.8640
22,21.6418,4.7710,2.8609,66.8640,80.1017
23,22.3881,2.8609,4.2629,80.1017,69.6306
24,23.1343,4.2629,1.8892,69.6306,75.3629
25,23.8806,1.8892,3.3400,75.3629,74.1574
26,24.6269,3.3400,1.3921,74.1574,75.6498
27,25.3731,1.3921,3.3859,75.6498,75.1030
28,26.1194,3.3859,2.1682,75.1030,73.9984
29,26.8657,2.1682,5.2048,73.9984,77.6248
30,27.6119,5.2048,4.7943,77.6248,66.6670
31,28.3582,4.7943,6.2778,66.6670,80.0280
32,29.1045,6.2778,5.6488,80.0280,73.1061
33,29.8507,5.6488,4.8892,73.1061,68.0666
34,30.5970,4.8892,2.3962,68.0666,78.8094
35,31.3433,2.3962,5.4960,78.8094,73.7564
