t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.2239,2.2466,-327.7508,66.7555,507.2969
5.9701,5.5770,-340.3470,67.8178,511.8751
6.7164,5.9147,-376.4371,61.1906,569.3412
7.4627,4.7221,-337.5910,68.4721,490.8362
8.2090,0.0860,-290.9076,68.2184,517.2432
8.9552,4.0414,-401.3757,50.4505,600.0749
9.7015,1.4767,-304.6089,76.6797,438.1739
10.4478,3.5511,-351.6071,69.8880,504.8587
11.1940,2.9390,-325.0464,74.0635,458.9641
11.9403,4.3476,-337.2721,73.2306,459.3190
12.6866,5.8762,-356.3641,69.1622,512.8594
13.4328,2.0729,-302.5683,80.8419,383.8900
14.1791,4.8779,-346.7966,70.7212,490.8259
14.9254,3.3845,-324.4604,78.5474,417.9588
15.6716,2.9776,-350.9140,69.6798,497.9921
16.4179,3.6692,-318.9132,81.9925,388.3635
17.1642,3.5862,-366.1876,67.2026,543.0394
17.9104,4.0995,-323.0910,79.4410,412.6257
18.6567,3.2541,-355.9724,67.5163,503.4421
19.4030,4.0652,-322.6002,78.1200,421.0281
20.1493,1.9467,-345.4167,67.7886,501.5389
20.8955,3.3719,-321.5130,80.2329,392.4874
21.6418,4.7710,-368.9986,66.8640,520.1889
22.3881,2.8609,-311.5135,80.1017,402.8871
23.1343,4.2629,-376.3318,69.6306,496.1948
23.8806,1.8892,-325.3575,75.3629,477.6689
24.6269,3.3400,-339.3270,74.1574,456.6494
25.3731,1.3921,-317.6523,75.6498,447.6000
26.1194,3.3859,-328.8004,75.1030,445.2250
26.8657,2.1682,-333.9968,73.9984,485.0121
27.6119,5.2048,-331.4688,77.6248,432.6210
28.3582,4.7943,-367.0521,66.6670,555.2507
29.1045,6.2778,-331.4474,80.0280,428.1827
29.8507,5.6488,-349.3887,73.1061,488.7192
30.5970,4.8892,-355.6627,68.0666,540.4011
31.3433,2.3962,-309.9817,78.8094,456.3291
32.0896,5.4960,-349.3683,73.7564,475.2685
32.8358,3.6814,-357.2997,70.6707,520.4779
33.5821,4.5687,-331.7602,79.2056,433.8858
34.3284,5.7346,-373.9176,72.3440,491.0351
35.0746,0.8055,-329.0987,70.3708,518.0779
35.8209,5.4348,-337.2752,73.2124,465.3509
36.5672,2.4393,-362.5978,67.8181,544.5145
37.3134,3.1788,-328.1758,81.1132,427.2256
38.0597,8.3250,-346.7858,75.1054,509.1209
38.8060,3.8384,-375.7057,67.1646,542.5258
39.5522,2.8747,-321.2809,81.5214,422.4468
40.2985,3.5754,-348.3698,74.3481,468.4143
41.0448,2.9660,-331.0372,78.5418,442.8878
41.7910,5.1829,-355.8829,77.2539,436.7001
42.5373,2.2100,-361.3954,69.6530,498.4221
43.2836,3.1033,-318.8995,84.0030,399.8202
44.0299,4.7536,-358.4470,73.7249,461.0793
44.7761,3.2092,-350.7892,74.6177,466.2304
45.5224,2.3504,-331.3528,80.8380,420.0041
46.2687,4.7784,-353.1124,77.3806,433.6866
47.0149,5.0617,-369.3099,70.4951,535.2817
47.7612,3.3295,-343.8188,73.7942,460.5489
48.5075,2.3341,-331.0659,76.2949,450.0458
49.2537,4.2757,-331.1129,77.8259,415.7653
50.0000,2.5768,-329.3428,72.7315,493.9209
50.7463,4.8473,-310.0964,74.1534,523.0884
51.4925,5.0313,-416.8076,52.5236,590.0871
52.2388,-0.1767,-284.1136,78.6974,427.9467
