frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,omega_cap_suspect
0,0.0,free_swing,579,492,591,598,-27.699,6.459,0,8.13,-294.86,1,106.68,23.45,2500,0,0,0
1,0.01668,free_swing,579,492,583,587,-27.699,2.411,0,1.13,-97.88,1,95.08,31.77,2500,0,0,0
2,0.03337,free_swing,579,492,585,614,-27.699,2.816,0,-3.06,28.76,1,122.15,12.35,2500,0,0,0
3,0.05005,free_swing,579,492,588,605,-27.699,4.554,0,-4.46,85.06,1,113.36,18.66,2500,0,0,0
4,0.06673,free_swing,579,492,584,567,-27.699,3.814,0,-2.40,14.16,1,75.17,46.06,2500,0,0,0
5,0.08342,free_swing,578,492,587,576,-27.979,6.116,0,-4.46,54.79,1,84.48,39.38,2500,0,0,0
6,0.1001,free_swing,579,492,587,603,-27.699,4.122,0,0.00,16.42,1,111.29,20.14,2500,0,0,0
7,0.11678,free_swing,578,492,588,565,-27.979,7.800,0,4.46,-70.31,1,73.68,47.13,2500,0,0,0
8,0.13347,free_swing,579,492,584,586,-27.699,3.045,0,2.40,-17.24,1,94.13,32.45,2500,0,0,0
9,0.15015,free_swing,579,492,586,606,-27.699,3.514,0,4.46,15.04,1,114.21,18.04,2500,0,0,0
10,0.16683,free_swing,579,492,589,580,-27.699,6.483,0,-1.47,45.45,1,88.57,36.45,2500,0,0,0
11,0.18352,free_swing,579,492,588,589,-27.699,5.301,0,0.00,-71.24,1,97.42,30.10,2500,0,0,0
12,0.2002,free_swing,579,492,584,598,-27.699,2.701,0,0.00,-86.15,1,106.12,23.85,2500,0,0,0
13,0.21688,free_swing,579,492,584,595,-27.699,2.779,0,0.00,46.46,1,103.12,26.00,2500,0,0,0
14,0.23357,free_swing,579,492,586,582,-27.699,4.447,0,0.78,7.42,1,90.27,35.22,2500,0,0,0
15,0.25025,free_swing,579,492,586,548,-27.699,7.125,0,-1.60,481.79,1,56.44,59.50,2500,1,0,0
16,0.26693,free_swing,579,492,588,558,-27.699,7.765,0,-4.43,261.76,1,66.61,52.20,2500,1,0,0
17,0.28362,free_swing,579,491,604,533,-27.848,30.763,0,-2.06,27.36,1,48.88,64.93,2500,1,0,0
18,0.3003,free_swing,579,491,587,590,-27.848,4.620,0,2.06,-54.53,1,99.32,28.73,2500,0,0,0
19,0.31698,free_swing,579,492,598,560,-27.699,15.611,0,4.43,-226.90,1,70.60,49.34,2500,0,0,0
20,0.33367,free_swing,579,492,601,565,-27.699,16.771,0,1.60,-13.69,1,76.24,45.29,2500,1,0,0
21,0.35035,free_swing,579,492,587,583,-27.699,5.024,0,0.00,-337.02,1,91.35,34.45,2500,1,0,0
22,0.36703,free_swing,579,492,588,600,-27.699,4.764,0,-2.38,-159.68,1,108.37,22.23,2500,0,0,0
23,0.38372,free_swing,579,492,588,579,-27.699,5.906,0,-2.06,319.30,1,87.46,37.24,2500,1,0,0
24,0.4004,free_swing,579,491,589,564,-27.848,7.800,0,0.00,366.89,1,73.68,47.13,2500,0,0,0
25,0.41708,free_swing,579,492,596,536,-27.699,21.125,0,2.06,-294.75,1,47.17,66.15,2500,1,0,0
26,0.43377,free_swing,579,492,589,536,-27.699,12.804,0,2.38,448.75,1,45.12,67.62,2500,1,0,0
27,0.45045,free_swing,579,492,578,615,-27.699,-0.466,0,-1.54,375.91,1,123.00,11.74,2500,0,0,0
