t_s,theta1_deg,omega1_deg_s
5.2413,-72.6800,41.1050
5.7611,75.4331,-326.9447
6.6865,34.9838,-625.4411
7.3657,61.2070,-1.3801
7.8038,-67.0929,-173.0525
8.6312,-64.5478,-263.7080
9.9545,67.9211,59.8086
10.3426,-42.3035,-537.4373
10.7003,-16.4800,51.3425
12.5225,21.4978,96.9701
13.3055,-20.8757,337.9413
14.6178,-30.3067,-488.1756
15.1510,41.9146,116.6640
15.6937,-74.4100,59.0962
16.1058,84.2070,11.8538
17.7457,19.9259,122.4915
18.5146,-14.9459,455.9997
19.4847,34.7163,32.7884
19.9433,-46.5630,-485.9234
20.4804,79.1372,-309.0365
21.7158,-76.5076,-106.2923
22.4317,-7.0204,-682.0809
23.0765,70.5435,-107.3879
26.5489,62.1339,-223.6799
27.2134,-22.7995,351.7771
28.5098,-16.6761,-538.3230
29.0586,38.4580,-43.0360
29.8456,5.0321,482.1759
30.4506,-69.8130,-131.7779
31.1453,-8.4348,-702.4289
31.7996,73.2767,-183.7871
32.8413,-1.1267,-619.1961
33.4741,68.7049,-84.6125
34.0513,-63.3094,432.4333
34.2680,47.1661,352.0020
34.8266,-74.6662,150.5894
35.1722,79.5016,278.4223
37.3198,-57.2926,-364.7258
38.0718,-6.7203,-763.5091
39.3915,11.3369,456.8545
40.0199,-76.3220,-45.6574
40.7012,-4.9240,-707.9276
41.3187,68.5820,-24.5881
43.0558,60.7646,-242.4539
43.7343,-22.8160,308.7069
45.1341,-66.4240,-255.4298
46.3642,24.4449,428.7537
46.9224,-61.8990,-381.9086
49.3812,-3.2689,-587.7428
49.9724,55.1176,-70.3659
50.4283,-71.1087,-91.7950
51.1571,-30.0851,-570.0543
52.1782,-76.8050,-30.6445
52.8202,31.4431,-692.3968
53.4728,70.4910,-58.1562
54.2455,41.1075,402.1297
54.7279,-53.7344,-480.5057
55.0841,10.4620,13.6656
56.3471,-15.1743,-542.7684
56.8964,39.7350,-47.0633
57.4727,-74.1932,256.2922
57.7672,64.6773,337.8505
58.6680,65.9140,56.8028
59.0809,-58.0938,-393.1698
59.4730,38.9343,-192.0712
60.7915,-67.8211,-282.5783
61.7220,-79.0945,-85.1300
62.6120,-78.4546,-60.3585
63.3604,-33.3306,-602.6913
64.1890,-34.8781,-520.9036
64.7877,61.5720,6.3884
65.7180,79.3741,-325.6217
66.8046,-39.3472,-486.6257
67.3981,63.2950,2.1164
69.3680,9.5124,-610.5003
71.6338,14.6193,152.6829
73.0041,-77.0265,-114.1383
73.8856,-75.5503,-153.8358
75.1663,38.9900,-19.5042
75.5911,-53.7314,-415.9673
76.1273,79.7746,-268.2870
77.7383,22.3294,59.6818
78.7105,68.7780,-96.7839
79.7318,41.3558,-629.1886
80.4479,67.3813,-138.0153
81.2711,61.8920,0.3440
81.7345,-71.5760,-107.4727
82.4923,-38.7634,-516.1359
83.3899,-60.3855,-299.3297
84.2675,-63.5205,-268.0015
85.0700,-41.7343,-496.7178
85.9454,-29.1634,-522.5625
86.8309,-41.9577,-427.9471
87.7673,-69.3505,-203.6050
89.0818,66.1330,67.2134
89.4700,-42.3627,-550.4428
89.8267,-20.7794,95.0720
