t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
57.3913,-72.1366,-361.1482,-60.7700,1139.4560
58.2609,-85.7130,-105.9051,57.9893,-536.7388
59.1304,-65.7710,-8.9584,44.3641,742.4383
60.0000,-60.8692,215.2448,-25.8624,-1234.2256
60.8696,-76.5730,32.1140,45.6563,513.8266
61.7391,-79.5040,-7.2456,12.2306,679.0682
62.6087,-78.2318,-80.7270,-2.3297,725.9718
63.4783,-68.6586,-82.5847,62.0440,325.0562
64.3478,-81.9396,-86.8884,34.0188,-38.8377
65.2174,-71.7943,50.9346,11.1221,-900.0375
66.0870,-47.0441,160.2508,-65.5579,-1165.7607
66.9565,-81.3564,-78.3878,32.2448,12.9511
67.8261,-62.8875,164.1924,-8.5861,-1080.6754
68.6957,-65.8084,-264.1809,-70.4700,-510.7072
69.5652,-66.8450,-28.9087,-31.7433,-769.3694
70.4348,-38.3148,-93.5404,-95.8803,-1124.8885
71.3043,-33.6337,-307.3695,-94.0787,-162.8418
72.1739,-46.5788,235.6615,-23.4611,-1458.5102
73.0435,-77.9960,31.8167,27.6052,598.5144
73.9130,-77.0090,-16.7371,19.8278,653.9318
74.7826,-22.7415,-231.0241,-92.6715,-623.1401
75.6522,-62.7160,12.2363,50.0468,706.6267
76.5217,-54.4265,175.8667,-64.6816,-1197.8738
77.3913,-25.3306,-245.0948,-94.5395,-430.8701
78.2609,-69.7487,-110.1566,71.6164,-547.5521
79.1304,-67.6055,125.5877,3.9898,-924.9448
80.0000,-65.6780,-23.6648,17.4715,-645.4814
80.8696,-78.8850,-34.8658,40.0001,-637.2140
81.7391,-71.5760,-75.7862,3.7785,867.8274
82.6087,-65.8910,-39.0600,63.4150,353.9347
83.4783,-72.0780,-1.0325,49.8122,514.6542
84.3478,-74.1860,4.1856,48.7914,523.9430
85.2174,-84.2702,-78.0515,46.9885,161.1990
86.0870,-62.6820,-51.2487,63.0994,245.9539
86.9565,-63.3430,9.6730,64.1398,372.5681
87.8261,-72.9050,36.4069,38.2478,598.0312
88.6957,-83.7910,-10.7782,42.7726,-622.8834
89.5652,-61.6890,13.3583,81.8660,777.2533
90.4348,-33.7813,-146.7882,-81.2047,-863.7478
