t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.2174,-72.2723,-125.7489,-16.5118,887.6492
6.0870,-38.2650,10.0980,-46.2897,-944.2961
6.9565,-66.6790,-32.3505,28.2662,-634.9386
7.8261,-68.0890,-16.7850,21.2259,787.7820
8.6957,-71.3300,32.0294,43.0398,597.3670
9.5652,-81.9180,-8.4563,46.2036,-623.8036
10.4348,-60.6670,19.3124,79.2348,733.1915
11.3043,-33.2560,-178.7024,-79.3949,-811.7441
12.1739,-31.8596,-359.8829,-97.7071,-329.2497
13.0435,-59.5246,-110.9257,170.3685,217.9634
13.9130,-31.4457,146.6473,-42.3395,-1263.0486
14.7826,-77.3460,-75.7104,13.1184,-251.4469
15.6522,-71.2640,-275.6645,-32.2225,973.7163
16.5217,-34.9751,-87.7391,-70.2999,-845.4009
17.3913,-42.3620,-363.9519,-91.9082,-161.8419
18.2609,-55.6895,-168.7427,-163.1445,360.6770
19.1304,-68.3846,-152.8702,125.1919,-58.3527
20.0000,-59.0130,-28.1479,49.0273,718.4187
20.8696,-50.7696,168.1915,-67.6745,-1141.7875
21.7391,-77.2090,6.2038,15.4377,623.4708
22.6087,-68.4992,-128.4503,52.3361,-94.8449
23.4783,-43.6813,229.1941,-44.6758,-1174.9802
24.3478,-62.0827,-100.8488,-76.3075,-732.1263
25.2174,-61.0431,-210.6747,-65.1262,-577.6860
26.0870,-57.6171,-263.6084,-61.0658,-368.5327
26.9565,-65.2651,-79.5166,169.9011,303.2632
27.8261,-29.1655,171.5007,-36.3241,-1343.7631
28.6957,-73.8610,-35.9105,-14.7532,-438.0492
29.5652,-65.8383,-218.0012,-138.8889,610.7195
30.4348,-66.0582,-324.9694,-15.2675,1035.8414
31.3043,-67.3758,-186.6918,53.6737,-46.1429
32.1739,-42.6945,136.1287,-48.0592,-1154.9744
33.0435,-72.4430,-30.6305,-31.2506,-598.6722
33.9130,-76.1835,-333.7104,-85.2110,1059.7033
34.7826,-75.7384,-160.7828,-30.3369,817.4292
35.6522,-33.9611,-71.0331,-82.7788,-918.6233
36.5217,-56.1360,-54.1897,-56.8859,-747.4591
37.3913,-68.8030,2.6192,50.0589,592.7069
38.2609,-72.8881,-130.8828,75.7501,55.3761
39.1304,-70.4949,-171.0232,-106.1357,764.6799
40.0000,-74.2674,-259.6673,-17.8837,1009.4787
40.8696,-68.5686,-175.0465,48.5052,-152.1611
41.7391,-71.1030,92.9055,12.6128,-1018.5077
42.6087,-22.0558,-200.9082,-86.8265,-783.1089
43.4783,-67.6190,-63.4437,168.7521,284.5536
44.3478,-32.5775,141.8618,-47.6641,-1283.2684
45.2174,-74.1154,57.8068,47.6395,509.3105
46.0870,-78.4650,-116.5300,-77.4696,709.2290
46.9565,-68.6370,-57.6365,29.8246,773.6919
47.8261,-69.1041,-240.0492,-81.3888,-467.9040
48.6957,-58.8743,-156.7172,-72.3942,-743.5825
49.5652,-70.0470,-33.0014,-20.8794,-591.2800
50.4348,-71.3990,-45.7663,5.3339,756.7346
51.3043,-68.5420,-54.9080,65.1558,204.1930
52.1739,-76.8050,-51.6808,-3.8087,688.1034
53.0435,-62.0970,-64.8500,11.9193,-706.1356
53.9130,-77.4598,-319.3066,-87.2072,1133.0862
54.7826,-66.0320,-36.4757,49.9518,767.7359
55.6522,-20.7668,-157.1039,-69.3754,-1112.1427
56.5217,-76.3846,-87.2194,-11.2236,-460.0148
