n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.2174,-72.2723,-38.2650,-16.5118,-46.2897
1,6.0870,-38.2650,-66.6790,-46.2897,28.2662
2,6.9565,-66.6790,-68.0890,28.2662,21.2259
3,7.8261,-68.0890,-71.3300,21.2259,43.0398
4,8.6957,-71.3300,-81.9180,43.0398,46.2036
5,9.5652,-81.9180,-60.6670,46.2036,79.2348
6,10.4348,-60.6670,-33.2560,79.2348,-79.3949
7,11.3043,-33.2560,-31.8596,-79.3949,-97.7071
8,12.1739,-31.8596,-59.5246,-97.7071,170.3685
9,13.0435,-59.5246,-31.4457,170.3685,-42.3395
10,13.9130,-31.4457,-77.3460,-42.3395,13.1184
11,14.7826,-77.3460,-71.2640,13.1184,-32.2225
12,15.6522,-71.2640,-34.9751,-32.2225,-70.2999
13,16.5217,-34.9751,-42.3620,-70.2999,-91.9082
14,17.3913,-42.3620,-55.6895,-91.9082,-163.1445
15,18.2609,-55.6895,-68.3846,-163.1445,125.1919
16,19.1304,-68.3846,-59.0130,125.1919,49.0273
17,20.0000,-59.0130,-50.7696,49.0273,-67.6745
18,20.8696,-50.7696,-77.2090,-67.6745,15.4377
19,21.7391,-77.2090,-68.4992,15.4377,52.3361
20,22.6087,-68.4992,-43.6813,52.3361,-44.6758
21,23.4783,-43.6813,-62.0827,-44.6758,-76.3075
22,24.3478,-62.0827,-61.0431,-76.3075,-65.1262
23,25.2174,-61.0431,-57.6171,-65.1262,-61.0658
24,26.0870,-57.6171,-65.2651,-61.0658,169.9011
25,26.9565,-65.2651,-29.1655,169.9011,-36.3241
26,27.8261,-29.1655,-73.8610,-36.3241,-14.7532
27,28.6957,-73.8610,-65.8383,-14.7532,-138.8889
28,29.5652,-65.8383,-66.0582,-138.8889,-15.2675
29,30.4348,-66.0582,-67.3758,-15.2675,53.6737
30,31.3043,-67.3758,-42.6945,53.6737,-48.0592
31,32.1739,-42.6945,-72.4430,-48.0592,-31.2506
32,33.0435,-72.4430,-76.1835,-31.2506,-85.2110
33,33.9130,-76.1835,-75.7384,-85.2110,-30.3369
34,34.7826,-75.7384,-33.9611,-30.3369,-82.7788
35,35.6522,-33.9611,-56.1360,-82.7788,-56.8859
36,36.5217,-56.1360,-68.8030,-56.8859,50.0589
37,37.3913,-68.8030,-72.8881,50.0589,75.7501
38,38.2609,-72.8881,-70.4949,75.7501,-106.1357
39,39.1304,-70.4949,-74.2674,-106.1357,-17.8837
40,40.0000,-74.2674,-68.5686,-17.8837,48.5052
41,40.8696,-68.5686,-71.1030,48.5052,12.6128
42,41.7391,-71.1030,-22.0558,12.6128,-86.8265
43,42.6087,-22.0558,-67.6190,-86.8265,168.7521
44,43.4783,-67.6190,-32.5775,168.7521,-47.6641
45,44.3478,-32.5775,-74.1154,-47.6641,47.6395
46,45.2174,-74.1154,-78.4650,47.6395,-77.4696
