n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
47,46.0870,-78.4650,-68.6370,-77.4696,29.8246
48,46.9565,-68.6370,-69.1041,29.8246,-81.3888
49,47.8261,-69.1041,-58.8743,-81.3888,-72.3942
50,48.6957,-58.8743,-70.0470,-72.3942,-20.8794
51,49.5652,-70.0470,-71.3990,-20.8794,5.3339
52,50.4348,-71.3990,-68.5420,5.3339,65.1558
53,51.3043,-68.5420,-76.8050,65.1558,-3.8087
54,52.1739,-76.8050,-62.0970,-3.8087,11.9193
55,53.0435,-62.0970,-77.4598,11.9193,-87.2072
56,53.9130,-77.4598,-66.0320,-87.2072,49.9518
57,54.7826,-66.0320,-20.7668,49.9518,-69.3754
58,55.6522,-20.7668,-76.3846,-69.3754,-11.2236
59,56.5217,-76.3846,-72.1366,-11.2236,-60.7700
60,57.3913,-72.1366,-85.7130,-60.7700,57.9893
61,58.2609,-85.7130,-65.7710,57.9893,44.3641
62,59.1304,-65.7710,-60.8692,44.3641,-25.8624
63,60.0000,-60.8692,-76.5730,-25.8624,45.6563
64,60.8696,-76.5730,-79.5040,45.6563,12.2306
65,61.7391,-79.5040,-78.2318,12.2306,-2.3297
66,62.6087,-78.2318,-68.6586,-2.3297,62.0440
67,63.4783,-68.6586,-81.9396,62.0440,34.0188
68,64.3478,-81.9396,-71.7943,34.0188,11.1221
69,65.2174,-71.7943,-47.0441,11.1221,-65.5579
70,66.0870,-47.0441,-81.3564,-65.5579,32.2448
71,66.9565,-81.3564,-62.8875,32.2448,-8.5861
72,67.8261,-62.8875,-65.8084,-8.5861,-70.4700
73,68.6957,-65.8084,-66.8450,-70.4700,-31.7433
74,69.5652,-66.8450,-38.3148,-31.7433,-95.8803
75,70.4348,-38.3148,-33.6337,-95.8803,-94.0787
76,71.3043,-33.6337,-46.5788,-94.0787,-23.4611
77,72.1739,-46.5788,-77.9960,-23.4611,27.6052
78,73.0435,-77.9960,-77.0090,27.6052,19.8278
79,73.9130,-77.0090,-22.7415,19.8278,-92.6715
80,74.7826,-22.7415,-62.7160,-92.6715,50.0468
81,75.6522,-62.7160,-54.4265,50.0468,-64.6816
82,76.5217,-54.4265,-25.3306,-64.6816,-94.5395
83,77.3913,-25.3306,-69.7487,-94.5395,71.6164
84,78.2609,-69.7487,-67.6055,71.6164,3.9898
85,79.1304,-67.6055,-65.6780,3.9898,17.4715
86,80.0000,-65.6780,-78.8850,17.4715,40.0001
87,80.8696,-78.8850,-71.5760,40.0001,3.7785
88,81.7391,-71.5760,-65.8910,3.7785,63.4150
89,82.6087,-65.8910,-72.0780,63.4150,49.8122
90,83.4783,-72.0780,-74.1860,49.8122,48.7914
91,84.3478,-74.1860,-84.2702,48.7914,46.9885
92,85.2174,-84.2702,-62.6820,46.9885,63.0994
93,86.0870,-62.6820,-63.3430,63.0994,64.1398
94,86.9565,-63.3430,-72.9050,64.1398,38.2478
95,87.8261,-72.9050,-83.7910,38.2478,42.7726
96,88.6957,-83.7910,-61.6890,42.7726,81.8660
97,89.5652,-61.6890,-33.7813,81.8660,-81.2047
