t_s,theta1_deg,omega1_deg_s
5.1165,75.3801,-517.8368
6.0405,-126.6440,14.6906
6.7215,18.5137,-875.9742
7.3752,21.3883,23.8630
8.3461,130.2990,-8.8737
9.8267,-144.3883,-162.3629
11.0433,-159.5250,302.7978
11.4313,-25.7666,731.3339
12.4585,78.7616,85.6109
13.2387,4.3495,-693.4863
13.8698,-109.9220,1.9827
14.6839,-154.8038,-69.4719
15.6621,69.0758,1.5262
16.5116,69.0933,2.4749
17.1972,-19.4913,-474.0503
17.8631,-89.7176,0.1328
18.6613,-89.6989,-1.0497
19.3518,50.6018,110.1099
20.3023,113.8315,-18.1947
21.5794,-105.8191,71.7428
22.4301,-130.9132,-2.4088
23.4271,117.4930,6.2120
24.5150,169.1151,302.0958
24.9906,-32.3975,675.9548
25.6788,-96.9471,-91.6986
28.5313,-10.3618,112.6867
30.2250,84.8737,-705.4797
31.3252,21.0155,399.2034
32.3522,-6.0808,324.3076
33.2762,-61.3303,-17.3431
34.1098,-92.0020,-12.4023
34.9354,-97.3960,-4.3339
35.5924,106.5438,98.4319
36.4131,118.1460,0.1494
37.3152,-32.2656,-516.0395
38.1395,-141.1493,-26.2873
38.7078,23.8722,-876.0911
39.3741,31.4792,-58.8938
40.3892,130.0879,-15.7139
41.9782,-175.4418,-200.3048
42.9306,-177.6378,-208.7600
43.7449,-142.2161,492.2070
44.1250,81.2270,207.7982
45.2867,-149.7440,-6.8320
46.5500,73.1239,-780.7965
47.4425,75.5860,-43.7222
