t_s,theta1_deg,omega1_deg_s
5.5152,-141.8322,-187.1251
5.9576,-30.2074,672.2979
6.4737,-157.7054,363.0644
7.3150,11.3444,601.7128
7.9657,-143.2621,128.8686
8.5647,-46.7110,30.8683
8.8613,88.3624,441.2305
9.4544,126.7093,-466.1547
11.3686,-169.2341,156.2987
11.6980,-38.7582,629.5704
12.2121,153.2619,-172.1169
13.6298,-61.5935,-71.6936
14.0440,-118.4633,-109.8176
14.4665,-16.8373,778.9232
15.0231,-102.5436,467.9478
15.8592,23.9932,193.9407
16.6318,-107.8735,-32.2749
17.5604,99.0615,283.5215
17.9297,79.8849,-777.5565
18.8832,91.9210,57.8345
23.3035,-15.0682,467.1717
24.2435,147.0564,-3.2198
24.7945,-23.1550,652.6345
25.1719,26.9553,-919.7685
25.7139,-178.4858,392.1061
26.1063,12.6762,661.4490
26.5201,134.0440,-286.0521
27.4876,95.4892,184.4502
30.4905,10.3748,387.5471
30.9214,6.9077,-1006.4604
32.9735,179.0473,439.6933
33.2738,-43.0415,751.7351
33.6724,58.2635,-862.1013
34.1242,167.6371,-338.0312
34.6031,109.5172,119.4385
35.8655,64.7670,-53.2142
37.6008,95.1723,190.7436
41.7488,53.7950,2.3892
46.4490,-21.5741,-383.4717
46.9694,-138.6960,-68.1231
47.3779,4.2180,743.5823
