t_s,theta1_deg,omega1_deg_s
4.1668,29.5699,149.0838
5.1156,22.8170,38.5717
6.1830,7.3677,73.4348
7.2237,21.6478,130.3932
9.2748,17.3373,98.1731
10.3283,17.7896,119.3658
12.3724,19.9980,85.0603
13.4063,27.0087,127.1869
14.4269,29.1110,-61.9795
15.4416,6.7896,184.1985
16.5104,23.8387,115.7129
17.5707,81.8630,379.8621
18.5617,22.5790,97.0414
20.6201,15.4211,81.6333
21.6779,26.6470,136.4035
22.4781,-47.9938,517.7952
23.7047,14.8351,58.6211
24.7529,28.2977,73.6033
26.8025,19.8138,78.8140
27.8657,36.5752,155.3215
28.5027,-74.9570,-44.1317
28.8116,-22.2562,437.4229
29.9261,6.4665,109.9144
31.9644,11.6283,164.4902
33.0768,75.0811,389.9325
34.0366,67.0787,311.4965
34.6927,-77.6661,143.1480
34.9766,-14.4700,90.1754
36.0995,30.2486,172.1182
36.7826,-76.1074,101.7752
37.0557,-17.6993,166.2937
38.1445,18.5986,157.9434
40.2060,22.5163,55.5910
41.2403,23.8937,130.7485
43.3005,17.6527,82.7544
44.3490,39.7054,160.1621
44.9890,-74.8580,-37.9020
45.2873,-23.7786,384.9248
46.4023,26.5924,162.0023
47.1224,-73.1751,268.4559
47.3897,23.5729,-130.9125
48.4358,9.8943,228.8689
49.5042,42.6128,180.8412
50.1463,-76.1430,-38.8428
50.4525,-22.5180,474.0359
51.5573,20.0103,137.9049
53.6103,17.4761,107.2522
54.7492,84.9108,409.7790
55.7077,55.3148,320.7759
56.1549,-18.1197,-707.2158
56.6582,-23.5225,338.0978
57.7499,20.8546,147.6224
59.8019,21.5035,214.2182
61.8686,29.0177,94.5488
63.9193,16.5278,153.4858
65.0032,62.0664,316.7361
65.4925,-57.3517,-149.9743
65.9025,-23.1195,446.7720
67.0253,15.1756,141.5961
69.0475,12.6610,216.7744
70.1006,26.5675,133.2098
71.1327,55.6902,225.1271
72.1646,58.2926,240.9249
72.8756,-76.1421,314.2795
73.1427,14.9860,-135.1281
74.2271,15.7236,36.6233
75.2659,23.5400,67.7879
76.3499,64.1559,362.0333
76.8038,-47.1440,-296.0018
77.2609,-22.8567,489.2611
78.3553,20.4637,130.1198
80.4066,15.9330,209.1724
81.4583,38.9183,169.9118
82.1257,-77.9270,48.1909
82.4199,-21.9839,407.1287
83.5170,17.6037,134.7126
85.5662,18.9204,84.5595
86.6181,21.8322,120.9678
88.6387,12.8183,243.4723
89.6950,27.3600,135.5787
