t_s,theta1_deg,omega1_deg_s
5.3333,31.9344,183.1068
6.0000,39.1318,174.9247
6.6667,35.5971,195.2776
7.3333,32.6914,194.2320
8.0000,36.7765,174.7694
8.6667,37.2536,194.6132
9.3333,34.2457,193.2702
10.0000,35.7916,173.6960
10.6667,36.7328,183.9511
11.3333,34.9031,193.2231
12.0000,34.6531,176.2430
12.6667,36.8218,183.8788
13.3333,35.7195,184.8784
14.0000,36.6224,181.8992
14.6667,36.7471,176.9705
15.3333,37.3006,195.3656
16.0000,35.8974,176.4626
16.6667,37.5169,198.6910
17.3333,36.5257,184.1726
18.0000,37.7429,195.8328
18.6667,35.8163,182.9935
19.3333,37.6294,182.7866
20.0000,35.7016,176.1487
20.6667,36.6400,177.6639
21.3333,36.9749,170.5159
22.0000,38.0295,193.0916
22.6667,36.8789,176.2125
23.3333,38.4605,196.3550
24.0000,36.4581,172.0707
24.6667,37.0743,180.5374
25.3333,36.7007,179.0594
26.0000,40.1447,218.4592
26.6667,36.4164,205.4417
27.3333,37.0385,188.2815
28.0000,36.0203,186.0323
28.6667,29.3125,193.9151
29.3333,37.9086,196.6593
30.0000,37.0271,200.2831
30.6667,34.1411,205.8578
31.3333,35.6718,192.4644
32.0000,35.9318,203.7488
32.6667,35.8042,193.4156
33.3333,35.4300,186.6817
34.0000,36.5007,183.5925
34.6667,38.9841,214.8202
35.3333,36.0592,207.6152
36.0000,39.4119,212.8079
36.6667,34.9985,188.5349
37.3333,38.4206,217.3687
38.0000,35.3036,175.1386
38.6667,37.1204,175.3218
39.3333,36.4527,195.8060
40.0000,36.3139,174.3453
40.6667,37.4444,180.2563
41.3333,37.7524,208.2675
42.0000,36.2182,169.6402
42.6667,40.1412,219.6547
43.3333,35.8139,171.9891
44.0000,37.8199,176.4947
44.6667,39.8321,212.4670
45.3333,35.4787,170.0231
46.0000,38.2067,173.0415
