t_s,theta1_deg,omega1_deg_s
5.5581,-5.4214,-478.8100
6.2420,-9.4612,-479.0970
6.8289,18.5190,-416.5998
7.5264,5.8097,-469.4693
8.2366,-8.6220,-474.7964
8.8564,10.4501,-463.8891
9.5107,11.3914,-457.5735
10.2184,-1.1786,-477.4393
10.8822,0.4915,-468.6082
11.5248,9.5018,-452.3167
12.2040,2.2918,-463.4085
12.8781,2.4885,-483.6707
13.5301,6.8028,-467.6749
14.2007,4.9839,-462.6498
14.8700,3.5357,-477.5694
15.5346,5.6187,-474.8364
16.1972,5.6312,-471.4779
16.8732,4.3755,-479.9027
17.5352,3.9985,-469.9794
18.2009,6.1131,-480.2148
18.8644,5.5826,-475.4332
19.5396,3.4419,-483.4802
20.2005,4.0171,-472.5558
20.8656,5.3639,-468.6582
21.5323,4.9034,-475.0339
22.1997,6.1317,-484.0917
22.8664,5.4598,-466.7559
23.5424,4.6767,-491.5533
24.2046,3.0596,-466.4006
24.8653,5.9529,-474.3292
25.5305,6.4754,-464.3167
26.2170,6.4694,-501.6392
26.8813,2.7946,-479.4660
27.5382,3.9991,-480.1206
28.1992,5.9558,-468.8692
28.8761,-1.9105,-444.6405
29.5599,-1.5961,-484.8046
30.1871,12.1819,-462.2122
30.8660,7.1862,-475.8834
31.5566,-1.9402,-476.8670
32.2001,7.5979,-468.1273
32.8622,8.2461,-472.6509
33.5443,2.3914,-473.6646
34.2100,5.1701,-464.7731
34.8794,7.4583,-488.8484
35.5445,5.4967,-464.6108
36.2181,4.4344,-499.4129
36.8703,5.4761,-464.5722
37.5406,8.1084,-485.5492
38.2074,2.4723,-467.7982
38.8725,4.1667,-481.1822
39.5312,7.8581,-460.8155
40.2038,4.0888,-470.9912
40.8743,4.0616,-482.7819
41.5357,8.1771,-473.1236
42.2043,4.6552,-461.7171
42.8839,5.2088,-494.2316
43.5378,3.2667,-460.1808
44.1976,6.3889,-470.6933
44.8682,10.5190,-476.7822
45.5440,0.8983,-479.6646
