frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,657.289,484.893,656.063,637.888,-2.139,-0.459,0,0.15,0.74
1,0.01668,driven,657.289,484.893,656.063,637.888,-2.139,-0.459,0,0.05,-0.65
2,0.03337,driven,657.289,484.893,656.063,637.888,-2.139,-0.459,0,-0.05,-1.46
3,0.05005,driven,657.289,484.893,655.887,637.887,-2.139,-0.525,0,-0.15,-1.67
4,0.06673,driven,657.289,484.893,655.884,637.887,-2.139,-0.526,0,-0.36,-0.97
5,0.08342,driven,657.252,484.892,655.828,637.885,-2.153,-0.533,0,-0.37,-0.01
6,0.1001,driven,657.252,484.892,655.806,637.885,-2.153,-0.541,0,0.04,-0.49
7,0.11678,driven,657.260,484.892,655.806,637.885,-2.150,-0.544,0,0.33,-0.23
8,0.13347,driven,657.289,484.893,655.806,637.886,-2.139,-0.555,0,0.48,-0.26
9,0.15015,driven,657.289,484.893,655.824,637.886,-2.139,-0.548,0,0.52,-0.32
10,0.16683,driven,657.334,484.895,655.828,637.888,-2.122,-0.564,0,0.36,-0.26
11,0.18352,driven,657.334,484.895,655.828,637.888,-2.122,-0.564,0,0.18,-0.20
12,0.2002,driven,657.334,484.895,655.828,637.888,-2.122,-0.564,0,-0.27,0.01
13,0.21688,driven,657.334,484.895,655.830,637.888,-2.122,-0.563,0,0.36,0.23
14,0.23357,driven,657.334,484.895,655.830,637.888,-2.122,-0.563,0,0.83,0.48
15,0.25025,driven,657.426,484.898,655.972,637.892,-2.088,-0.544,0,0.98,0.31
16,0.26693,driven,657.426,484.898,655.974,637.892,-2.088,-0.544,0,0.06,0.50
17,0.28362,driven,657.426,484.898,655.974,637.892,-2.088,-0.544,0,-0.49,0.23
18,0.3003,driven,657.352,484.896,655.974,637.890,-2.116,-0.516,0,-1.37,1.40
19,0.31698,driven,657.352,484.896,655.976,637.890,-2.116,-0.515,0,-2.19,2.36
20,0.33367,driven,657.161,484.889,655.976,637.884,-2.187,-0.444,0,-1.96,1.73
21,0.35035,driven,657.124,484.887,655.976,637.883,-2.201,-0.430,0,-1.06,0.43
22,0.36703,driven,657.124,484.887,655.904,637.882,-2.201,-0.457,0,0.32,-1.50
23,0.38372,driven,657.135,484.888,655.878,637.882,-2.197,-0.471,0,0.17,-1.40
24,0.4004,driven,657.135,484.888,655.806,637.882,-2.197,-0.498,0,-0.03,-0.65
25,0.41708,driven,657.135,484.888,655.798,637.882,-2.197,-0.501,0,0.13,-0.52
26,0.43377,driven,657.135,484.888,655.798,637.882,-2.197,-0.501,0,0.34,-0.24
27,0.45045,driven,657.173,484.889,655.787,637.883,-2.183,-0.519,0,0.74,-1.02
28,0.46713,driven,657.173,484.889,655.806,637.883,-2.183,-0.512,0,-0.60,1.37
29,0.48382,driven,657.173,484.889,655.798,637.883,-2.183,-0.515,0,-2.07,3.51
30,0.5005,driven,656.970,484.881,655.969,637.878,-2.259,-0.375,0,-2.18,3.82
31,0.51718,driven,656.935,484.880,655.953,637.877,-2.272,-0.368,0,-1.13,1.93
32,0.53387,driven,656.935,484.880,656.000,637.877,-2.272,-0.350,0,0.19,-0.54
33,0.55055,driven,656.935,484.880,655.953,637.877,-2.272,-0.368,0,0.21,-0.52
34,0.56723,driven,656.935,484.880,655.953,637.877,-2.272,-0.368,0,0.31,-0.82
35,0.58392,driven,656.970,484.881,655.928,637.878,-2.259,-0.390,0,0.34,-0.47
36,0.6006,driven,656.970,484.881,655.928,637.878,-2.259,-0.390,0,0.19,-0.33
37,0.61728,driven,656.974,484.881,655.928,637.878,-2.257,-0.392,0,-0.01,0.14
38,0.63397,driven,656.974,484.881,655.928,637.878,-2.257,-0.392,0,0.06,0.13
39,0.65065,driven,656.974,484.881,655.949,637.878,-2.257,-0.384,0,-0.18,0.75
40,0.66733,driven,656.970,484.881,655.949,637.878,-2.259,-0.382,0,-0.36,-0.32
41,0.68402,driven,656.938,484.880,655.949,637.877,-2.271,-0.370,0,-0.33,-1.45
42,0.7007,driven,656.934,484.880,655.761,637.875,-2.272,-0.440,0,-0.12,-1.68
43,0.71738,driven,656.938,484.880,655.761,637.875,-2.271,-0.441,0,0.01,-0.64
44,0.73407,driven,656.938,484.880,655.761,637.875,-2.271,-0.441,0,0.00,0.65
45,0.75075,driven,656.938,484.880,655.792,637.876,-2.271,-0.429,0,0.59,-0.41
46,0.76743,driven,656.970,484.881,655.789,637.877,-2.259,-0.442,0,0.92,-0.59
47,0.78412,driven,657.041,484.884,655.792,637.879,-2.232,-0.468,0,0.76,-0.31
48,0.8008,driven,657.037,484.884,655.846,637.879,-2.234,-0.446,0,0.23,0.30
49,0.81748,driven,657.041,484.884,655.846,637.879,-2.232,-0.447,0,-0.10,0.34
50,0.83417,driven,657.041,484.884,655.846,637.879,-2.232,-0.447,0,-0.04,0.13
51,0.85085,driven,657.041,484.884,655.846,637.879,-2.232,-0.447,0,0.19,-0.64
52,0.86753,driven,657.037,484.884,655.846,637.879,-2.234,-0.446,0,-0.09,-0.80
53,0.88422,driven,657.063,484.885,655.746,637.879,-2.224,-0.493,0,-0.44,-0.49
54,0.9009,driven,656.990,484.882,655.758,637.877,-2.251,-0.462,0,-0.54,0.47
55,0.91758,driven,656.990,484.882,655.758,637.877,-2.251,-0.462,0,-0.13,0.72
56,0.93427,driven,656.990,484.882,655.810,637.877,-2.251,-0.442,0,-0.30,1.05
57,0.95095,driven,656.990,484.882,655.810,637.877,-2.251,-0.442,0,-1.00,1.85
