t_s,theta1_deg,omega1_deg_s
0.2566,-51.8939,-425.3241
0.6333,5.1089,-85.4283
1.6252,34.4202,40.2755
2.0847,-46.5623,-480.6034
2.4644,4.8405,-105.1819
3.4557,31.3507,42.2303
3.9452,-58.7411,-357.8081
4.3440,33.1035,-163.2688
5.7481,-69.1750,-275.5108
6.6948,-76.8945,-195.7140
7.4115,20.0293,-670.9110
8.4337,-43.6674,-500.1363
9.3771,-44.5540,-449.6989
10.1678,11.3925,-655.1192
11.8234,69.0797,-151.2202
12.5317,-19.4562,320.4434
13.9392,-50.2743,-428.4184
14.9313,-67.1898,-278.8186
15.7125,-15.3827,-611.9063
16.2803,33.2990,20.2937
18.0852,10.6043,188.0364
19.9195,14.7387,199.3686
21.7794,20.5498,179.7966
23.0553,-16.0793,-595.9970
23.6167,35.3290,17.9135
25.4629,22.8317,158.0254
26.5271,76.7348,-192.2566
28.2344,31.5097,74.7232
28.6976,-45.6016,-504.2477
29.0683,3.6380,-75.3369
30.0760,34.0429,42.3567
30.5189,-43.4758,-516.9428
30.8887,-8.8540,-37.5719
31.9320,46.4170,-2.6532
32.2952,-20.7728,-688.0879
32.7027,-28.0846,164.0666
33.7926,60.4720,-50.8543
34.1607,-44.0194,-502.0190
34.5232,-27.5965,177.1415
35.6053,51.6940,-6.4891
35.9668,-30.5675,-625.7877
36.3603,-30.5278,224.1523
37.4874,71.9080,-142.2710
38.2271,10.1268,483.3312
38.7972,-55.0258,-501.1322
39.1422,-8.0877,43.0865
40.1892,42.4920,-6.8891
40.5531,-17.2132,-686.4498
40.9606,-20.2511,92.1840
42.0129,44.6070,5.6842
42.3960,-30.9197,-614.5013
42.7854,-25.6281,133.5120
43.8597,54.0800,-5.6149
44.2236,-33.3371,-592.0513
44.6106,-30.5420,201.8214
45.7128,60.0100,-34.2438
46.0910,-48.5352,-453.9902
46.4456,-22.7400,103.5804
