n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.5046,43.9608,42.4523,-99.1209,-112.1762
1,6.4220,42.4523,62.2537,-112.1762,-12.3820
2,7.3394,62.2537,55.5213,-12.3820,-69.0166
3,8.2569,55.5213,51.7487,-69.0166,-98.9249
4,9.1743,51.7487,56.5129,-98.9249,-16.5015
5,10.0917,56.5129,66.8843,-16.5015,130.5503
6,11.0092,66.8843,33.4418,130.5503,112.0035
7,11.9266,33.4418,62.7131,112.0035,124.2006
8,12.8440,62.7131,41.1146,124.2006,-78.0476
9,13.7615,41.1146,44.6482,-78.0476,-115.9864
10,14.6789,44.6482,53.7774,-115.9864,-42.4116
11,15.5963,53.7774,45.3702,-42.4116,156.8279
12,16.5138,45.3702,36.6385,156.8279,-159.5099
13,17.4312,36.6385,54.3163,-159.5099,137.8462
14,18.3486,54.3163,27.1314,137.8462,111.0897
15,19.2661,27.1314,53.1811,111.0897,142.3464
16,20.1835,53.1811,33.1888,142.3464,158.5871
17,21.1009,33.1888,49.1459,158.5871,152.7478
18,22.0183,49.1459,55.3091,152.7478,-39.3110
19,22.9358,55.3091,44.5927,-39.3110,157.6135
20,23.8532,44.5927,40.9479,157.6135,89.1391
21,24.7706,40.9479,48.0095,89.1391,156.4590
22,25.6881,48.0095,44.3121,156.4590,65.0417
23,26.6055,44.3121,60.0760,65.0417,154.7927
24,27.5229,60.0760,54.5978,154.7927,-173.3522
25,28.4404,54.5978,45.7824,-173.3522,109.4809
26,29.3578,45.7824,52.0099,109.4809,-172.6197
27,30.2752,52.0099,49.6108,-172.6197,92.3910
28,31.1927,49.6108,49.8310,92.3910,-162.8850
29,32.1101,49.8310,53.5700,-162.8850,93.4989
30,33.0275,53.5700,39.6669,93.4989,170.4670
31,33.9450,39.6669,55.1781,170.4670,87.5597
32,34.8624,55.1781,44.0864,87.5597,-169.3473
33,35.7798,44.0864,55.3994,-169.3473,95.9990
34,36.6972,55.3994,31.7656,95.9990,128.7956
35,37.6147,31.7656,70.0009,128.7956,-46.4944
36,38.5321,70.0009,59.2679,-46.4944,112.3142
37,39.4495,59.2679,48.5840,112.3142,-162.5824
38,40.3670,48.5840,49.6886,-162.5824,93.7436
39,41.2844,49.6886,46.3564,93.7436,-165.1040
40,42.2018,46.3564,52.0737,-165.1040,90.8927
41,43.1193,52.0737,43.1306,90.8927,-167.3015
42,44.0367,43.1306,53.7036,-167.3015,95.8224
43,44.9541,53.7036,37.1472,95.8224,171.6019
