t_s,theta1_deg,omega1_deg_s
5.2248,-17.8634,445.6671
6.1384,33.0870,-16.4004
6.5551,-39.7855,-525.6628
7.2663,-30.3672,-507.4850
7.8300,50.8530,-54.5717
8.7467,50.7240,-439.7361
9.6150,19.0135,-665.1518
10.2797,55.5394,-188.2293
11.1761,48.2112,-552.6795
11.9160,65.9977,-345.8128
13.4948,48.0875,-333.7390
14.1078,-21.4334,345.0880
16.7149,46.2642,-312.5507
17.3167,-13.0242,468.6216
18.1168,-22.9441,388.3792
20.0291,56.9802,-488.0289
21.4951,27.4440,-70.5390
21.9561,-58.9490,-68.4889
22.5392,22.9732,-645.0335
23.1573,49.1593,-192.1663
23.8448,10.0870,-24.8298
25.0137,-27.7504,-476.5828
25.5250,37.6595,35.3083
25.9586,-58.9608,-235.0851
26.7009,-52.7125,-425.7474
27.5040,-58.2902,-353.1623
28.3203,-61.2022,-319.8441
29.2044,-73.0040,10.6250
29.6482,79.3678,-97.3854
31.6312,-71.5020,1.6915
32.0696,79.0251,-109.9453
34.4565,68.8715,-147.4424
35.2741,73.2685,-210.3822
36.7346,-2.8399,112.9595
37.9375,-38.8019,-420.6350
38.4658,52.7150,-0.8959
41.0481,37.2272,-478.8717
42.4720,26.5330,-120.9298
42.8933,-52.1172,-280.0844
43.5761,-22.8896,-606.0282
44.3535,-2.8577,-633.7678
44.9912,53.2791,-302.0502
47.3067,31.5350,-96.9266
47.7224,-50.5898,-294.4029
48.4601,-47.8095,-433.4621
49.2628,-53.0429,-376.1618
50.1140,-64.9486,-249.6596
50.9096,-56.7168,-372.8877
51.6969,-56.2174,-347.8144
52.5845,-72.9840,-14.3004
53.0225,78.2593,-98.8299
55.3622,23.3150,-36.3704
55.9393,-38.5491,386.5046
56.1360,49.0921,364.8863
57.0163,67.1090,-77.9496
57.6644,-21.0056,345.7469
60.2764,44.9696,-360.1615
60.8615,-16.5181,455.6594
61.7045,-14.8195,181.4005
62.9511,-45.8332,-434.4594
63.6009,43.3629,-447.5417
64.3975,39.9175,-569.6599
65.0841,62.0576,-154.6972
65.7544,-11.5826,179.7571
66.9635,-34.6694,-435.0322
67.4684,44.6060,40.4350
67.9349,-67.7920,11.1160
68.3698,75.9676,-172.2462
70.7782,50.1052,-400.8957
71.8487,-40.6898,-504.2313
72.6295,-48.8058,-434.0219
73.4636,-50.5653,-393.6071
74.2852,-61.1917,-321.9966
75.1964,-71.8155,134.5297
75.5251,69.1806,220.9357
76.6263,-26.8709,-546.2791
77.1450,40.4400,18.0768
77.5830,-60.3600,-158.0328
78.2733,-27.9815,-602.1198
79.1399,-58.0107,-338.4856
79.9305,-55.8246,-370.4521
80.7836,-71.3901,-122.3445
81.4771,-9.5088,-687.4770
82.1854,33.4078,-537.3817
82.8513,55.0672,-275.3506
83.9241,-26.7538,-595.0829
84.7615,-58.3111,-334.8797
85.6335,-70.9658,-69.5616
86.2324,38.5765,-614.3950
