n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.6452,11.1689,14.9006,165.4633,-109.2187
1,6.4516,14.9006,-26.1330,-109.2187,-5.2418
2,7.2581,-26.1330,-13.0646,-5.2418,136.9931
3,8.0645,-13.0646,-8.2523,136.9931,71.7931
4,8.8710,-8.2523,-16.4728,71.7931,51.7571
5,9.6774,-16.4728,-14.5845,51.7571,110.0887
6,10.4839,-14.5845,-12.6526,110.0887,75.9212
7,11.2903,-12.6526,-15.8851,75.9212,99.5180
8,12.0968,-15.8851,26.6351,99.5180,15.4524
9,12.9032,26.6351,-11.2941,15.4524,156.6244
10,13.7097,-11.2941,4.4715,156.6244,129.5791
11,14.5161,4.4715,-6.8159,129.5791,5.0204
12,15.3226,-6.8159,17.8473,5.0204,-6.7989
13,16.1290,17.8473,-8.3531,-6.7989,168.9015
14,16.9355,-8.3531,5.7048,168.9015,175.4788
15,17.7419,5.7048,3.0438,175.4788,145.7982
16,18.5484,3.0438,-13.7079,145.7982,154.6485
17,19.3548,-13.7079,-12.6940,154.6485,81.1347
18,20.1613,-12.6940,15.2882,81.1347,42.8370
19,20.9677,15.2882,8.4114,42.8370,-145.4570
20,21.7742,8.4114,-3.1170,-145.4570,30.4276
21,22.5806,-3.1170,-16.0926,30.4276,147.5182
22,23.3871,-16.0926,-2.6290,147.5182,122.0682
23,24.1935,-2.6290,-20.8246,122.0682,-6.1937
24,25.0000,-20.8246,8.3618,-6.1937,-140.7568
25,25.8065,8.3618,-3.9802,-140.7568,-85.5864
26,26.6129,-3.9802,-14.3196,-85.5864,-78.6733
27,27.4194,-14.3196,-14.3180,-78.6733,-89.3270
28,28.2258,-14.3180,-11.7650,-89.3270,-130.7946
29,29.0323,-11.7650,2.5357,-130.7946,74.6842
30,29.8387,2.5357,10.0657,74.6842,-1.4361
31,30.6452,10.0657,-2.6439,-1.4361,-136.3120
32,31.4516,-2.6439,2.7597,-136.3120,75.6083
33,32.2581,2.7597,3.4899,75.6083,3.0888
34,33.0645,3.4899,-12.5748,3.0888,163.1343
35,33.8710,-12.5748,-15.6237,163.1343,125.1940
36,34.6774,-15.6237,-16.9875,125.1940,118.5454
37,35.4839,-16.9875,-8.5600,118.5454,175.1099
38,36.2903,-8.5600,9.6858,175.1099,124.8856
39,37.0968,9.6858,-21.8693,124.8856,-20.9785
40,37.9032,-21.8693,-8.6618,-20.9785,146.3307
41,38.7097,-8.6618,-23.2662,146.3307,136.7021
42,39.5161,-23.2662,-7.2742,136.7021,13.6924
43,40.3226,-7.2742,-4.9128,13.6924,8.2379
44,41.1290,-4.9128,16.7469,8.2379,21.0540
45,41.9355,16.7469,12.3813,21.0540,-134.7799
46,42.7419,12.3813,-4.4445,-134.7799,-27.5644
47,43.5484,-4.4445,-3.7925,-27.5644,1.5339
48,44.3548,-3.7925,-12.3841,1.5339,84.9090
49,45.1613,-12.3841,-15.5726,84.9090,108.5850
50,45.9677,-15.5726,20.7107,108.5850,-8.3812
51,46.7742,20.7107,10.9604,-8.3812,-131.5332
52,47.5806,10.9604,-6.0657,-131.5332,-70.4982
53,48.3871,-6.0657,-16.0429,-70.4982,-67.1012
54,49.1935,-16.0429,-11.3944,-67.1012,-102.7764
55,50.0000,-11.3944,-2.4380,-102.7764,-96.2995
56,50.8065,-2.4380,-13.0101,-96.2995,-78.2794
57,51.6129,-13.0101,-11.6457,-78.2794,-130.4251
58,52.4194,-11.6457,0.7951,-130.4251,78.8378
59,53.2258,0.7951,2.2451,78.8378,3.2481
60,54.0323,2.2451,3.8520,3.2481,69.0298
61,54.8387,3.8520,8.4355,69.0298,-160.5915
62,55.6452,8.4355,-8.2190,-160.5915,143.2428
63,56.4516,-8.2190,-14.2194,143.2428,158.2969
64,57.2581,-14.2194,14.1786,158.2969,144.7363
65,58.0645,14.1786,-3.9736,144.7363,5.2340
66,58.8710,-3.9736,17.1817,5.2340,-6.8673
67,59.6774,17.1817,-9.3224,-6.8673,165.4251
68,60.4839,-9.3224,5.6698,165.4251,168.4364
69,61.2903,5.6698,9.6275,168.4364,115.8274
70,62.0968,9.6275,-21.1921,115.8274,-33.9222
71,62.9032,-21.1921,-7.5501,-33.9222,62.5077
72,63.7097,-7.5501,-18.0915,62.5077,79.2333
