t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
52.4194,-11.6457,-388.9696,-130.4251,239.8685
53.2258,0.7951,-410.5914,78.8378,-160.8006
54.0323,2.2451,-449.9208,3.2481,-261.8762
54.8387,3.8520,-70.4314,69.0298,-1304.3823
55.6452,8.4355,-313.9251,-160.5915,221.8893
56.4516,-8.2190,-478.9514,143.2428,-219.6463
57.2581,-14.2194,-419.4821,158.2969,46.2788
58.0645,14.1786,-451.1362,144.7363,-186.5815
58.8710,-3.9736,-482.4907,5.2340,-100.0587
59.6774,17.1817,-429.7656,-6.8673,-581.6044
60.4839,-9.3224,-311.1035,165.4251,242.8291
61.2903,5.6698,-485.1549,168.4364,-68.1825
62.0968,9.6275,-426.2226,115.8274,-404.2530
62.9032,-21.1921,-577.1430,-33.9222,714.5349
63.7097,-7.5501,-364.8887,62.5077,161.9987
64.5161,-18.0915,-358.6421,79.2333,161.4184
65.3226,-12.8556,-420.0838,154.3936,-12.0695
66.1290,8.8448,-409.5491,117.5268,-395.1630
66.9355,-21.6096,-534.2558,-13.2398,565.8161
67.7419,0.6083,-342.7089,-158.8021,358.1014
68.5484,1.0477,-406.9798,67.3906,-55.1806
69.3548,-4.2013,-460.3910,6.1098,-155.6521
70.1613,19.1931,-395.0291,-2.5357,-706.8564
70.9677,-18.9950,-374.3436,128.7526,49.5057
71.7742,2.8973,-489.8167,-72.9910,721.0195
72.5806,-21.0505,-615.6455,-43.8512,913.5749
73.3871,-9.5707,-492.1245,-76.0389,736.0430
74.1935,-15.3606,-472.2794,-86.2981,654.8379
75.0000,-11.3424,-386.8046,-136.4860,193.2645
75.8065,-6.9601,-497.0966,126.3546,-344.7050
76.6129,-19.2053,-610.6958,-7.5671,620.9035
77.4194,8.4968,-332.6360,-145.2896,434.0360
78.2258,3.5579,-606.3327,-46.2853,817.9821
79.0323,-5.1892,-427.8823,-97.3637,448.2072
79.8387,-6.8945,-470.3294,-86.5712,626.2732
80.6452,-11.8991,-406.4398,-115.7000,361.9214
81.4516,8.9363,-674.2251,-26.3048,900.6670
82.2581,-5.6807,-418.8974,49.6175,386.2694
83.0645,-16.9611,-402.2248,136.8539,-32.5005
83.8710,7.2438,-547.8182,-52.8001,765.0909
84.6774,-15.8049,-495.9027,-77.2160,720.8903
85.4839,-9.8263,-416.3777,-120.9054,304.1264
86.2903,1.9303,-532.9989,41.9858,473.0584
