t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.6452,11.1689,-457.7501,165.4633,-61.2122
6.4516,14.9006,-360.2279,-109.2187,611.3699
7.2581,-26.1330,-553.6352,-5.2418,687.9826
8.0645,-13.0646,-386.1944,136.9931,-48.8761
8.8710,-8.2523,-376.1350,71.7931,106.4321
9.6774,-16.4728,-386.1511,51.7571,499.7569
10.4839,-14.5845,-394.5398,110.0887,-110.2366
11.2903,-12.6526,-403.3953,75.9212,133.0355
12.0968,-15.8851,-441.3572,99.5180,-113.0005
12.9032,26.6351,-212.6855,15.4524,-1174.4090
13.7097,-11.2941,-336.9816,156.6244,144.0198
14.5161,4.4715,-440.0680,129.5791,-282.3447
15.3226,-6.8159,-468.5772,5.0204,-92.9460
16.1290,17.8473,-422.3702,-6.7989,-662.1354
16.9355,-8.3531,-318.8436,168.9015,227.9244
17.7419,5.7048,-455.8688,175.4788,9.2145
18.5484,3.0438,-490.5372,145.7982,-270.4831
19.3548,-13.7079,-512.0701,154.6485,-590.0255
20.1613,-12.6940,-418.5207,81.1347,28.2416
20.9677,15.2882,-11.1004,42.8370,-1444.0897
21.7742,8.4114,-310.0702,-145.4570,367.3591
22.5806,-3.1170,-535.0827,30.4276,545.8757
23.3871,-16.0926,-367.2636,147.5182,22.1244
24.1935,-2.6290,-398.0350,122.0682,-492.3212
25.0000,-20.8246,-531.2905,-6.1937,499.8655
25.8065,8.3618,-336.7723,-140.7568,457.7961
26.6129,-3.9802,-485.8104,-85.5864,599.7124
27.4194,-14.3196,-504.4557,-78.6733,701.5245
28.2258,-14.3180,-463.0496,-89.3270,620.6533
29.0323,-11.7650,-386.7449,-130.7946,245.5588
29.8387,2.5357,-411.3674,74.6842,-88.4307
30.6452,10.0657,-472.0090,-1.4361,-366.5043
31.4516,-2.6439,-416.1069,-136.3120,194.9965
32.2581,2.7597,-420.4757,75.6083,-94.9963
33.0645,3.4899,-480.9129,3.0888,-228.8713
33.8710,-12.5748,-474.9530,163.1343,-488.8574
34.6774,-15.6237,-466.1063,125.1940,-192.2373
35.4839,-16.9875,-487.9025,118.5454,-205.4253
36.2903,-8.5600,-503.2072,175.1099,-344.8965
37.0968,9.6858,-412.5110,124.8856,-436.3915
37.9032,-21.8693,-560.6056,-20.9785,672.0361
38.7097,-8.6618,-398.9492,146.3307,-26.9901
39.5161,-23.2662,-473.6611,136.7021,-779.4797
40.3226,-7.2742,-482.2429,13.6924,-120.6309
41.1290,-4.9128,-493.4174,8.2379,37.3819
41.9355,16.7469,-154.9020,21.0540,-1317.2824
42.7419,12.3813,-299.8713,-134.7799,440.9453
43.5484,-4.4445,-654.5034,-27.5644,907.3038
44.3548,-3.7925,-630.8114,1.5339,927.9429
45.1613,-12.3841,-358.9768,84.9090,-51.4499
45.9677,-15.5726,-381.3239,108.5850,-1009.8630
46.7742,20.7107,-224.6681,-8.3812,-1036.8937
47.5806,10.9604,-310.4837,-131.5332,484.6417
48.3871,-6.0657,-521.3412,-70.4982,766.9685
49.1935,-16.0429,-524.3801,-67.1012,816.9540
50.0000,-11.3944,-430.3712,-102.7764,466.0564
50.8065,-2.4380,-452.8571,-96.2995,472.3062
51.6129,-13.0101,-488.9337,-78.2794,709.7090
