n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.3846,-17.6721,-24.3956,56.8722,108.6626
1,6.1538,-24.3956,-18.4448,108.6626,90.4370
2,6.9231,-18.4448,-22.6217,90.4370,44.8091
3,7.6923,-22.6217,-21.3074,44.8091,33.4407
4,8.4615,-21.3074,-20.2257,33.4407,79.2177
5,9.2308,-20.2257,-22.6297,79.2177,82.7560
6,10.0000,-22.6297,-20.6432,82.7560,100.2631
7,10.7692,-20.6432,-21.9365,100.2631,56.9047
8,11.5385,-21.9365,-16.9366,56.9047,73.2510
9,12.3077,-16.9366,-21.4555,73.2510,93.1378
10,13.0769,-21.4555,-21.5763,93.1378,92.6094
11,13.8462,-21.5763,-21.1432,92.6094,79.5422
12,14.6154,-21.1432,-25.5519,79.5422,99.7456
13,15.3846,-25.5519,-22.8014,99.7456,93.4838
14,16.1538,-22.8014,-21.7456,93.4838,70.9306
15,16.9231,-21.7456,-24.1121,70.9306,102.0837
16,17.6923,-24.1121,-22.4665,102.0837,88.3975
17,18.4615,-22.4665,-20.2733,88.3975,71.0184
18,19.2308,-20.2733,-23.7816,71.0184,102.5473
19,20.0000,-23.7816,-22.5450,102.5473,81.2621
20,20.7692,-22.5450,-25.8274,81.2621,95.5809
21,21.5385,-25.8274,-22.8045,95.5809,90.7429
22,22.3077,-22.8045,-22.6542,90.7429,70.6536
23,23.0769,-22.6542,-24.4835,70.6536,100.8706
24,23.8462,-24.4835,-23.6649,100.8706,88.9697
25,24.6154,-23.6649,-20.9899,88.9697,76.6419
26,25.3846,-20.9899,-24.1091,76.6419,100.1875
27,26.1538,-24.1091,-20.9407,100.1875,81.9752
28,26.9231,-20.9407,-21.2034,81.9752,81.2876
29,27.6923,-21.2034,-24.1884,81.2876,100.9170
30,28.4615,-24.1884,-21.4072,100.9170,89.3171
31,29.2308,-21.4072,-19.1236,89.3171,55.8563
32,30.0000,-19.1236,-16.9732,55.8563,74.2787
33,30.7692,-16.9732,-24.0783,74.2787,93.8074
34,31.5385,-24.0783,-23.4150,93.8074,97.9829
35,32.3077,-23.4150,-20.0882,97.9829,77.6058
36,33.0769,-20.0882,-22.8643,77.6058,99.0477
37,33.8462,-22.8643,-21.5361,99.0477,85.7547
38,34.6154,-21.5361,-21.9587,85.7547,83.5768
39,35.3846,-21.9587,-24.1086,83.5768,97.3084
40,36.1538,-24.1086,-21.9752,97.3084,93.3085
41,36.9231,-21.9752,-20.9946,93.3085,45.0946
42,37.6923,-20.9946,-19.1042,45.0946,42.5084
43,38.4615,-19.1042,-24.0379,42.5084,91.2924
44,39.2308,-24.0379,-23.7652,91.2924,81.8578
45,40.0000,-23.7652,-26.0480,81.8578,102.1727
46,40.7692,-26.0480,-23.1768,102.1727,92.1755
47,41.5385,-23.1768,-22.3857,92.1755,49.1967
48,42.3077,-22.3857,-19.5306,49.1967,52.8459
49,43.0769,-19.5306,-26.7748,52.8459,101.4412
50,43.8462,-26.7748,-25.7615,101.4412,93.9471
51,44.6154,-25.7615,-23.2268,93.9471,86.1172
52,45.3846,-23.2268,-22.1252,86.1172,79.6198
53,46.1538,-22.1252,-23.7279,79.6198,90.3050
54,46.9231,-23.7279,-22.8940,90.3050,83.9339
55,47.6923,-22.8940,-22.8376,83.9339,81.0007
56,48.4615,-22.8376,-25.4809,81.0007,102.5682
57,49.2308,-25.4809,-22.6666,102.5682,89.7350
58,50.0000,-22.6666,-22.4560,89.7350,35.2456
59,50.7692,-22.4560,-17.9423,35.2456,-36.3507
60,51.5385,-17.9423,-28.3552,-36.3507,11.1555
61,52.3077,-28.3552,-17.4515,11.1555,62.5289
62,53.0769,-17.4515,-25.9716,62.5289,101.8332
63,53.8462,-25.9716,-24.5049,101.8332,96.3413
64,54.6154,-24.5049,-22.2888,96.3413,50.6311
65,55.3846,-22.2888,-16.3913,50.6311,60.8492
66,56.1538,-16.3913,-26.3154,60.8492,104.1452
67,56.9231,-26.3154,-23.7418,104.1452,98.7862
68,57.6923,-23.7418,-23.1221,98.7862,83.2134
69,58.4615,-23.1221,-23.0526,83.2134,88.9874
70,59.2308,-23.0526,-21.5055,88.9874,81.8260
71,60.0000,-21.5055,-24.8939,81.8260,99.0541
72,60.7692,-24.8939,-24.2171,99.0541,93.5623
73,61.5385,-24.2171,-21.3727,93.5623,71.7650
74,62.3077,-21.3727,-24.0568,71.7650,112.0487
75,63.0769,-24.0568,-24.3610,112.0487,95.3732
76,63.8462,-24.3610,-23.7460,95.3732,47.7971
77,64.6154,-23.7460,-20.9268,47.7971,46.3805
78,65.3846,-20.9268,-25.9962,46.3805,97.5589
79,66.1538,-25.9962,-25.4645,97.5589,92.7565
80,66.9231,-25.4645,-24.6302,92.7565,90.3782
81,67.6923,-24.6302,-21.9702,90.3782,69.7660
82,68.4615,-21.9702,-24.8634,69.7660,103.8136
83,69.2308,-24.8634,-24.7127,103.8136,88.3996
84,70.0000,-24.7127,-23.2351,88.3996,79.9654
85,70.7692,-23.2351,-26.1500,79.9654,91.9028
86,71.5385,-26.1500,-24.0820,91.9028,81.6473
87,72.3077,-24.0820,-25.0952,81.6473,90.3485
88,73.0769,-25.0952,-24.0707,90.3485,83.4769
89,73.8462,-24.0707,-25.0407,83.4769,90.5580
90,74.6154,-25.0407,-24.7341,90.5580,93.8185
91,75.3846,-24.7341,-21.7802,93.8185,78.6778
92,76.1538,-21.7802,-25.5903,78.6778,97.1550
93,76.9231,-25.5903,-25.2502,97.1550,93.1755
94,77.6923,-25.2502,-23.2894,93.1755,87.6664
95,78.4615,-23.2894,-22.7080,87.6664,94.7265
96,79.2308,-22.7080,-21.6079,94.7265,76.9377
97,80.0000,-21.6079,-23.7273,76.9377,104.6143
98,80.7692,-23.7273,-21.4732,104.6143,89.9603
99,81.5385,-21.4732,-21.5592,89.9603,75.4599
100,82.3077,-21.5592,-23.9674,75.4599,110.4200
101,83.0769,-23.9674,-20.6674,110.4200,86.3163
102,83.8462,-20.6674,-23.4344,86.3163,81.2269
103,84.6154,-23.4344,-22.8707,81.2269,114.3619
104,85.3846,-22.8707,-19.0816,114.3619,76.1661
105,86.1538,-19.0816,-25.5350,76.1661,101.7567
106,86.9231,-25.5350,-22.5472,101.7567,89.6076
107,87.6923,-22.5472,-23.1627,89.6076,72.4130
108,88.4615,-23.1627,-24.1161,72.4130,109.2372
109,89.2308,-24.1161,-23.6610,109.2372,90.7990
110,90.0000,-23.6610,-21.0883,90.7990,67.7812
111,90.7692,-21.0883,-23.0717,67.7812,91.7118
112,91.5385,-23.0717,-24.9830,91.7118,73.1205
113,92.3077,-24.9830,-24.7978,73.1205,102.0629
114,93.0769,-24.7978,-25.1958,102.0629,88.2550
115,93.8462,-25.1958,-23.3224,88.2550,81.8969
116,94.6154,-23.3224,-25.3868,81.8969,91.7404
117,95.3846,-25.3868,-22.4913,91.7404,78.6390
118,96.1538,-22.4913,-25.8029,78.6390,97.4188
119,96.9231,-25.8029,-25.7757,97.4188,93.1113
120,97.6923,-25.7757,-23.3530,93.1113,80.9690
121,98.4615,-23.3530,-26.1157,80.9690,102.2589
122,99.2308,-26.1157,-24.8693,102.2589,91.1135
123,100.0000,-24.8693,-22.2835,91.1135,84.4149
124,100.7692,-22.2835,-24.0985,84.4149,89.9991
125,101.5385,-24.0985,-20.9670,89.9991,77.3288
126,102.3077,-20.9670,-26.0683,77.3288,108.3267
