t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.3846,-17.6721,-294.2055,56.8722,84.5665
6.1538,-24.3956,-357.2644,108.6626,-188.6882
6.9231,-18.4448,-379.7145,90.4370,-177.5978
7.6923,-22.6217,-340.6452,44.8091,483.5857
8.4615,-21.3074,-342.6054,33.4407,425.3883
9.2308,-20.2257,-326.9171,79.2177,-153.5294
10.0000,-22.6297,-333.4942,82.7560,-18.2043
10.7692,-20.6432,-381.6232,100.2631,-233.8052
11.5385,-21.9365,-337.0086,56.9047,366.7420
12.3077,-16.9366,-325.0180,73.2510,-74.5314
13.0769,-21.4555,-338.2620,93.1378,-59.4753
13.8462,-21.5763,-381.7696,92.6094,-182.3606
14.6154,-21.1432,-345.0543,79.5422,-13.3574
15.3846,-25.5519,-385.2679,99.7456,-204.7765
16.1538,-22.8014,-397.8930,93.4838,-206.8001
16.9231,-21.7456,-336.7590,70.9306,141.7961
17.6923,-24.1121,-372.5928,102.0837,-206.7966
18.4615,-22.4665,-388.7081,88.3975,-188.7048
19.2308,-20.2733,-345.6676,71.0184,150.5896
20.0000,-23.7816,-377.0788,102.5473,-254.4027
20.7692,-22.5450,-371.8765,81.2621,-113.2432
21.5385,-25.8274,-381.7926,95.5809,-199.4711
22.3077,-22.8045,-392.2436,90.7429,-225.7653
23.0769,-22.6542,-327.5857,70.6536,132.6657
23.8462,-24.4835,-379.9257,100.8706,-226.6029
24.6154,-23.6649,-387.7174,88.9697,-200.2035
25.3846,-20.9899,-364.2196,76.6419,-9.1193
26.1538,-24.1091,-389.1340,100.1875,-230.9588
26.9231,-20.9407,-388.6065,81.9752,-131.5671
27.6923,-21.2034,-366.3372,81.2876,-40.9956
28.4615,-24.1884,-393.4534,100.9170,-211.1174
29.2308,-21.4072,-398.5521,89.3171,-193.5652
30.0000,-19.1236,-351.7479,55.8563,413.8569
30.7692,-16.9732,-332.7298,74.2787,-32.7644
31.5385,-24.0783,-360.1271,93.8074,-126.9178
32.3077,-23.4150,-395.3437,97.9829,-229.9931
33.0769,-20.0882,-359.2530,77.6058,-2.1124
33.8462,-22.8643,-396.8682,99.0477,-196.7130
34.6154,-21.5361,-384.7783,85.7547,-135.4512
35.3846,-21.9587,-375.5697,83.5768,-114.2059
36.1538,-24.1086,-386.0438,97.3084,-175.8967
36.9231,-21.9752,-406.1870,93.3085,-213.7387
37.6923,-20.9946,-384.4662,45.0946,487.9060
38.4615,-19.1042,-333.9994,42.5084,357.7404
39.2308,-24.0379,-361.2246,91.2924,-212.3620
40.0000,-23.7652,-358.2084,81.8578,-105.0646
40.7692,-26.0480,-393.3567,102.1727,-249.6810
