t_s,theta1_deg,omega1_deg_s
5.2665,30.7151,-485.1097
5.9362,49.4808,-336.0190
6.7323,56.9165,-360.2581
7.6366,5.7076,-662.0724
8.4118,1.9312,-570.9459
9.0418,47.5893,-323.4020
9.8488,40.2445,-511.8238
10.5566,59.1584,-308.7222
11.4603,17.0776,-661.2293
12.1483,47.3005,-397.6317
12.9068,43.9764,-437.4564
13.6541,53.6345,-375.6437
14.4714,42.6095,-531.0030
15.1794,53.3292,-378.6929
15.9561,57.6652,-367.0681
16.8063,32.9906,-595.5171
17.4778,52.4312,-303.4056
18.2756,55.4046,-396.9828
19.1168,34.7593,-603.8824
19.7807,55.0746,-291.2896
20.6078,48.2897,-478.4950
21.3401,53.7064,-394.6775
22.1176,55.7641,-409.4935
22.9626,31.2435,-606.8020
23.6331,52.2908,-320.5205
24.4303,54.6501,-404.3114
25.2472,43.4364,-556.9314
25.9473,56.5116,-355.6482
26.7636,51.7167,-478.7809
27.5419,46.5770,-515.3647
28.2599,54.7918,-379.9698
29.0471,56.8081,-410.4403
29.9252,20.5260,-653.3138
30.6176,44.7087,-425.0425
31.3546,47.4141,-427.9995
32.1029,57.4660,-350.0597
32.9376,45.2946,-533.0308
33.6484,55.1065,-391.5455
34.4463,53.1010,-442.1454
35.2218,50.2582,-471.8315
35.9589,52.9725,-393.7985
36.7315,58.9733,-374.2010
37.6371,9.1423,-696.7564
38.3944,12.6403,-583.5395
39.0255,49.1850,-320.1468
39.8398,45.6092,-505.8344
40.5590,56.5950,-344.6278
41.3419,60.1951,-363.4952
42.2453,10.4602,-685.3699
42.9858,21.6667,-558.8094
43.6265,49.3183,-294.7107
44.4170,53.8663,-397.4445
45.2107,52.3126,-451.0733
46.0000,47.6609,-516.1631
46.7410,52.7815,-423.7085
47.5213,53.0308,-458.2743
48.3090,44.3887,-516.1969
49.0198,55.6264,-333.5376
49.8099,58.5219,-383.9836
50.7291,-0.1172,-674.5578
51.5763,-37.8468,-423.5653
52.2925,-21.3530,-503.4870
52.9444,39.8805,-461.6998
53.6441,47.3609,-395.3491
54.4059,60.2561,-325.2845
55.3186,12.0198,-672.0829
56.0455,33.0893,-520.5838
56.7172,44.8058,-378.5702
57.4871,55.5253,-326.3072
58.2947,50.5213,-469.5639
59.0521,54.4795,-425.1142
59.8498,46.4022,-508.6487
60.5685,54.3579,-369.8903
61.3436,57.2531,-374.8086
62.1882,36.8807,-597.4225
62.8565,54.7706,-288.3854
63.6372,59.0415,-326.1745
64.5540,8.1892,-680.1004
65.3084,14.7022,-595.3912
65.9402,46.0447,-309.3047
66.7330,50.0723,-412.8263
67.4992,56.8917,-391.7960
68.3486,33.0778,-613.4360
69.0095,53.5018,-280.2372
69.8151,52.3784,-423.5162
70.6144,46.6985,-502.9941
71.3443,54.7706,-404.8948
72.1447,50.0918,-488.0795
72.8920,53.1672,-426.8901
73.6776,50.5806,-484.5731
74.4328,50.5852,-439.7475
75.1894,55.9911,-381.1695
76.0107,44.7379,-541.0581
76.7242,52.9677,-390.2032
77.4990,54.7230,-399.0292
78.2933,48.1541,-475.1379
79.0389,55.4051,-395.4100
79.8659,39.6130,-559.7555
80.5578,56.1318,-329.7740
81.3546,55.4371,-395.5843
82.1766,38.8812,-562.1956
82.8703,45.1141,-357.4248
83.6663,51.0850,-394.5296
84.4679,42.9247,-523.2901
85.1752,45.2021,-338.1726
86.0055,45.2470,-460.9156
86.7366,40.1349,-452.2556
87.5012,52.8396,-368.4082
88.3404,34.2611,-596.4144
89.0111,52.5853,-284.6168
89.8058,55.8449,-378.9101
90.6672,29.2943,-623.3792
91.3387,51.1512,-342.7609
92.1829,30.6326,-587.2673
92.8622,51.6921,-301.5937
93.6587,53.4803,-420.3555
94.4579,48.0934,-509.9448
95.1924,55.2526,-409.0964
96.0031,47.6460,-517.6932
96.7247,53.2559,-387.4051
97.4938,56.7270,-376.0014
98.3101,45.2367,-507.6082
99.0201,57.3500,-346.5889
99.8156,53.6641,-428.6283
100.6062,49.7078,-476.7017
101.3537,55.8606,-413.3382
102.1740,42.1277,-559.8992
102.8550,58.5104,-283.8389
