frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,586.438,491.963,580.080,652.838,1.224,-2.263,0,-17.61,20.43
1,0.01668,driven,585.626,491.979,580.174,652.886,0.935,-1.941,0,-9.42,10.80
2,0.03337,driven,585.530,491.980,580.218,652.892,0.901,-1.891,0,-3.20,3.53
3,0.05005,driven,585.506,491.980,580.218,652.894,0.892,-1.882,0,1.04,-1.36
4,0.06673,driven,585.530,491.980,580.179,652.891,0.901,-1.905,0,2.11,-2.67
5,0.08342,driven,585.626,491.979,580.174,652.886,0.935,-1.941,0,3.21,-3.60
6,0.1001,driven,585.883,491.974,580.153,652.872,1.026,-2.040,0,3.65,-3.85
7,0.11678,driven,585.883,491.974,580.153,652.872,1.026,-2.040,0,-0.92,0.94
8,0.13347,driven,585.883,491.974,580.153,652.872,1.026,-2.040,0,-6.66,6.91
9,0.15015,driven,585.291,491.984,580.181,652.903,0.815,-1.819,0,-7.85,8.28
10,0.16683,driven,584.999,491.988,580.185,652.916,0.711,-1.713,0,-5.41,5.91
11,0.18352,driven,584.946,491.988,580.219,652.919,0.692,-1.682,0,-0.79,0.98
12,0.2002,driven,584.908,491.989,580.219,652.920,0.679,-1.669,0,0.02,-0.17
13,0.21688,driven,584.908,491.989,580.195,652.920,0.679,-1.678,0,-0.34,0.02
14,0.23357,driven,584.908,491.989,580.185,652.919,0.679,-1.681,0,-0.26,0.20
15,0.25025,driven,584.908,491.989,580.195,652.920,0.679,-1.678,0,3.37,-3.31
16,0.26693,driven,585.071,491.987,580.195,652.913,0.737,-1.736,0,7.25,-7.53
17,0.28362,driven,585.582,491.979,580.176,652.889,0.919,-1.924,0,2.50,-2.50
18,0.3003,driven,585.582,491.979,580.159,652.888,0.919,-1.930,0,-5.19,5.42
19,0.31698,driven,584.848,491.989,580.223,652.923,0.658,-1.646,0,-8.35,8.52
20,0.33367,driven,584.733,491.991,580.186,652.926,0.617,-1.618,0,-4.51,4.38
21,0.35035,driven,584.733,491.991,580.179,652.926,0.617,-1.621,0,2.37,-2.51
22,0.36703,driven,584.733,491.991,580.186,652.926,0.617,-1.618,0,3.52,-3.28
23,0.38372,driven,585.114,491.986,580.213,652.912,0.752,-1.745,0,3.55,-3.46
24,0.4004,driven,585.114,491.986,580.194,652.911,0.752,-1.751,0,1.01,-1.07
25,0.41708,driven,585.114,491.986,580.194,652.911,0.752,-1.751,0,-2.00,1.91
26,0.43377,driven,584.980,491.988,580.194,652.917,0.705,-1.703,0,-1.54,1.59
27,0.45045,driven,584.944,491.988,580.194,652.918,0.692,-1.691,0,-1.55,1.32
28,0.46713,driven,584.944,491.988,580.194,652.918,0.692,-1.691,0,2.06,-1.83
29,0.48382,driven,584.980,491.988,580.180,652.916,0.705,-1.708,0,4.63,-3.74
30,0.5005,driven,585.445,491.981,580.273,652.898,0.870,-1.841,0,4.92,-4.59
31,0.51718,driven,585.515,491.980,580.273,652.895,0.895,-1.866,0,2.12,-2.85
32,0.53387,driven,585.548,491.980,580.165,652.890,0.907,-1.916,0,0.69,-1.28
33,0.55055,driven,585.548,491.980,580.165,652.890,0.907,-1.916,0,2.28,-2.43
34,0.56723,driven,585.811,491.975,580.257,652.880,1.000,-1.977,0,2.23,-1.71
35,0.58392,driven,585.811,491.975,580.165,652.876,1.000,-2.010,0,0.96,-0.55
36,0.6006,driven,585.811,491.975,580.257,652.880,1.000,-1.977,0,-0.56,0.74
37,0.61728,driven,585.801,491.976,580.257,652.880,0.997,-1.973,0,-0.69,0.94
38,0.63397,driven,585.801,491.976,580.225,652.879,0.997,-1.985,0,1.17,-1.59
39,0.65065,driven,585.801,491.976,580.225,652.879,0.997,-1.985,0,2.99,-3.14
40,0.66733,driven,586.129,491.970,580.225,652.861,1.114,-2.102,0,3.11,-3.36
41,0.68402,driven,586.158,491.969,580.207,652.859,1.124,-2.118,0,2.08,-2.37
42,0.7007,driven,586.158,491.969,580.180,652.858,1.124,-2.128,0,-1.70,1.58
43,0.71738,driven,586.158,491.969,580.207,652.859,1.124,-2.118,0,-2.80,2.81
44,0.73407,driven,585.842,491.975,580.207,652.876,1.012,-2.006,0,-2.94,3.93
45,0.75075,driven,585.842,491.975,580.237,652.877,1.012,-1.995,0,-0.80,2.32
46,0.76743,driven,585.842,491.975,580.387,652.882,1.012,-1.942,0,1.49,-0.01
47,0.78412,driven,585.947,491.973,580.388,652.877,1.049,-1.979,0,0.99,-0.33
48,0.8008,driven,585.947,491.973,580.388,652.877,1.049,-1.979,0,0.24,-1.34
49,0.81748,driven,585.947,491.973,580.350,652.876,1.049,-1.992,0,-0.56,-1.26
50,0.83417,driven,585.904,491.974,580.196,652.873,1.034,-2.032,0,-0.16,-1.76
51,0.85085,driven,585.904,491.974,580.150,652.871,1.034,-2.048,0,-0.59,-0.43
52,0.86753,driven,585.904,491.974,580.139,652.871,1.034,-2.052,0,-1.50,1.52
53,0.88422,driven,585.794,491.976,580.139,652.876,0.994,-2.013,0,0.84,-0.93
54,0.9009,driven,585.794,491.976,580.136,652.876,0.994,-2.014,0,1.23,-1.52
55,0.91758,driven,586.115,491.970,580.113,652.858,1.108,-2.136,0,0.60,-0.64
56,0.93427,driven,585.794,491.976,580.113,652.875,0.994,-2.022,0,-3.11,3.40
57,0.95095,driven,585.748,491.977,580.155,652.879,0.978,-1.991,0,-4.83,5.00
58,0.96763,driven,585.448,491.981,580.155,652.894,0.871,-1.884,0,-2.76,3.09
59,0.98432,driven,585.448,491.981,580.155,652.894,0.871,-1.884,0,-0.08,1.80
60,1.001,driven,585.448,491.981,580.283,652.899,0.871,-1.838,0,3.57,-0.93
61,1.01768,driven,585.751,491.977,580.456,652.889,0.979,-1.884,0,3.66,-1.68
62,1.03437,driven,585.847,491.975,580.456,652.885,1.013,-1.919,0,2.61,-1.70
63,1.05105,driven,585.847,491.975,580.456,652.885,1.013,-1.919,0,-3.06,1.71
64,1.06773,driven,585.751,491.977,580.456,652.889,0.979,-1.884,0,-5.64,2.78
65,1.08442,driven,585.219,491.985,580.185,652.906,0.790,-1.792,0,-4.64,3.34
66,1.1011,driven,585.219,491.985,580.185,652.906,0.790,-1.792,0,-2.76,4.12
67,1.11778,driven,585.219,491.985,580.463,652.914,0.790,-1.693,0,-0.26,3.07
68,1.13447,driven,585.033,491.987,580.462,652.922,0.723,-1.627,0,-0.74,2.13
69,1.15115,driven,585.136,491.986,580.462,652.918,0.760,-1.663,0,0.38,-0.66
70,1.16783,driven,585.136,491.986,580.522,652.920,0.760,-1.642,0,0.16,0.26
71,1.18452,driven,585.136,491.986,580.462,652.918,0.760,-1.663,0,-0.98,0.38
72,1.2012,driven,585.033,491.987,580.495,652.923,0.723,-1.615,0,0.29,-1.47
73,1.21788,driven,585.136,491.986,580.344,652.915,0.760,-1.706,0,2.38,-3.88
74,1.23457,driven,585.286,491.984,580.344,652.908,0.813,-1.759,0,3.00,-4.51
75,1.25125,driven,585.432,491.982,580.232,652.898,0.866,-1.851,0,2.23,-3.17
76,1.26793,driven,585.432,491.982,580.225,652.897,0.866,-1.853,0,1.15,-2.11
77,1.28462,driven,585.532,491.980,580.172,652.891,0.901,-1.908,0,-0.88,0.58
78,1.3013,driven,585.432,491.982,580.171,652.896,0.866,-1.873,0,-2.51,2.31
79,1.31798,driven,585.230,491.985,580.172,652.905,0.794,-1.800,0,-3.31,3.39
80,1.33467,driven,585.138,491.986,580.172,652.909,0.761,-1.768,0,-1.87,1.94
81,1.35135,driven,585.087,491.986,580.174,652.912,0.743,-1.749,0,-0.57,0.74
82,1.36803,driven,585.079,491.987,580.189,652.912,0.740,-1.740,0,0.16,-0.22
83,1.38472,driven,585.079,491.987,580.189,652.912,0.740,-1.740,0,1.10,-1.30
84,1.4014,driven,585.125,491.986,580.189,652.910,0.756,-1.757,0,0.99,0.02
85,1.41808,driven,585.079,491.987,580.300,652.916,0.740,-1.701,0,-3.04,5.81
