frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,583.960,491.997,578.820,652.915,0.342,-1.829,0,0.04,-0.42
1,0.01668,driven,583.960,491.997,578.799,652.914,0.342,-1.837,0,0.28,-0.56
2,0.03337,driven,583.960,491.997,578.799,652.914,0.342,-1.837,0,0.49,-0.66
3,0.05005,driven,584.043,491.997,578.792,652.911,0.371,-1.869,0,0.65,-0.74
4,0.06673,driven,584.043,491.997,578.780,652.911,0.371,-1.873,0,0.75,-0.78
5,0.08342,driven,584.063,491.996,578.792,652.910,0.378,-1.876,0,0.76,-0.70
6,0.1001,driven,584.132,491.996,578.792,652.907,0.403,-1.901,0,0.29,-0.21
7,0.11678,driven,584.132,491.996,578.792,652.907,0.403,-1.901,0,-0.44,0.46
8,0.13347,driven,584.063,491.996,578.794,652.910,0.378,-1.875,0,0.54,-0.55
9,0.15015,driven,584.132,491.996,578.794,652.907,0.403,-1.900,0,1.96,-2.06
10,0.16683,driven,584.309,491.995,578.786,652.900,0.466,-1.966,0,1.80,-1.77
11,0.18352,driven,584.309,491.995,578.786,652.900,0.466,-1.966,0,0.70,-0.67
12,0.2002,driven,584.274,491.995,578.807,652.902,0.453,-1.946,0,-1.61,1.66
13,0.21688,driven,584.274,491.995,578.784,652.901,0.453,-1.954,0,-2.80,2.81
14,0.23357,driven,584.019,491.997,578.797,652.912,0.363,-1.859,0,-1.21,1.20
15,0.25025,driven,584.019,491.997,578.797,652.912,0.363,-1.859,0,0.79,-0.78
16,0.26693,driven,584.264,491.995,578.790,652.902,0.450,-1.948,0,3.38,-3.51
17,0.28362,driven,584.264,491.995,578.784,652.902,0.450,-1.951,0,2.76,-2.82
18,0.3003,driven,584.471,491.993,578.790,652.893,0.523,-2.022,0,1.10,-1.02
19,0.31698,driven,584.471,491.993,578.790,652.893,0.523,-2.022,0,0.94,-0.82
20,0.33367,driven,584.449,491.993,578.800,652.894,0.516,-2.011,0,0.37,-0.31
21,0.35035,driven,584.538,491.993,578.800,652.890,0.547,-2.043,0,0.43,-0.39
22,0.36703,driven,584.538,491.993,578.800,652.890,0.547,-2.043,0,-0.80,0.73
23,0.38372,driven,584.449,491.993,578.798,652.894,0.516,-2.012,0,-0.54,0.43
24,0.4004,driven,584.408,491.994,578.786,652.896,0.501,-2.001,0,-0.05,-0.08
25,0.41708,driven,584.540,491.993,578.782,652.890,0.548,-2.049,0,0.00,-0.01
26,0.43377,driven,584.408,491.994,578.786,652.896,0.501,-2.001,0,-0.13,0.25
27,0.45045,driven,584.408,491.994,578.798,652.896,0.501,-1.997,0,-0.87,1.03
28,0.46713,driven,584.408,491.994,578.801,652.896,0.501,-1.996,0,-3.21,3.26
29,0.48382,driven,584.170,491.996,578.810,652.906,0.416,-1.908,0,-6.28,6.57
30,0.5005,driven,583.745,491.998,578.811,652.923,0.265,-1.756,0,-5.74,6.25
31,0.51718,driven,583.616,491.999,578.865,652.929,0.219,-1.691,0,-3.08,3.56
32,0.53387,driven,583.616,491.999,578.865,652.929,0.219,-1.691,0,1.90,-1.68
33,0.55055,driven,583.616,491.999,578.866,652.929,0.219,-1.690,0,3.48,-3.45
34,0.56723,driven,584.036,491.997,578.866,652.914,0.369,-1.840,0,5.01,-5.15
35,0.58392,driven,584.036,491.997,578.866,652.914,0.369,-1.840,0,3.06,-3.58
36,0.6006,driven,584.273,491.995,578.815,652.902,0.453,-1.943,0,-1.40,0.50
37,0.61728,driven,584.036,491.997,578.784,652.911,0.369,-1.869,0,-2.88,2.31
38,0.63397,driven,583.876,491.998,578.752,652.916,0.312,-1.824,0,-1.76,1.61
39,0.65065,driven,583.876,491.998,578.784,652.917,0.312,-1.813,0,0.61,-0.81
40,0.66733,driven,584.048,491.997,578.752,652.909,0.373,-1.885,0,0.15,-0.00
41,0.68402,driven,583.876,491.998,578.752,652.916,0.312,-1.824,0,-0.08,0.47
42,0.7007,driven,583.908,491.997,578.816,652.917,0.323,-1.812,0,0.61,0.01
43,0.71738,driven,584.048,491.997,578.820,652.912,0.373,-1.861,0,1.86,-1.48
44,0.73407,driven,584.071,491.996,578.824,652.911,0.381,-1.868,0,0.67,-0.56
45,0.75075,driven,584.071,491.996,578.845,652.912,0.381,-1.860,0,-0.49,0.74
46,0.76743,driven,584.071,491.996,578.845,652.912,0.381,-1.860,0,0.60,-0.63
47,0.78412,driven,584.071,491.996,578.845,652.912,0.381,-1.860,0,2.33,-2.60
48,0.8008,driven,584.239,491.995,578.816,652.904,0.441,-1.930,0,-0.97,0.69
49,0.81748,driven,584.239,491.995,578.816,652.904,0.441,-1.930,0,-2.02,1.73
50,0.83417,driven,583.776,491.998,578.805,652.921,0.276,-1.769,0,-1.02,1.10
51,0.85085,driven,584.139,491.996,578.805,652.908,0.405,-1.899,0,1.03,-0.75
52,0.86753,driven,584.139,491.996,578.842,652.909,0.405,-1.885,0,1.41,-1.06
53,0.88422,driven,584.041,491.997,578.842,652.913,0.371,-1.851,0,-1.51,1.65
54,0.9009,driven,584.041,491.997,578.842,652.913,0.371,-1.851,0,-0.36,0.31
55,0.91758,driven,584.041,491.997,578.842,652.913,0.371,-1.851,0,0.18,-0.12
56,0.93427,driven,584.041,491.997,578.847,652.913,0.371,-1.849,0,-0.00,0.11
57,0.95095,driven,584.041,491.997,578.848,652.913,0.371,-1.848,0,0.42,-0.48
58,0.96763,driven,584.041,491.997,578.848,652.913,0.371,-1.848,0,-0.66,0.60
59,0.98432,driven,584.041,491.997,578.830,652.912,0.371,-1.855,0,-2.29,2.22
60,1.001,driven,583.816,491.998,578.848,652.921,0.291,-1.768,0,-3.04,2.96
61,1.01768,driven,583.710,491.998,578.830,652.924,0.253,-1.737,0,-2.13,2.05
62,1.03437,driven,583.671,491.999,578.828,652.926,0.239,-1.724,0,-0.18,0.04
63,1.05105,driven,583.671,491.999,578.828,652.926,0.239,-1.724,0,-1.44,1.52
64,1.06773,driven,583.671,491.999,578.828,652.926,0.239,-1.724,0,1.77,-1.86
65,1.08442,driven,583.590,491.999,578.827,652.928,0.210,-1.695,0,5.54,-5.86
66,1.1011,driven,584.223,491.995,578.799,652.904,0.435,-1.931,0,4.38,-4.83
67,1.11778,driven,584.223,491.995,578.783,652.903,0.435,-1.936,0,-2.98,2.92
68,1.13447,driven,583.827,491.998,578.783,652.919,0.294,-1.795,0,-5.68,5.80
69,1.15115,driven,583.459,491.999,578.815,652.932,0.163,-1.653,0,-3.02,3.11
