n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.0000,71.0372,57.6131,-19.4836,138.0809
1,5.7143,57.6131,42.5194,138.0809,17.2581
2,6.4286,42.5194,41.0071,17.2581,39.3573
3,7.1429,41.0071,76.4354,39.3573,22.3346
4,7.8571,76.4354,52.5725,22.3346,-45.7328
5,8.5714,52.5725,69.2777,-45.7328,-56.6610
6,9.2857,69.2777,71.2065,-56.6610,-68.3852
7,10.0000,71.2065,63.2488,-68.3852,-157.7939
8,10.7143,63.2488,26.2053,-157.7939,128.7449
9,11.4286,26.2053,52.9935,128.7449,167.0972
10,12.1429,52.9935,34.6467,167.0972,65.4951
11,12.8571,34.6467,52.1065,65.4951,-42.0483
12,13.5714,52.1065,69.5626,-42.0483,-57.3325
13,14.2857,69.5626,72.1360,-57.3325,-80.9309
14,15.0000,72.1360,66.7663,-80.9309,-77.5169
15,15.7143,66.7663,70.8255,-77.5169,-90.6287
16,16.4286,70.8255,52.6429,-90.6287,-56.1925
17,17.1429,52.6429,61.3813,-56.1925,-52.6025
18,17.8571,61.3813,73.2321,-52.6025,-88.5748
19,18.5714,73.2321,49.5735,-88.5748,-58.6479
20,19.2857,49.5735,73.3363,-58.6479,-67.9376
21,20.0000,73.3363,57.2162,-67.9376,172.6262
22,20.7143,57.2162,30.6374,172.6262,73.6425
23,21.4286,30.6374,54.7530,73.6425,-18.8140
24,22.1429,54.7530,79.5367,-18.8140,141.3526
25,22.8571,79.5367,13.2362,141.3526,123.8299
26,23.5714,13.2362,53.5617,123.8299,-177.6688
27,24.2857,53.5617,27.3623,-177.6688,123.8924
28,25.0000,27.3623,50.7162,123.8924,-63.2592
29,25.7143,50.7162,33.3450,-63.2592,116.3170
30,26.4286,33.3450,45.2113,116.3170,119.1450
31,27.1429,45.2113,42.5597,119.1450,97.3860
32,27.8571,42.5597,62.5618,97.3860,-116.1093
33,28.5714,62.5618,40.5645,-116.1093,36.1761
34,29.2857,40.5645,73.5003,36.1761,-3.7342
35,30.0000,73.5003,64.6369,-3.7342,-24.6835
36,30.7143,64.6369,71.6718,-24.6835,-29.5796
37,31.4286,71.6718,58.0912,-29.5796,-59.8457
38,32.1429,58.0912,65.3928,-59.8457,-47.3470
39,32.8571,65.3928,26.4840,-47.3470,52.6866
40,33.5714,26.4840,48.2909,52.6866,24.7883
41,34.2857,48.2909,53.0949,24.7883,13.8562
42,35.0000,53.0949,75.3990,13.8562,-0.5871
43,35.7143,75.3990,67.5090,-0.5871,-19.2847
44,36.4286,67.5090,78.3287,-19.2847,-29.8313
45,37.1429,78.3287,55.9790,-29.8313,-61.8794
46,37.8571,55.9790,72.6577,-61.8794,-69.5973
47,38.5714,72.6577,61.0095,-69.5973,170.0567
48,39.2857,61.0095,30.7395,170.0567,54.5492
49,40.0000,30.7395,54.5553,54.5492,-43.2217
50,40.7143,54.5553,71.2836,-43.2217,-141.4792
51,41.4286,71.2836,16.8304,-141.4792,-132.8468
52,42.1429,16.8304,20.5024,-132.8468,65.2742
53,42.8571,20.5024,45.1951,65.2742,31.0082
54,43.5714,45.1951,76.8971,31.0082,-20.9530
55,44.2857,76.8971,55.0700,-20.9530,-51.1788
56,45.0000,55.0700,72.2467,-51.1788,-60.4540
57,45.7143,72.2467,72.6009,-60.4540,-129.3512
58,46.4286,72.6009,35.8241,-129.3512,-103.2556
59,47.1429,35.8241,65.5256,-103.2556,-21.3396
60,47.8571,65.5256,19.5124,-21.3396,75.2624
61,48.5714,19.5124,58.2767,75.2624,-69.4419
62,49.2857,58.2767,45.1962,-69.4419,40.5136
63,50.0000,45.1962,72.8220,40.5136,-4.6724
64,50.7143,72.8220,59.8875,-4.6724,-34.4812
65,51.4286,59.8875,63.9871,-34.4812,-20.6100
66,52.1429,63.9871,66.2607,-20.6100,-18.8250
67,52.8571,66.2607,70.5042,-18.8250,-19.8595
68,53.5714,70.5042,70.1620,-19.8595,-22.2165
69,54.2857,70.1620,51.2533,-22.2165,46.9095
70,55.0000,51.2533,52.5018,46.9095,-36.4264
