t_s,theta1_deg,omega1_deg_s
5.0000,71.0372,388.3541
5.7143,57.6131,445.8808
6.4286,42.5194,730.5260
7.1429,41.0071,197.1253
7.8571,76.4354,348.9328
8.5714,52.5725,439.0017
9.2857,69.2777,414.1956
10.0000,71.2065,413.4741
10.7143,63.2488,336.9998
11.4286,26.2053,420.5069
12.1429,52.9935,367.1535
12.8571,34.6467,711.2457
13.5714,52.1065,433.5290
14.2857,69.5626,398.6966
15.0000,72.1360,451.1741
15.7143,66.7663,448.0889
16.4286,70.8255,465.9282
17.1429,52.6429,418.1260
17.8571,61.3813,384.4406
18.5714,73.2321,445.9005
19.2857,49.5735,447.7027
20.0000,73.3363,409.1367
20.7143,57.2162,339.1583
21.4286,30.6374,672.6531
22.1429,54.7530,108.1978
22.8571,79.5367,365.2492
23.5714,13.2362,424.4422
24.2857,53.5617,338.4300
25.0000,27.3623,442.5328
25.7143,50.7162,340.5969
26.4286,33.3450,487.3734
27.1429,45.2113,497.7530
27.8571,42.5597,600.0901
28.5714,62.5618,509.1047
29.2857,40.5645,277.1085
30.0000,73.5003,315.1208
30.7143,64.6369,335.8618
31.4286,71.6718,398.7150
32.1429,58.0912,397.0930
32.8571,65.3928,365.7345
33.5714,26.4840,635.5443
34.2857,48.2909,339.8941
35.0000,53.0949,200.7223
35.7143,75.3990,328.1438
36.4286,67.5090,312.5477
37.1429,78.3287,402.1866
37.8571,55.9790,399.0809
38.5714,72.6577,440.7109
39.2857,61.0095,360.8485
40.0000,30.7395,736.9553
40.7143,54.5553,450.7488
41.4286,71.2836,310.2777
42.1429,16.8304,549.8508
42.8571,20.5024,117.7843
43.5714,45.1951,246.9022
44.2857,76.8971,359.3798
45.0000,55.0700,399.4998
45.7143,72.2467,389.0675
46.4286,72.6009,373.0306
47.1429,35.8241,457.1982
47.8571,65.5256,318.6697
48.5714,19.5124,419.2971
49.2857,58.2767,309.7339
50.0000,45.1962,157.8933
50.7143,72.8220,297.5475
51.4286,59.8875,329.3338
52.1429,63.9871,314.6885
52.8571,66.2607,312.5223
53.5714,70.5042,327.2647
54.2857,70.1620,408.8684
55.0000,51.2533,674.5871
55.7143,52.5018,405.3803
56.4286,61.4544,322.8113
57.1429,64.8097,322.0021
57.8571,68.3126,323.6973
58.5714,68.5800,340.0023
59.2857,70.1516,373.2428
60.0000,53.7035,426.7625
60.7143,72.0454,412.6537
61.4286,60.1370,327.9369
62.1429,29.8434,578.5652
62.8571,52.9425,208.0976
63.5714,77.5994,295.2693
64.2857,72.0350,294.1850
65.0000,68.0065,195.0914
65.7143,48.3004,187.1712
66.4286,75.4192,295.4853
67.1429,67.3424,317.9369
67.8571,71.0717,304.3183
68.5714,75.2293,390.8241
69.2857,50.7097,663.8766
70.0000,62.0010,381.5038
70.7143,67.2388,341.6851
71.4286,67.8510,317.7766
72.1429,69.5286,307.6244
72.8571,73.7986,384.1146
73.5714,56.7818,397.6534
74.2857,58.9564,492.0917
75.0000,63.0815,324.0212
75.7143,38.5574,533.6138
76.4286,59.1227,378.4479
77.1429,66.5559,338.6486
77.8571,67.0933,334.4627
78.5714,70.2870,340.5822
79.2857,71.7670,368.2331
80.0000,67.1137,481.9985
80.7143,70.8611,498.8059
81.4286,55.1772,433.8939
82.1429,60.6747,663.1129
82.8571,66.3426,471.3756
83.5714,65.3019,407.5715
84.2857,68.0400,348.1606
85.0000,73.3670,421.7724
85.7143,55.9364,361.4587
86.4286,33.0275,776.1784
87.1429,67.0597,380.2726
87.8571,68.3082,396.6477
88.5714,67.0774,417.4073
89.2857,68.6674,398.8773
90.0000,66.6965,355.6512
90.7143,68.8247,337.8396
91.4286,73.4540,385.0956
92.1429,52.2426,358.4987
92.8571,59.4167,343.7582
93.5714,70.8376,326.1521
94.2857,73.2556,407.4617
95.0000,58.6424,323.7741
95.7143,28.0746,739.0905
96.4286,53.0025,408.4304
97.1429,69.1954,331.8030
97.8571,32.6131,545.5003
98.5714,67.4718,381.2578
99.2857,63.8220,417.9948
100.0000,54.2763,569.2983
100.7143,49.6946,706.3862
101.4286,41.4892,295.0285
102.1429,70.7179,347.7616
102.8571,35.2075,365.8920
103.5714,72.1645,316.9531
104.2857,57.7520,329.9831
105.0000,66.8688,329.3257
105.7143,69.7742,333.9391
106.4286,70.0350,395.9368
107.1429,52.2594,426.4202
107.8571,67.3046,387.1868
108.5714,58.5653,375.3982
109.2857,75.0897,344.0591
110.0000,58.7294,336.9392
110.7143,73.0947,569.3646
111.4286,40.4839,773.6521
112.1429,66.5974,407.3860
112.8571,52.4372,409.3285
113.5714,62.6449,358.2013
114.2857,10.6309,252.6938
115.0000,69.0705,270.8709
115.7143,59.8608,683.0096
116.4286,50.7696,214.5911
117.1429,62.7716,188.3465
117.8571,82.5608,290.7161
118.5714,36.0784,468.2050
119.2857,32.6618,597.9647
