t_s,theta1_deg,omega1_deg_s
5.1726,63.0880,-455.0307
7.1052,29.5522,424.7975
7.5120,-32.8796,-679.3191
8.1301,-20.3223,-729.3429
8.6477,65.3980,-65.1885
9.3624,79.2535,-128.6898
10.1090,75.9850,-321.1163
13.1588,-38.9822,-579.2898
13.6449,65.2510,-88.0865
14.3666,77.1836,-150.7186
15.1730,56.7183,-574.5954
15.8529,61.3745,-483.3634
16.6635,16.7026,-801.9088
17.3652,22.2812,-663.8588
17.9445,70.5614,-184.0461
18.8054,21.9973,-805.0380
19.4347,51.9883,-415.0565
20.1187,73.5095,-397.2462
21.6811,-17.8343,-600.4921
22.1574,54.7530,-43.7750
22.4997,-57.7732,-451.8442
25.2160,22.1649,-560.9792
28.0936,5.1669,-694.5410
29.2379,21.4913,491.9111
29.6717,-50.3319,-427.3274
30.3151,-39.9315,-638.7027
31.0977,-71.6763,-161.2798
31.6729,25.4548,-740.5136
32.2329,66.7372,-202.0545
32.9118,72.5450,-93.4258
33.4964,-15.0978,412.6250
34.1939,0.1338,553.0969
34.9788,45.6026,413.5432
35.3948,-63.9379,-293.6284
36.0463,-51.8367,-553.1177
36.8005,-70.1703,-207.8517
37.3969,26.1373,-773.0088
37.9600,63.7189,-281.7990
38.6857,77.1461,-333.6476
40.2966,-44.4215,-575.7706
40.8058,70.1320,-102.4713
42.3620,-14.0183,-579.0578
42.8100,19.6270,-17.4421
43.5263,27.2358,511.9095
43.9735,-59.0266,-189.9994
44.5467,8.6185,-807.4641
45.0881,65.4423,-211.0396
45.8011,77.6970,-220.0612
47.2683,31.8240,-549.5168
48.5175,6.1712,113.8785
49.9563,31.8995,428.8168
50.3872,-49.4989,-460.2285
51.0147,-33.8788,-675.0602
51.7714,-51.1106,-513.9413
52.4764,-53.5651,-514.2378
53.2164,-67.3455,-373.5488
53.9859,-75.7810,23.5124
54.3475,83.4750,29.9859
55.3109,-55.1154,-537.9275
56.0429,-38.8395,-618.9572
56.7588,-49.8931,-554.0527
57.4919,-61.9769,-433.3969
58.2212,-67.9096,-352.6057
58.9472,-67.3679,-297.1420
59.5574,-0.1727,-781.0744
60.1684,47.3769,-507.2452
60.8357,72.3123,-384.8183
62.4105,-16.0875,-632.2640
62.8896,54.2910,-133.9262
63.2496,-67.6920,-176.7793
63.9201,-59.2700,-505.4669
64.7333,-66.0340,229.5105
64.9942,66.5135,244.4055
65.6936,41.6080,399.5251
66.1011,-59.0136,-322.1351
66.7504,-46.2887,-613.7848
67.4960,-67.4581,-388.8480
68.2601,-74.0350,1.1772
68.6296,87.7710,33.3063
69.6166,-68.1652,-436.5791
70.3709,-71.3152,-278.0505
71.0722,-60.7635,-456.7414
71.7804,-61.3111,-455.4281
72.5175,-70.3128,-208.9782
73.0874,29.8924,-741.5106
73.6568,64.5258,-215.8130
74.4182,68.7717,-324.8068
75.9079,18.0441,-671.9771
76.8014,-62.3242,-409.4174
77.4873,-52.5446,-550.3074
78.2193,-67.3533,-384.1929
78.9949,-71.3000,71.3528
79.3087,78.5637,187.2405
80.0927,78.9421,-203.3980
80.9328,35.0641,-763.2373
81.5076,66.2818,-113.5333
82.4927,-66.4110,-456.2004
83.2201,-67.8213,-395.4574
83.9392,-67.9604,-387.1976
84.6777,-72.7431,-107.7269
85.1767,65.5243,-488.0182
86.8046,-80.2362,-210.1362
87.4889,-51.1907,-573.2814
88.1991,-60.8696,-498.4733
88.9297,-68.6262,-402.2248
89.6620,-73.1242,-303.5997
90.3647,-65.2442,-399.9950
91.0909,-70.0835,-272.8508
91.7166,-9.4947,-803.7114
92.4340,-22.9812,-681.9980
93.2145,-60.1900,-438.1713
93.9656,-74.5680,-119.2235
94.4686,59.3837,-545.5413
96.0291,-51.6908,-515.7332
96.5715,59.2082,-385.2571
98.0720,5.5723,-671.8582
98.9996,-84.9010,85.9672
99.3895,80.4741,-116.6574
100.2148,18.6259,-725.2375
100.9937,-20.9692,-714.6905
101.4719,45.6250,-71.9683
101.8974,-66.5980,296.5041
102.1430,70.7510,346.8913
102.8122,13.7860,556.9935
103.2519,-55.2974,-329.0398
103.8769,-28.7785,-722.4286
104.6291,-55.3190,-494.1409
105.3580,-66.2168,-424.2038
106.1060,-77.8665,-120.5188
106.6860,16.7744,-792.2002
107.2316,62.1294,-222.8974
107.9232,74.9520,-118.8079
109.3378,81.3750,-70.0054
111.8355,-87.8290,-50.3940
112.4238,1.8773,-776.3253
113.0547,31.6186,-614.5654
113.6323,69.1618,-127.7259
114.2471,6.3749,41.2616
115.3147,-59.4229,-509.5549
115.9746,-5.8013,-738.3381
116.4680,52.1001,-98.0491
117.1173,54.7773,426.9998
117.4999,-50.6736,-591.4562
119.2080,-9.5293,435.5146
