t_s,theta1_deg,omega1_deg_s
5.0000,-108.8494,-578.0701
6.6667,-39.2066,-816.9516
8.3333,-53.4845,-426.9575
10.0000,-27.5726,-205.9397
11.6667,100.7525,-617.5552
13.3333,111.3963,-736.8273
15.0000,-122.0239,-393.0340
16.6667,-107.5874,-257.5372
18.3333,33.0464,-889.0245
20.0000,-146.6723,-615.6917
21.6667,-161.8470,-301.2094
23.3333,70.2973,-621.3347
25.0000,-103.5608,-121.3660
26.6667,-84.8935,-727.3727
28.3333,65.2092,-806.7606
30.0000,-108.4985,-198.0472
31.6667,-119.8398,-171.8591
33.3333,-132.9581,-477.4079
35.0000,-54.1719,-39.0310
36.6667,-73.8887,-528.3542
38.3333,-89.2699,-164.9230
40.0000,-101.2131,-644.6686
41.6667,-145.5533,-552.2491
