t_s,theta1_deg,omega1_deg_s
6.4589,132.5627,-477.5274
7.5068,137.1149,537.3267
7.9468,-32.3547,581.3875
9.5165,-12.8930,-30.8430
10.4361,-177.8438,275.5001
10.8450,9.3347,732.9830
11.3133,-147.1279,176.9878
12.4951,67.8609,171.0224
13.0161,-148.4260,-3.2051
15.5618,16.5160,24.2844
16.4450,-69.6244,-159.7043
17.5047,-0.4426,31.8241
19.2270,91.6147,138.8785
21.5401,-141.4129,-66.9656
22.4429,32.1473,103.0534
24.2181,103.5349,249.8089
24.7108,107.1759,-546.4773
25.8624,38.4116,52.3374
29.2256,89.5856,145.1424
29.7288,72.2575,-789.5489
30.8187,89.4218,81.5069
31.3811,24.1618,-959.6041
32.5949,120.6394,212.6864
33.9104,-20.9433,283.5367
34.6174,-94.9434,242.9316
35.3922,-126.4939,316.3371
35.8032,137.8205,535.2861
36.2155,-28.5948,651.9396
37.5004,104.2170,251.6403
38.0537,116.7220,-486.5586
39.2836,11.4556,313.1898
40.9272,120.1130,275.9764
41.4071,47.9513,-1035.3632
