t_s,theta1_deg,omega1_deg_s
1.2837,-85.6906,375.4627
1.7112,91.0294,438.1592
2.9598,-89.7225,292.3186
3.5024,88.6144,270.9030
4.6201,-89.6560,301.0502
5.0707,88.6031,278.9734
10.5218,55.5190,453.3794
12.4529,-71.0855,388.9575
13.9744,-10.5828,-140.9873
15.4503,-4.3919,-63.1095
16.9099,-11.5023,78.5188
