n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.4264,-2.5874,1.4412,106.1519,91.2687
1,6.2016,1.4412,7.7062,91.2687,13.6385
2,6.9767,7.7062,5.1662,13.6385,59.8811
3,7.7519,5.1662,-3.6974,59.8811,86.4821
4,8.5271,-3.6974,-3.2833,86.4821,100.8295
5,9.3023,-3.2833,0.1318,100.8295,96.2054
6,10.0775,0.1318,4.1890,96.2054,68.8522
7,10.8527,4.1890,-0.5532,68.8522,85.6878
8,11.6279,-0.5532,-1.5950,85.6878,89.2404
9,12.4031,-1.5950,-0.1365,89.2404,86.3372
10,13.1783,-0.1365,0.9628,86.3372,74.4922
11,13.9535,0.9628,-1.8905,74.4922,95.0951
12,14.7287,-1.8905,-0.5725,95.0951,90.3678
13,15.5039,-0.5725,-0.3874,90.3678,69.2671
14,16.2791,-0.3874,-3.2418,69.2671,106.4175
15,17.0543,-3.2418,0.2230,106.4175,99.6583
16,17.8295,0.2230,13.0839,99.6583,-26.2522
17,18.6047,13.0839,9.4321,-26.2522,-80.1946
18,19.3798,9.4321,8.0660,-80.1946,-39.3335
19,20.1550,8.0660,1.4907,-39.3335,44.1813
20,20.9302,1.4907,-6.3726,44.1813,114.6927
21,21.7054,-6.3726,-1.9513,114.6927,100.1633
22,22.4806,-1.9513,-3.4116,100.1633,95.4885
23,23.2558,-3.4116,-2.5572,95.4885,85.4595
24,24.0310,-2.5572,-2.4269,85.4595,94.5287
25,24.8062,-2.4269,1.4168,94.5287,79.0343
26,25.5814,1.4168,0.1062,79.0343,70.6558
27,26.3566,0.1062,-1.9775,70.6558,106.3562
28,27.1318,-1.9775,-0.8530,106.3562,98.3828
29,27.9070,-0.8530,6.7026,98.3828,29.1882
30,28.6822,6.7026,-0.1190,29.1882,92.9591
31,29.4574,-0.1190,-4.1203,92.9591,70.4781
32,30.2326,-4.1203,-3.1876,70.4781,112.5287
33,31.0078,-3.1876,0.8368,112.5287,110.4946
34,31.7829,0.8368,3.1600,110.4946,70.0238
35,32.5581,3.1600,-1.1050,70.0238,95.3414
36,33.3333,-1.1050,-1.5018,95.3414,82.8475
