t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.4264,-2.5874,-298.8224,106.1519,208.6322
6.2016,1.4412,-344.1473,91.2687,214.0243
6.9767,7.7062,-647.6093,13.6385,1007.6580
7.7519,5.1662,-359.9446,59.8811,416.4407
8.5271,-3.6974,-294.0288,86.4821,288.2100
9.3023,-3.2833,-296.3162,100.8295,253.6458
10.0775,0.1318,-311.0115,96.2054,230.4291
10.8527,4.1890,-351.5424,68.8522,421.8475
11.6279,-0.5532,-341.2785,85.6878,282.9016
12.4031,-1.5950,-336.5679,89.2404,262.5216
13.1783,-0.1365,-347.2886,86.3372,269.1969
13.9535,0.9628,-375.8132,74.4922,377.0338
14.7287,-1.8905,-336.0481,95.0951,241.9195
15.5039,-0.5725,-341.2163,90.3678,238.4580
16.2791,-0.3874,-380.7379,69.2671,411.0666
17.0543,-3.2418,-333.2537,106.4175,184.8452
17.8295,0.2230,-362.8945,99.6583,142.2211
18.6047,13.0839,-644.9546,-26.2522,981.5958
19.3798,9.4321,-406.4966,-80.1946,405.6092
20.1550,8.0660,-525.1168,-39.3335,665.0512
20.9302,1.4907,-413.6056,44.1813,482.4305
21.7054,-6.3726,-317.2177,114.6927,181.4114
22.4806,-1.9513,-315.7101,100.1633,224.3419
23.2558,-3.4116,-340.3325,95.4885,195.8627
24.0310,-2.5572,-343.1991,85.4595,266.8351
24.8062,-2.4269,-356.8187,94.5287,202.3694
25.5814,1.4168,-381.7524,79.0343,335.8973
26.3566,0.1062,-372.9460,70.6558,408.0837
27.1318,-1.9775,-341.3104,106.3562,193.9458
27.9070,-0.8530,-365.9418,98.3828,180.1866
28.6822,6.7026,-620.9266,29.1882,883.8091
29.4574,-0.1190,-320.9528,92.9591,195.7894
30.2326,-4.1203,-331.5262,70.4781,438.3117
31.0078,-3.1876,-329.4277,112.5287,200.3433
31.7829,0.8368,-355.6777,110.4946,162.0250
32.5581,3.1600,-405.4600,70.0238,457.1977
33.3333,-1.1050,-353.2268,95.3414,233.7682
34.1085,-1.5018,-349.2236,82.8475,305.9184
34.8837,0.3324,-360.7785,99.0337,204.2486
35.6589,6.6616,-544.4881,43.5193,689.3606
36.4341,-0.3324,-337.0740,117.2143,196.1065
37.2093,0.0813,-369.6095,106.7612,130.9586
37.9845,14.4144,-674.1461,10.4621,1040.2311
38.7597,3.7711,-402.0598,54.2507,479.0347
39.5349,-6.7805,-301.0792,100.4851,249.6192
40.3101,-2.5120,-343.3004,109.5817,138.3570
41.0853,-0.8493,-364.4728,95.2238,202.0239
41.8605,2.9313,-465.7888,56.1219,551.6492
42.6357,-0.6749,-363.2895,115.7602,144.2053
43.4109,2.0688,-367.6551,100.8849,129.6335
44.1860,3.2723,-499.9132,169.7800,-552.8718
44.9612,19.4634,-144.3355,84.5474,-1219.4550
45.7364,13.1647,-232.7224,-170.4512,366.8922
46.5116,7.9396,-396.4495,100.5613,-9.9309
47.2868,16.7072,-467.5605,6.3032,-176.7339
48.0620,13.0976,-393.7120,-93.7452,445.4547
48.8372,1.6071,-482.8407,-71.1037,509.8498
49.6124,9.8705,-526.4651,-32.9570,685.7039
50.3876,-1.3065,-341.4908,55.8769,402.3547
51.1628,-6.7572,-307.7748,102.8850,222.7814
51.9380,-1.1910,-361.0114,113.2856,139.0802
52.7132,0.8533,-359.4989,95.7735,209.0222
53.4884,5.7739,-587.2985,35.4947,792.2691
54.2636,0.2780,-325.1550,109.0020,189.8267
55.0388,2.3867,-366.1732,86.6129,271.6329
55.8140,10.6447,-674.2649,14.0975,1026.0431
56.5891,4.0895,-340.3826,77.1423,291.0967
57.3643,2.1941,-574.0047,30.5924,837.8951
58.1395,2.1336,-328.2107,89.5651,240.1492
58.9147,0.5176,-459.0094,50.3682,618.4918
59.6899,-0.3415,-356.4465,118.5316,170.0742
60.4651,1.5299,-373.9817,109.4922,149.6042
61.2403,12.7695,-698.8339,14.7869,1036.7405
62.0155,2.2015,-339.5771,84.9388,245.5219
62.7907,1.8420,-512.4786,42.1789,695.1147
63.5659,-0.7798,-332.3793,107.7306,191.2315
64.3411,-1.2116,-358.0708,92.7545,208.9387
65.1163,-0.1045,-417.0531,58.4293,552.9353
65.8915,-1.3101,-348.8726,116.5440,155.9760
66.6667,-0.4767,-352.9920,107.1061,158.2045
67.4419,2.5936,-399.2600,73.8637,387.7301
68.2171,-0.2133,-375.5238,80.5295,313.3968
68.9922,-1.6005,-351.9093,94.2816,231.0130
69.7674,0.6535,-375.2424,78.1977,328.5093
70.5426,-0.7092,-363.9022,87.4182,263.2910
71.3178,-0.7143,-376.4248,75.8890,355.5560
72.0930,-1.6549,-371.4931,101.7007,175.1451
72.8682,1.3553,-444.2323,59.8116,563.4164
73.6434,-1.4267,-342.8499,117.2657,176.4578
74.4186,0.0122,-365.5144,107.5233,135.2609
75.1938,3.0861,-523.2295,44.4131,683.4488
75.9690,-2.3891,-324.8875,115.8292,193.7378
76.7442,0.0438,-356.9556,105.2798,159.7870
77.5194,3.7369,-478.1039,54.4966,625.1597
78.2946,-1.2485,-336.6994,116.9293,210.3192
79.0698,1.2565,-339.0195,105.4421,183.9574
79.8450,0.5953,-370.2246,74.2408,402.0508
80.6202,-0.6490,-350.5416,102.2155,212.4898
81.3953,2.9014,-389.4590,77.6691,371.0197
82.1705,2.0445,-391.7988,68.9413,497.6147
82.9457,0.2735,-340.8338,104.4956,204.6394
83.7209,1.8478,-376.8064,84.1716,295.0962
84.4961,4.2716,-562.7546,39.2533,767.2893
85.2713,-0.8410,-337.8840,112.3806,176.3364
86.0465,-0.5588,-346.0071,102.4841,188.2376
86.8217,0.8265,-373.1813,77.9887,325.2811
87.5969,-1.0219,-348.2043,88.4315,275.5222
88.3721,-1.0745,-360.0543,91.9839,247.6897
89.1473,2.4733,-395.1857,74.0151,392.1046
89.9225,-4.9409,-309.9447,94.9271,287.7071
90.6977,-3.2791,-348.0721,112.2471,155.2131
91.4729,0.5241,-370.6650,107.3606,141.5688
92.2481,10.9207,-696.1834,10.5592,1054.9584
93.0233,3.7700,-353.0207,72.5071,305.3813
93.7984,-5.5952,-369.1372,59.2129,534.6391
94.5736,-3.4470,-329.7453,108.9476,172.1862
95.3488,-2.3633,-346.1014,102.5337,169.9086
96.1240,0.4117,-377.7560,82.0271,298.1562
96.8992,1.1089,-396.4610,68.7067,460.6173
97.6744,-2.3936,-340.3850,103.6335,190.1860
98.4496,-0.3879,-362.4312,95.8695,193.7046
99.2248,7.6095,-638.5827,24.9194,925.7966
100.0000,-0.5119,-314.9522,90.2988,213.6360
100.7752,-1.7601,-397.6129,63.6530,488.5318
101.5504,-1.3778,-344.7751,119.0632,186.6925
102.3256,0.1484,-354.4798,106.6318,162.4055
103.1008,0.9501,-378.9565,74.1291,414.9018
103.8760,-4.0470,-325.9059,98.4803,269.7414
104.6512,0.9573,-358.0317,113.6916,167.5510
105.4264,2.8722,-365.3383,91.6814,239.7509
106.2016,20.1967,-497.3771,-56.2546,700.0312
106.9767,1.6635,-460.4783,-73.3819,446.8013
107.7519,22.5643,-481.2376,-47.1321,549.5804
108.5271,6.8670,-515.1524,29.5062,652.3973
109.3023,-6.2137,-292.1155,112.0978,216.1837
110.0775,-0.0269,-346.9343,104.1663,163.1609
110.8527,1.0267,-422.1132,62.5506,507.6255
111.6279,-1.3272,-341.4984,115.1054,202.4479
112.4031,-1.2414,-350.2504,107.1029,177.9757
113.1783,-0.2758,-343.9907,91.6620,254.5462
113.9535,4.0933,-364.0975,77.3407,358.6472
114.7287,-0.6007,-375.7743,72.8486,392.4625
115.5039,-3.5845,-332.0864,108.4329,198.6537
116.2791,-0.9099,-357.2763,109.7277,158.4095
117.0543,-1.7835,-358.7458,92.9736,239.6461
117.8295,-0.5976,-370.0998,80.9191,297.8693
118.6047,-2.0208,-332.3333,88.2749,288.8616
119.3798,-1.9073,-358.3276,97.9024,173.3079
120.1550,3.1776,-501.5960,49.3134,649.8217
120.9302,-3.6758,-339.5177,120.4530,153.8895
121.7054,0.2303,-339.4934,97.9248,174.8515
122.4806,1.8608,-565.6709,32.6618,803.8863
123.2558,-1.2214,-329.4721,88.5615,201.4313
124.0310,-1.5083,-423.2376,56.2294,555.6958
124.8062,-3.6970,-324.3464,117.7105,191.9168
125.5814,1.7521,-343.6296,101.7022,158.4928
126.3566,11.1595,-677.7155,-12.7316,1091.1352
127.1318,13.0234,-539.5559,-27.9597,748.2649
