t_s,theta1_deg,omega1_deg_s
5.2724,50.6949,-298.5590
6.0736,56.5474,-391.6932
6.9644,16.1178,-656.1851
7.6691,43.7674,-432.4732
8.4099,44.7713,-442.6392
9.1634,48.0578,-378.5532
9.9407,53.2246,-363.8640
10.7664,46.8825,-500.5893
11.5140,51.3641,-423.5517
12.2807,52.5937,-411.5123
13.0603,54.1385,-429.5080
13.8589,48.9762,-491.8704
14.5972,54.0247,-405.9767
15.3766,54.9492,-399.3240
16.1937,44.8083,-536.5832
16.9035,56.1490,-339.4029
17.6847,60.7321,-353.7487
18.6279,-3.3694,-673.8485
19.4809,-40.3952,-407.6777
20.2014,-18.9448,-546.4909
20.8660,33.8788,-483.6240
21.5443,49.5152,-338.6976
22.3409,50.7489,-366.5807
23.1210,54.1005,-400.4114
23.9144,51.4853,-441.8051
24.6762,54.9901,-414.7605
25.4784,53.1825,-459.6872
26.2692,45.5487,-511.6343
26.9832,56.4566,-339.3343
27.7670,60.3555,-354.9835
28.6546,25.2031,-645.4597
29.3197,52.2618,-317.2822
30.1455,37.5570,-526.1367
30.8509,52.4357,-297.2952
31.6244,61.8915,-258.5542
32.4741,48.4845,-512.2302
33.2035,56.5701,-400.5615
33.9998,50.7479,-468.0355
34.7459,59.9895,-365.9930
35.6113,36.9733,-606.5813
36.2715,56.5318,-263.6444
37.0565,60.5901,-301.1524
37.9756,20.5089,-664.1695
38.6887,39.8950,-473.3241
39.3960,45.6263,-408.6091
40.1528,57.3793,-312.3075
40.9516,58.2431,-383.7819
41.7963,41.0913,-583.0190
42.4709,59.4631,-255.7350
43.2628,64.2437,-308.9042
45.5109,31.0890,-155.1147
45.9951,-52.1183,141.6201
46.2921,63.4407,131.2988
48.1684,-41.0111,-444.9817
48.9265,-46.0986,-389.2687
49.6515,-12.9268,-565.6044
50.3029,36.3576,-419.5542
51.0196,47.4918,-407.5876
51.7757,60.7391,-270.0629
52.5821,58.9157,-382.0891
53.4520,29.8051,-637.5041
54.1098,53.0256,-283.9651
54.9204,57.0536,-404.9136
55.8014,19.3968,-676.4584
56.4792,51.1607,-358.0014
57.3340,21.9566,-644.4985
58.0095,52.8492,-329.7636
58.8587,33.8230,-610.9019
59.5253,58.5802,-247.7852
60.3073,64.3373,-248.9497
61.2288,21.4232,-700.8218
61.8908,52.3439,-333.1506
62.7451,29.8588,-616.5623
63.4114,53.8921,-273.8460
64.2136,55.5770,-406.9738
65.0505,37.2182,-567.7564
65.7239,57.9298,-215.5907
66.5168,59.9581,-335.5038
67.3474,52.0586,-477.8377
68.1159,50.5315,-482.4158
68.8627,55.8771,-405.6319
69.6669,51.3627,-477.6072
70.4239,54.9046,-427.7112
71.2217,48.3760,-491.7228
71.9480,60.3648,-354.6556
72.7991,41.1371,-577.3712
73.4798,56.6141,-279.4452
74.2617,61.7529,-270.9199
75.1464,33.2778,-627.0220
75.8044,53.7429,-238.7726
76.5962,58.9593,-324.6994
77.4588,39.9467,-584.1838
78.1356,55.3181,-290.5567
78.9183,58.8395,-274.8834
79.7537,47.2262,-503.0392
80.4793,59.1777,-353.5723
81.2969,53.2821,-467.6259
82.0867,47.0868,-507.4087
82.8019,57.4305,-342.7260
83.6124,54.3387,-445.2385
84.4557,30.8322,-626.8311
85.1162,54.1747,-288.3008
85.9032,58.5429,-354.7235
86.7232,50.3646,-488.5952
87.4788,52.9346,-438.0137
88.2478,55.7034,-422.6523
89.0561,51.0710,-495.0740
89.7970,46.9350,-433.3302
90.5373,56.8845,-281.7057
91.3184,62.3223,-308.5263
92.2388,17.5872,-697.7682
92.9175,50.2042,-378.5490
93.7292,30.9741,-578.1943
94.4149,52.7054,-280.7054
95.2026,56.9437,-362.9097
96.0154,53.7608,-444.4541
96.8145,46.6179,-518.2669
97.5308,55.1199,-373.9508
98.3171,58.0192,-389.7891
99.2015,23.6882,-675.6228
99.8628,51.4438,-309.2767
100.7013,38.8748,-569.2444
101.3853,57.2444,-249.3531
102.1745,58.7994,-296.4842
103.0074,48.3752,-499.2830
103.7448,49.6362,-415.4363
104.4928,61.1098,-291.4085
105.3017,60.2722,-386.7457
106.2581,-15.9157,-661.7137
107.0724,-47.4391,-379.1090
107.8120,-12.5948,-595.6355
108.4890,28.3978,-539.0736
109.1478,46.5299,-343.3216
109.9254,59.0097,-283.7153
110.7800,41.8168,-543.7148
111.4701,55.5250,-317.7041
112.2513,58.0913,-303.7624
113.0520,55.3966,-402.4563
113.8547,52.8746,-445.0466
114.6388,45.7846,-515.1461
115.3556,53.9227,-364.3527
116.1234,59.3752,-292.1471
116.9269,54.6095,-409.9728
117.7230,52.3388,-471.6153
118.4874,50.4924,-433.2826
119.2381,58.7366,-365.8402
120.1016,36.6046,-619.8468
120.7582,53.5267,-227.2541
121.5615,57.4236,-311.2688
122.4473,23.2228,-639.8722
123.1240,50.5435,-356.8331
123.9648,36.1286,-581.1385
124.6440,51.3982,-295.3684
125.4341,59.8185,-295.1848
126.3670,3.7364,-679.0447
127.1634,-5.8907,-583.6332
