frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,658.634,484.938,656.456,637.922,-1.635,-0.816,0,-0.00,2.17
1,0.01668,driven,658.634,484.938,656.476,637.922,-1.635,-0.808,0,-0.00,0.28
2,0.03337,driven,658.634,484.938,656.476,637.922,-1.635,-0.808,0,-0.00,-0.62
3,0.05005,driven,658.634,484.938,656.476,637.922,-1.635,-0.808,0,0.00,-0.52
4,0.06673,driven,658.634,484.938,656.476,637.922,-1.635,-0.808,0,0.00,0.98
5,0.08342,driven,658.634,484.938,656.476,637.922,-1.635,-0.808,0,0.00,1.60
6,0.1001,driven,658.634,484.938,656.721,637.926,-1.635,-0.716,0,0.00,3.59
7,0.11678,driven,658.634,484.938,656.723,637.926,-1.635,-0.716,0,-0.04,4.09
8,0.13347,driven,658.634,484.938,657.054,637.930,-1.635,-0.591,0,-0.22,2.79
9,0.15015,driven,658.634,484.938,657.054,637.930,-1.635,-0.591,0,0.78,0.58
10,0.16683,driven,658.653,484.938,657.054,637.930,-1.628,-0.599,0,1.57,-2.18
11,0.18352,driven,658.806,484.943,657.054,637.932,-1.571,-0.656,0,1.58,-2.15
12,0.2002,driven,658.806,484.943,657.030,637.932,-1.571,-0.665,0,0.36,-1.35
13,0.21688,driven,658.806,484.943,656.946,637.931,-1.571,-0.697,0,-0.76,-0.13
14,0.23357,driven,658.753,484.941,656.946,637.930,-1.591,-0.677,0,-0.55,0.23
15,0.25025,driven,658.753,484.941,656.942,637.930,-1.591,-0.678,0,-0.43,0.58
16,0.26693,driven,658.736,484.941,656.942,637.930,-1.597,-0.672,0,0.01,-0.11
17,0.28362,driven,658.736,484.941,656.940,637.930,-1.597,-0.672,0,0.38,-0.33
18,0.3003,driven,658.773,484.942,656.940,637.931,-1.583,-0.686,0,0.92,-0.18
19,0.31698,driven,658.823,484.943,656.989,637.932,-1.564,-0.687,0,1.18,-0.02
20,0.33367,driven,658.878,484.944,657.068,637.934,-1.544,-0.678,0,1.78,-0.85
21,0.35035,driven,658.944,484.946,657.068,637.935,-1.519,-0.702,0,1.12,-0.86
22,0.36703,driven,659.039,484.949,657.068,637.936,-1.483,-0.738,0,0.70,-0.86
23,0.38372,driven,658.957,484.947,657.068,637.935,-1.514,-0.707,0,0.02,-0.11
24,0.4004,driven,659.039,484.949,657.060,637.936,-1.483,-0.741,0,0.01,-0.29
25,0.41708,driven,659.000,484.948,657.060,637.935,-1.498,-0.727,0,0.55,-0.26
26,0.43377,driven,659.039,484.949,657.060,637.936,-1.483,-0.741,0,0.17,0.82
27,0.45045,driven,659.052,484.949,657.161,637.937,-1.478,-0.708,0,0.36,0.37
28,0.46713,driven,659.052,484.949,657.205,637.938,-1.478,-0.692,0,0.39,2.91
29,0.48382,driven,659.052,484.949,657.276,637.939,-1.478,-0.665,0,-0.88,5.72
30,0.5005,driven,659.052,484.949,657.735,637.943,-1.478,-0.493,0,-2.06,6.73
31,0.51718,driven,658.841,484.943,657.735,637.939,-1.558,-0.414,0,-1.76,3.12
32,0.53387,driven,658.841,484.943,657.735,637.939,-1.558,-0.414,0,-0.39,-2.30
33,0.55055,driven,658.891,484.945,657.596,637.939,-1.539,-0.485,0,0.88,-3.39
34,0.56723,driven,658.891,484.945,657.469,637.938,-1.539,-0.532,0,-0.05,-1.48
35,0.58392,driven,658.891,484.945,657.469,637.938,-1.539,-0.532,0,0.44,-0.07
36,0.6006,driven,658.891,484.945,657.517,637.939,-1.539,-0.515,0,1.48,-0.97
37,0.61728,driven,659.020,484.948,657.517,637.941,-1.490,-0.563,0,0.41,-1.27
38,0.63397,driven,659.016,484.948,657.433,637.940,-1.492,-0.593,0,-0.71,-1.01
39,0.65065,driven,658.865,484.944,657.352,637.937,-1.549,-0.567,0,-0.94,-0.33
40,0.66733,driven,658.931,484.946,657.326,637.937,-1.524,-0.601,0,0.33,-0.84
41,0.68402,driven,658.961,484.947,657.326,637.938,-1.513,-0.612,0,0.73,-0.88
42,0.7007,driven,658.961,484.947,657.299,637.938,-1.513,-0.623,0,-0.26,-0.07
43,0.71738,driven,658.935,484.946,657.299,637.937,-1.523,-0.613,0,-0.30,0.09
44,0.73407,driven,658.935,484.946,657.272,637.937,-1.523,-0.623,0,-0.10,-0.34
45,0.75075,driven,658.935,484.946,657.272,637.937,-1.523,-0.623,0,0.21,-1.14
46,0.76743,driven,658.935,484.946,657.193,637.936,-1.523,-0.652,0,-0.34,-0.59
47,0.78412,driven,658.930,484.946,657.163,637.936,-1.524,-0.662,0,-0.86,-0.28
48,0.8008,driven,658.846,484.944,657.163,637.934,-1.556,-0.630,0,-0.92,2.10
49,0.81748,driven,658.832,484.943,657.163,637.934,-1.561,-0.625,0,-0.49,3.17
50,0.83417,driven,658.832,484.943,657.448,637.937,-1.561,-0.518,0,0.33,2.31
51,0.85085,driven,658.832,484.943,657.448,637.937,-1.561,-0.518,0,-0.66,1.90
52,0.86753,driven,658.846,484.944,657.448,637.937,-1.556,-0.523,0,0.34,-1.23
53,0.88422,driven,658.762,484.941,657.440,637.936,-1.587,-0.495,0,1.52,-2.19
54,0.9009,driven,659.007,484.948,657.379,637.939,-1.496,-0.610,0,2.12,-2.92
55,0.91758,driven,659.007,484.948,657.379,637.939,-1.496,-0.610,0,0.63,-0.50
56,0.93427,driven,659.007,484.948,657.379,637.939,-1.496,-0.610,0,-1.33,2.32
57,0.95095,driven,658.881,484.945,657.470,637.938,-1.543,-0.528,0,-1.17,2.03
58,0.96763,driven,658.881,484.945,657.470,637.938,-1.543,-0.528,0,-3.04,3.75
59,0.98432,driven,658.731,484.940,657.470,637.935,-1.599,-0.472,0,-3.86,3.14
60,1.001,driven,658.434,484.932,657.470,637.929,-1.710,-0.361,0,-3.35,1.79
61,1.01768,driven,658.424,484.932,657.300,637.927,-1.714,-0.421,0,-1.55,-1.39
62,1.03437,driven,658.407,484.931,657.223,637.926,-1.720,-0.444,0,0.14,-3.06
63,1.05105,driven,658.338,484.929,657.056,637.924,-1.746,-0.480,0,-0.38,-1.35
64,1.06773,driven,658.407,484.931,657.056,637.925,-1.720,-0.506,0,-0.12,-0.14
65,1.08442,driven,658.351,484.929,657.056,637.924,-1.741,-0.485,0,0.11,1.78
66,1.1011,driven,658.407,484.931,657.177,637.926,-1.720,-0.461,0,2.77,-0.58
67,1.11778,driven,658.524,484.935,657.295,637.930,-1.677,-0.460,0,4.97,-3.38
68,1.13447,driven,658.913,484.945,657.297,637.937,-1.531,-0.605,0,4.13,-3.83
69,1.15115,driven,658.913,484.945,657.297,637.937,-1.531,-0.605,0,0.92,-0.88
70,1.16783,driven,658.913,484.945,657.297,637.937,-1.531,-0.605,0,-1.69,0.73
