t_s,theta1_deg,omega1_deg_s
5.0000,105.8487,-303.4387
6.2500,157.8424,-153.3194
7.5000,-152.7160,18.4032
8.7500,121.9929,-112.5496
10.0000,109.1610,-23.3868
11.2500,176.0590,-20.8136
12.5000,-172.1670,63.5164
13.7500,160.5180,-33.7477
15.0000,-146.7676,182.6265
16.2500,94.8695,-196.2455
17.5000,81.7326,-140.2622
18.7500,111.9007,60.0585
20.0000,98.3544,-93.2809
21.2500,81.2940,37.6241
22.5000,82.1865,-40.4481
23.7500,117.8560,-19.3973
25.0000,-177.0610,-1.7488
26.2500,160.6370,-40.2518
27.5000,130.3511,61.5426
28.7500,-178.9480,65.2320
30.0000,143.6440,-28.3778
31.2500,174.9640,63.6258
32.5000,123.7000,-98.4178
33.7500,-134.2374,274.0076
35.0000,142.3716,-226.0729
36.2500,95.4543,-0.6276
37.5000,49.7110,185.6417
38.7500,150.8940,27.1851
40.0000,-168.2120,41.5073
41.2500,179.6670,-2.8796
42.5000,-166.7000,-24.5719
43.7500,174.0310,-6.2074
45.0000,170.7190,13.7242
46.2500,112.6991,-137.3616
47.5000,163.1530,-67.7522
48.7500,-177.3840,56.1194
50.0000,-173.2100,-18.7639
51.2500,-173.2060,1.5080
52.5000,-173.9270,20.0116
53.7500,135.4390,-57.8435
55.0000,75.2690,-97.9368
