t_s,theta1_deg,omega1_deg_s
3.1537,-33.6071,436.5593
6.7671,-19.8124,520.4164
9.9192,-12.9705,503.1235
12.2017,-8.3171,-249.2420
13.6493,29.1522,223.8722
15.8067,-24.3953,-68.2078
17.1703,26.7781,-118.0774
17.9735,-39.3200,-79.1236
19.3522,33.7088,149.0210
21.6861,-28.7385,-4.5891
23.0241,28.3707,-69.4069
24.7523,-35.7989,71.4888
26.0828,33.7872,12.5901
27.6511,-36.4085,45.6955
28.9839,34.6470,46.2398
30.4663,-34.8893,4.9818
31.8008,34.0373,53.7043
33.2129,-34.1166,11.3589
34.5492,32.4689,22.4002
35.9147,-35.2308,69.1508
37.2602,29.5260,-68.6766
38.5884,-37.2410,125.9791
39.9622,22.3162,-179.5211
41.2377,-39.0752,176.9064
42.6447,7.8507,-276.6670
