t_s,theta1_deg,omega1_deg_s
5.0000,4.2611,510.8782
5.6250,7.2811,506.2073
6.2500,4.5773,614.1940
6.8750,6.7701,502.6471
7.5000,4.6748,584.4311
8.1250,3.4721,638.9786
8.7500,6.0991,543.5298
9.3750,6.6173,590.7422
10.0000,3.8993,631.7820
10.6250,4.4142,569.7970
11.2500,2.0749,602.5536
11.8750,3.1429,617.9926
12.5000,4.7443,572.3990
13.1250,1.6310,611.0259
13.7500,7.2637,617.5835
14.3750,5.0784,557.9790
15.0000,1.3613,615.7196
15.6250,6.6156,603.6072
16.2500,6.3349,580.6463
16.8750,4.2614,601.4434
17.5000,6.7100,616.5078
18.1250,7.5257,554.2699
18.7500,5.9768,604.0134
19.3750,3.5690,616.5136
20.0000,8.9947,541.3875
20.6250,7.6465,616.4176
21.2500,9.2735,569.9127
21.8750,6.0274,581.8791
22.5000,5.0464,587.5564
23.1250,5.3386,639.6215
23.7500,8.0735,547.1280
24.3750,8.3678,582.6220
25.0000,8.4437,601.6219
25.6250,3.7528,597.3004
26.2500,4.2623,593.7120
26.8750,7.6626,597.4760
27.5000,5.9126,572.4998
28.1250,7.7273,594.3584
28.7500,2.9197,639.3694
29.3750,7.8089,552.1644
30.0000,4.2644,634.6165
30.6250,6.5882,583.8033
31.2500,3.9745,585.1097
31.8750,5.8647,615.1574
32.5000,4.5815,606.6129
33.1250,5.1902,581.2220
33.7500,3.4525,612.1009
34.3750,2.7561,617.3816
35.0000,4.0180,594.3060
35.6250,2.2883,614.7157
36.2500,6.0467,611.4747
36.8750,5.4089,573.6506
37.5000,4.3354,596.5145
38.1250,6.7707,634.3064
38.7500,5.8416,557.3985
39.3750,5.0234,637.7902
40.0000,9.2842,568.0570
40.6250,5.1626,589.1537
41.2500,6.9862,601.0622
