frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,583.000,492.000,577.570,652.908,0.000,-1.933,0,-0.05,2.51
1,0.01668,driven,583.000,492.000,577.661,652.911,0.000,-1.901,0,-0.02,0.98
2,0.03337,driven,583.000,492.000,577.661,652.911,0.000,-1.901,0,0.18,-0.24
3,0.05005,driven,583.000,492.000,577.661,652.911,0.000,-1.901,0,0.53,-1.14
4,0.06673,driven,583.089,492.000,577.614,652.907,0.032,-1.949,0,1.30,-1.79
5,0.08342,driven,583.089,492.000,577.602,652.906,0.032,-1.953,0,1.52,-1.82
6,0.1001,driven,583.225,492.000,577.602,652.902,0.080,-2.001,0,1.01,-0.89
7,0.11678,driven,583.225,492.000,577.602,652.902,0.080,-2.001,0,0.51,-0.32
8,0.13347,driven,583.225,492.000,577.623,652.902,0.080,-1.994,0,-0.31,0.48
9,0.15015,driven,583.225,492.000,577.623,652.902,0.080,-1.994,0,0.25,-0.16
10,0.16683,driven,583.225,492.000,577.624,652.902,0.080,-1.994,0,0.01,-0.04
11,0.18352,driven,583.255,492.000,577.624,652.901,0.091,-2.004,0,-0.35,0.36
12,0.2002,driven,583.183,492.000,577.624,652.904,0.065,-1.979,0,-0.69,0.66
13,0.21688,driven,583.171,492.000,577.625,652.904,0.061,-1.974,0,-0.79,0.87
14,0.23357,driven,583.142,492.000,577.626,652.905,0.050,-1.963,0,-0.35,0.58
15,0.25025,driven,583.115,492.000,577.648,652.907,0.041,-1.946,0,-0.42,0.66
16,0.26693,driven,583.110,492.000,577.655,652.908,0.039,-1.942,0,-0.48,0.61
17,0.28362,driven,583.074,492.000,577.653,652.909,0.026,-1.929,0,-0.90,0.88
18,0.3003,driven,583.026,492.000,577.653,652.910,0.009,-1.912,0,-1.02,1.07
19,0.31698,driven,582.970,492.000,577.657,652.912,-0.011,-1.891,0,-0.88,0.88
20,0.33367,driven,582.955,492.000,577.663,652.913,-0.016,-1.884,0,-0.59,0.62
21,0.35035,driven,582.917,492.000,577.653,652.914,-0.030,-1.874,0,-0.00,0.07
22,0.36703,driven,582.917,492.000,577.668,652.914,-0.030,-1.868,0,-0.72,0.81
23,0.38372,driven,582.917,492.000,577.668,652.914,-0.030,-1.868,0,-1.26,1.35
24,0.4004,driven,582.761,492.000,577.668,652.919,-0.085,-1.813,0,-1.32,1.29
25,0.41708,driven,582.765,492.000,577.668,652.919,-0.084,-1.814,0,-0.58,0.57
26,0.43377,driven,582.765,492.000,577.669,652.919,-0.084,-1.814,0,-0.07,0.08
27,0.45045,driven,582.761,492.000,577.669,652.919,-0.085,-1.813,0,0.30,-0.22
28,0.46713,driven,582.765,492.000,577.673,652.919,-0.084,-1.812,0,2.45,-2.37
29,0.48382,driven,582.952,492.000,577.679,652.914,-0.017,-1.877,0,3.63,-3.61
30,0.5005,driven,583.174,492.000,577.673,652.906,0.062,-1.958,0,2.99,-3.10
31,0.51718,driven,583.199,492.000,577.668,652.905,0.071,-1.969,0,0.99,-1.25
