t_s,theta1_deg,omega1_deg_s
5.1080,55.6979,-91.9460
6.6143,30.1720,-200.9840
7.1226,-35.9665,317.5511
8.9548,34.2706,-473.8422
9.9786,-63.0301,-118.3587
10.5054,48.6085,-419.7439
11.2684,21.3609,-572.0632
12.0088,33.0548,-502.5857
12.7027,42.1603,-401.2128
13.4704,47.3872,-414.9866
14.2293,46.0915,-470.1558
14.9636,46.3002,-427.8020
15.7242,49.3301,-424.9215
16.4876,41.3629,-484.4570
17.2110,50.5503,-379.4230
17.9897,45.4435,-469.0754
18.7232,50.0995,-407.9595
19.4852,50.9517,-435.0388
20.2417,48.7429,-457.7008
20.9889,47.8628,-456.8934
21.7319,50.8358,-425.3571
22.5058,47.3011,-478.5934
23.2262,53.1846,-384.6539
24.0015,50.6179,-449.1952
24.7608,47.8541,-481.7117
25.5046,47.2158,-444.4062
26.2542,50.1706,-432.4076
27.0202,46.6811,-471.6190
27.7505,47.1794,-425.8218
28.5060,49.9675,-425.5016
29.2736,42.5214,-490.0005
30.0031,51.3503,-397.4459
30.7838,47.7850,-469.0314
31.5234,47.6548,-452.4284
32.2724,46.3094,-452.8628
33.0143,48.2038,-425.8331
33.7689,49.8953,-429.2556
34.5283,51.3700,-409.4629
35.2686,50.4236,-404.4273
36.0360,47.2963,-450.4474
36.7682,52.0744,-406.5929
37.5517,46.7225,-500.9734
38.2816,50.9459,-421.9274
39.0459,48.7563,-451.2909
39.7812,51.2711,-408.9753
40.5515,46.8362,-479.5809
41.2911,47.9376,-447.3515
42.0296,52.3467,-418.2569
