frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,663.460,484.999,662.156,637.994,0.172,-0.488,0,0.15,-1.05
1,0.01668,driven,663.460,484.999,662.156,637.994,0.172,-0.488,0,-0.13,0.64
2,0.03337,driven,663.460,484.999,662.156,637.994,0.172,-0.488,0,-0.29,1.57
3,0.05005,driven,663.425,484.999,662.300,637.995,0.159,-0.422,0,-0.32,1.76
4,0.06673,driven,663.425,484.999,662.300,637.995,0.159,-0.422,0,-0.33,1.03
5,0.08342,driven,663.425,484.999,662.321,637.995,0.159,-0.413,0,0.46,-0.75
6,0.1001,driven,663.425,484.999,662.300,637.995,0.159,-0.422,0,0.89,-1.17
7,0.11678,driven,663.524,484.999,662.295,637.994,0.196,-0.460,0,0.86,-0.78
8,0.13347,driven,663.524,484.999,662.295,637.994,0.196,-0.460,0,0.69,-0.06
9,0.15015,driven,663.533,484.999,662.363,637.995,0.200,-0.438,0,0.24,0.67
10,0.16683,driven,663.582,484.999,662.380,637.994,0.218,-0.450,0,0.71,0.45
11,0.18352,driven,663.582,484.999,662.437,637.995,0.218,-0.429,0,0.69,0.25
12,0.2002,driven,663.639,484.999,662.492,637.994,0.239,-0.430,0,0.48,0.66
13,0.21688,driven,663.639,484.999,662.492,637.994,0.239,-0.430,0,0.09,-0.58
14,0.23357,driven,663.639,484.999,662.492,637.994,0.239,-0.430,0,-0.39,-2.57
15,0.25025,driven,663.606,484.999,662.256,637.993,0.227,-0.506,0,-0.22,-3.60
16,0.26693,driven,663.609,484.999,662.077,637.991,0.228,-0.574,0,-0.06,-2.62
17,0.28362,driven,663.606,484.999,662.068,637.991,0.227,-0.576,0,-0.65,0.44
18,0.3003,driven,663.574,484.999,662.059,637.991,0.215,-0.567,0,-0.51,0.09
19,0.31698,driven,663.474,484.999,662.055,637.993,0.177,-0.531,0,-2.54,2.11
20,0.33367,driven,663.474,484.999,661.948,637.992,0.177,-0.571,0,-3.75,3.43
21,0.35035,driven,663.102,485.000,662.048,637.996,0.038,-0.395,0,-3.15,1.98
22,0.36703,driven,663.102,485.000,661.935,637.996,0.038,-0.437,0,-1.56,0.51
23,0.38372,driven,663.102,485.000,661.830,637.995,0.038,-0.476,0,0.36,-0.78
